date_time,Manjimup_maxtempC,Manjimup_mintempC,Manjimup_totalSnow_cm,Manjimup_sunHour,Manjimup_uvIndex,Manjimup_uvIndex,Manjimup_moon_illumination,Manjimup_moonrise,Manjimup_moonset,Manjimup_sunrise,Manjimup_sunset,Manjimup_DewPointC,Manjimup_FeelsLikeC,Manjimup_HeatIndexC,Manjimup_WindChillC,Manjimup_WindGustKmph,Manjimup_cloudcover,Manjimup_humidity,Manjimup_precipMM,Manjimup_pressure,Manjimup_tempC,Manjimup_visibility,Manjimup_winddirDegree,Manjimup_windspeedKmph
2019-12-04 00:00:00,34,16,0.0,14.5,8,1,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,10,22,24,22,6,17,63,0.0,1013,22,10,142,3
2019-12-04 03:00:00,34,16,0.0,14.5,8,1,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,10,16,16,16,6,29,66,0.0,1012,16,10,153,3
2019-12-04 06:00:00,34,16,0.0,14.5,8,1,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,9,19,19,19,6,13,55,0.0,1013,19,10,172,4
2019-12-04 09:00:00,34,16,0.0,14.5,8,7,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,9,28,28,28,8,3,31,0.0,1014,28,10,187,7
2019-12-04 12:00:00,34,16,0.0,14.5,8,8,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,9,31,31,33,13,5,22,0.0,1014,33,10,200,12
2019-12-04 15:00:00,34,16,0.0,14.5,8,8,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,9,30,30,32,17,5,25,0.0,1014,32,10,197,14
2019-12-04 18:00:00,34,16,0.0,14.5,8,1,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,10,28,28,27,17,4,44,0.0,1015,27,10,175,13
2019-12-04 21:00:00,34,16,0.0,14.5,8,1,48,11:46 AM,12:37 AM,04:56 AM,07:15 PM,12,28,28,24,16,36,77,0.0,1017,24,7,140,10
2019-12-05 00:00:00,38,11,0.0,14.5,8,1,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,12,19,22,19,14,81,95,0.0,1018,19,3,102,8
2019-12-05 03:00:00,38,11,0.0,14.5,8,1,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,11,12,13,12,13,34,92,0.0,1018,13,7,90,8
2019-12-05 06:00:00,38,11,0.0,14.5,8,1,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,11,14,16,14,11,11,80,0.0,1018,15,5,89,6
2019-12-05 09:00:00,38,11,0.0,14.5,8,7,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,9,26,26,25,8,2,38,0.0,1017,25,10,97,7
2019-12-05 12:00:00,38,11,0.0,14.5,8,8,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,7,32,32,34,7,3,19,0.0,1016,34,10,127,6
2019-12-05 15:00:00,38,11,0.0,14.5,8,9,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,8,34,34,35,9,6,20,0.0,1015,35,10,167,8
2019-12-05 18:00:00,38,11,0.0,14.5,8,1,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,13,31,31,30,17,5,41,0.0,1014,30,10,152,13
2019-12-05 21:00:00,38,11,0.0,14.5,8,1,55,12:41 PM,01:08 AM,04:56 AM,07:16 PM,13,30,30,27,15,3,61,0.0,1014,27,10,111,9
2019-12-06 00:00:00,38,16,0.0,14.5,8,1,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,11,22,23,22,17,0,67,0.0,1014,22,10,74,9
2019-12-06 03:00:00,38,16,0.0,14.5,8,1,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,9,16,16,16,20,1,65,0.0,1012,16,10,57,10
2019-12-06 06:00:00,38,16,0.0,14.5,8,1,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,8,19,19,19,19,3,53,0.0,1011,19,10,55,11
2019-12-06 09:00:00,38,16,0.0,14.5,8,7,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,7,27,27,28,16,7,29,0.0,1010,28,10,48,14
2019-12-06 12:00:00,38,16,0.0,14.5,8,9,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,6,35,35,36,17,12,15,0.0,1008,36,10,140,15
2019-12-06 15:00:00,38,16,0.0,14.5,8,9,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,8,36,36,37,17,9,18,0.0,1005,37,10,311,14
2019-12-06 18:00:00,38,16,0.0,14.5,8,1,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,10,32,32,33,12,22,36,0.0,1005,33,10,221,10
2019-12-06 21:00:00,38,16,0.0,14.5,8,1,62,01:36 PM,01:36 AM,04:56 AM,07:16 PM,12,33,33,29,6,34,63,0.0,1007,29,10,203,3
2019-12-07 00:00:00,25,14,0.0,11.3,6,1,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,11,25,25,23,12,8,68,0.0,1006,23,10,301,5
2019-12-07 03:00:00,25,14,0.0,11.3,6,1,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,10,15,15,15,10,11,73,0.0,1006,15,10,227,5
2019-12-07 06:00:00,25,14,0.0,11.3,6,1,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,10,18,18,18,12,17,62,0.0,1006,18,10,128,8
2019-12-07 09:00:00,25,14,0.0,11.3,6,5,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,12,25,25,24,21,31,48,0.2,1005,24,10,323,17
2019-12-07 12:00:00,25,14,0.0,11.3,6,5,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,13,25,25,24,28,73,49,1.6,1006,24,9,302,21
2019-12-07 15:00:00,25,14,0.0,11.3,6,5,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,10,25,25,23,29,75,45,2.5,1007,23,8,281,19
2019-12-07 18:00:00,25,14,0.0,11.3,6,1,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,11,20,23,20,18,83,63,0.1,1009,20,10,261,15
2019-12-07 21:00:00,25,14,0.0,11.3,6,1,70,02:30 PM,02:04 AM,04:56 AM,07:17 PM,12,17,19,17,11,81,90,0.3,1013,17,9,258,6
2019-12-08 00:00:00,23,11,0.0,13.4,5,1,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,11,13,13,13,9,78,88,0.2,1014,13,10,255,6
2019-12-08 03:00:00,23,11,0.0,13.4,5,1,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,11,11,11,11,8,80,98,0.2,1015,11,6,268,4
2019-12-08 06:00:00,23,11,0.0,13.4,5,1,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,11,13,13,13,11,84,89,0.2,1017,13,3,238,7
2019-12-08 09:00:00,23,11,0.0,13.4,5,5,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,10,18,19,18,13,35,61,0.2,1019,18,10,209,11
2019-12-08 12:00:00,23,11,0.0,13.4,5,6,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,7,24,24,22,12,0,36,0.0,1019,22,10,207,11
2019-12-08 15:00:00,23,11,0.0,13.4,5,6,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,5,23,23,22,14,11,33,0.0,1019,22,10,204,13
2019-12-08 18:00:00,23,11,0.0,13.4,5,1,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,6,20,21,20,14,25,48,0.0,1020,20,10,194,11
2019-12-08 21:00:00,23,11,0.0,13.4,5,1,77,03:26 PM,02:32 AM,04:56 AM,07:18 PM,8,16,19,16,12,9,77,0.0,1022,16,10,164,7
2019-12-09 00:00:00,29,7,0.0,13.4,5,1,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,7,11,13,11,7,6,94,0.0,1022,11,7,119,3
2019-12-09 03:00:00,29,7,0.0,13.4,5,1,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,7,7,7,7,6,37,97,0.0,1022,7,1,96,3
2019-12-09 06:00:00,29,7,0.0,13.4,5,1,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,7,10,10,10,7,67,82,0.0,1023,10,3,78,4
2019-12-09 09:00:00,29,7,0.0,13.4,5,6,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,6,20,20,20,5,0,42,0.0,1024,20,10,116,5
2019-12-09 12:00:00,29,7,0.0,13.4,5,7,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,4,26,26,28,6,1,22,0.0,1022,28,10,172,5
2019-12-09 15:00:00,29,7,0.0,13.4,5,7,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,5,26,26,27,12,3,26,0.0,1021,27,10,196,10
2019-12-09 18:00:00,29,7,0.0,13.4,5,1,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,9,24,24,23,16,4,51,0.0,1021,23,10,189,13
2019-12-09 21:00:00,29,7,0.0,13.4,5,1,84,04:24 PM,03:01 AM,04:56 AM,07:19 PM,10,20,23,20,14,10,78,0.0,1022,20,10,159,8
2019-12-10 00:00:00,31,10,0.0,14.5,6,1,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,9,15,18,15,12,15,92,0.0,1023,16,7,124,6
2019-12-10 03:00:00,31,10,0.0,14.5,6,1,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,9,10,10,10,12,10,92,0.0,1022,10,5,107,6
2019-12-10 06:00:00,31,10,0.0,14.5,6,1,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,8,13,13,13,10,10,73,0.0,1022,13,10,99,6
2019-12-10 09:00:00,31,10,0.0,14.5,6,6,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,6,22,21,22,9,8,39,0.0,1022,22,10,98,8
2019-12-10 12:00:00,31,10,0.0,14.5,6,7,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,5,27,27,29,9,7,23,0.0,1021,29,10,115,8
2019-12-10 15:00:00,31,10,0.0,14.5,6,7,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,7,28,28,30,12,16,24,0.0,1019,30,10,143,10
2019-12-10 18:00:00,31,10,0.0,14.5,6,1,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,10,26,26,26,19,12,43,0.0,1019,26,10,156,15
2019-12-10 21:00:00,31,10,0.0,14.5,6,1,92,05:24 PM,03:34 AM,04:57 AM,07:20 PM,10,26,26,22,20,5,62,0.0,1020,22,10,128,12
2019-12-11 00:00:00,32,12,0.0,14.5,7,1,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,9,17,20,17,19,5,71,0.0,1021,17,10,107,12
2019-12-11 03:00:00,32,12,0.0,14.5,7,1,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,9,12,13,12,18,2,78,0.0,1021,13,10,86,11
2019-12-11 06:00:00,32,12,0.0,14.5,7,1,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,9,14,14,14,16,1,71,0.0,1022,14,10,79,11
2019-12-11 09:00:00,32,12,0.0,14.5,7,6,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,8,22,22,22,14,0,42,0.0,1022,22,10,87,12
2019-12-11 12:00:00,32,12,0.0,14.5,7,7,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,8,28,28,30,12,1,27,0.0,1021,30,10,102,10
2019-12-11 15:00:00,32,12,0.0,14.5,7,8,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,8,30,30,32,14,4,23,0.0,1019,32,10,114,12
2019-12-11 18:00:00,32,12,0.0,14.5,7,1,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,10,30,30,30,18,3,34,0.0,1020,30,10,118,14
2019-12-11 21:00:00,32,12,0.0,14.5,7,1,99,06:25 PM,04:10 AM,04:57 AM,07:20 PM,10,32,32,28,19,0,56,0.0,1020,28,10,99,12
2019-12-12 00:00:00,36,12,0.0,14.5,8,1,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,10,25,25,22,18,11,72,0.0,1021,22,10,87,10
2019-12-12 03:00:00,36,12,0.0,14.5,8,1,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,9,12,13,12,20,21,79,0.0,1021,13,10,74,11
2019-12-12 06:00:00,36,12,0.0,14.5,8,1,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,10,15,15,15,18,0,73,0.0,1021,15,10,69,11
2019-12-12 09:00:00,36,12,0.0,14.5,8,6,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,9,24,24,25,12,2,40,0.0,1021,25,10,57,10
2019-12-12 12:00:00,36,12,0.0,14.5,8,8,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,4,32,32,34,10,2,15,0.0,1020,34,10,53,8
2019-12-12 15:00:00,36,12,0.0,14.5,8,9,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,1,34,34,36,6,0,11,0.0,1018,36,10,50,6
2019-12-12 18:00:00,36,12,0.0,14.5,8,1,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,4,34,34,34,8,1,21,0.0,1018,34,10,83,5
2019-12-12 21:00:00,36,12,0.0,14.5,8,1,100,07:27 PM,04:51 AM,04:57 AM,07:21 PM,10,36,36,32,19,1,43,0.0,1018,32,10,115,10
2019-12-13 00:00:00,38,18,0.0,14.5,8,1,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,8,29,29,27,18,0,48,0.0,1018,27,10,70,9
2019-12-13 03:00:00,38,18,0.0,14.5,8,1,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,6,18,18,18,21,0,46,0.0,1017,18,10,52,10
2019-12-13 06:00:00,38,18,0.0,14.5,8,1,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,7,21,21,21,19,0,41,0.0,1017,21,10,31,11
2019-12-13 09:00:00,38,18,0.0,14.5,8,8,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,6,30,30,31,12,0,22,0.0,1017,31,10,111,10
2019-12-13 12:00:00,38,18,0.0,14.5,8,9,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,3,36,36,37,13,0,12,0.0,1016,37,10,288,11
2019-12-13 15:00:00,38,18,0.0,14.5,8,9,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,4,35,35,36,16,1,14,0.0,1015,36,10,235,14
2019-12-13 18:00:00,38,18,0.0,14.5,8,1,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,7,32,32,32,13,0,26,0.0,1015,32,10,185,10
2019-12-13 21:00:00,38,18,0.0,14.5,8,1,87,08:28 PM,05:40 AM,04:57 AM,07:22 PM,8,32,32,29,8,0,43,0.0,1015,29,10,116,4
2019-12-14 00:00:00,39,19,0.0,14.5,9,1,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,7,26,26,24,9,0,45,0.0,1015,24,10,57,4
2019-12-14 03:00:00,39,19,0.0,14.5,9,1,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,5,19,19,19,10,0,40,0.0,1013,19,10,34,5
2019-12-14 06:00:00,39,19,0.0,14.5,9,1,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,5,22,22,22,8,0,34,0.0,1013,22,10,26,5
2019-12-14 09:00:00,39,19,0.0,14.5,9,8,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,6,32,32,33,5,0,20,0.0,1012,33,10,99,5
2019-12-14 12:00:00,39,19,0.0,14.5,9,9,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,4,38,38,39,10,1,12,0.0,1011,39,10,242,8
2019-12-14 15:00:00,39,19,0.0,14.5,9,9,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,5,35,35,37,16,2,14,0.0,1009,37,10,222,14
2019-12-14 18:00:00,39,19,0.0,14.5,9,1,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,7,31,31,32,13,2,28,0.0,1009,32,10,208,10
2019-12-14 21:00:00,39,19,0.0,14.5,9,1,79,09:26 PM,06:34 AM,04:57 AM,07:23 PM,10,32,32,28,10,7,51,0.0,1010,28,10,154,5
2019-12-15 00:00:00,39,18,0.0,14.5,8,1,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,9,25,25,24,10,13,57,0.0,1009,24,10,83,5
2019-12-15 03:00:00,39,18,0.0,14.5,8,1,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,7,18,18,18,14,13,47,0.0,1007,18,10,39,7
2019-12-15 06:00:00,39,18,0.0,14.5,8,1,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,5,22,22,23,15,13,34,0.0,1007,23,10,23,8
2019-12-15 09:00:00,39,18,0.0,14.5,8,8,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,5,31,31,33,9,13,19,0.0,1006,33,10,110,8
2019-12-15 12:00:00,39,18,0.0,14.5,8,9,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,5,36,36,37,12,19,15,0.0,1005,37,10,275,10
2019-12-15 15:00:00,39,18,0.0,14.5,8,8,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,9,30,30,31,19,19,25,0.0,1004,31,10,213,17
2019-12-15 18:00:00,39,18,0.0,14.5,8,1,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,10,26,26,26,16,15,43,0.0,1005,26,10,188,12
2019-12-15 21:00:00,39,18,0.0,14.5,8,1,72,10:17 PM,07:36 AM,04:58 AM,07:23 PM,12,25,25,23,14,9,71,0.0,1007,23,10,154,8
2019-12-16 00:00:00,32,12,0.0,13.4,6,1,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,13,19,21,19,12,3,91,0.0,1008,19,7,134,6
2019-12-16 03:00:00,32,12,0.0,13.4,6,1,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,12,13,13,13,10,33,97,0.0,1006,13,1,133,5
2019-12-16 06:00:00,32,12,0.0,13.4,6,1,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,12,15,15,15,10,70,86,0.0,1007,15,3,169,6
2019-12-16 09:00:00,32,12,0.0,13.4,6,6,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,12,23,23,23,8,17,52,0.0,1008,23,10,166,7
2019-12-16 12:00:00,32,12,0.0,13.4,6,8,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,9,31,31,33,11,1,24,0.0,1009,33,10,187,10
2019-12-16 15:00:00,32,12,0.0,13.4,6,8,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,11,30,30,31,16,7,29,0.0,1008,31,10,198,14
2019-12-16 18:00:00,32,12,0.0,13.4,6,1,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,11,26,26,26,14,9,45,0.0,1009,26,10,177,10
2019-12-16 21:00:00,32,12,0.0,13.4,6,1,65,11:04 PM,08:41 AM,04:58 AM,07:24 PM,11,22,25,22,13,0,68,0.0,1010,22,10,151,7
2019-12-17 00:00:00,32,12,0.0,13.4,6,1,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,12,17,20,17,11,1,92,0.0,1011,17,7,124,5
2019-12-17 03:00:00,32,12,0.0,13.4,6,1,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,12,13,12,13,8,36,97,0.0,1011,12,1,112,4
2019-12-17 06:00:00,32,12,0.0,13.4,6,1,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,12,16,16,16,8,67,82,0.0,1012,15,3,161,5
2019-12-17 09:00:00,32,12,0.0,13.4,6,6,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,10,26,26,25,9,0,43,0.0,1012,25,10,177,8
2019-12-17 12:00:00,32,12,0.0,13.4,6,8,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,8,30,30,32,11,11,22,0.0,1012,32,10,199,10
2019-12-17 15:00:00,32,12,0.0,13.4,6,7,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,9,29,29,30,15,22,29,0.0,1012,30,10,195,13
2019-12-17 18:00:00,32,12,0.0,13.4,6,1,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,12,26,26,24,16,3,53,0.0,1013,24,10,165,12
2019-12-17 21:00:00,32,12,0.0,13.4,6,1,58,11:45 PM,09:49 AM,04:58 AM,07:25 PM,12,21,25,21,15,5,75,0.0,1014,21,10,131,9
2019-12-18 00:00:00,38,13,0.0,14.5,7,1,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,13,16,19,16,15,11,92,0.0,1015,16,7,122,8
2019-12-18 03:00:00,38,13,0.0,14.5,7,1,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,12,13,13,13,14,9,94,0.0,1014,13,5,114,7
2019-12-18 06:00:00,38,13,0.0,14.5,7,1,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,11,16,17,16,15,1,77,0.0,1013,16,10,94,9
2019-12-18 09:00:00,38,13,0.0,14.5,7,7,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,10,26,26,25,11,3,40,0.0,1012,25,10,72,9
2019-12-18 12:00:00,38,13,0.0,14.5,7,8,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,10,33,33,34,10,4,23,0.0,1010,34,10,147,9
2019-12-18 15:00:00,38,13,0.0,14.5,7,9,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,9,35,35,36,14,6,21,0.0,1007,36,10,298,12
2019-12-18 18:00:00,38,13,0.0,14.5,7,1,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,11,30,30,30,15,2,41,0.0,1008,30,10,242,12
2019-12-18 21:00:00,38,13,0.0,14.5,7,1,50,No moonrise,10:56 AM,04:59 AM,07:25 PM,13,29,29,26,10,33,78,0.0,1009,26,7,272,6
2019-12-19 00:00:00,25,13,0.0,10.2,5,1,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,13,20,21,20,8,100,98,0.0,1009,20,0,331,4
2019-12-19 03:00:00,25,13,0.0,10.2,5,1,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,13,13,13,13,12,100,99,0.0,1007,13,0,319,6
2019-12-19 06:00:00,25,13,0.0,10.2,5,1,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,14,15,15,15,15,100,91,0.0,1007,15,3,324,9
2019-12-19 09:00:00,25,13,0.0,10.2,5,4,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,15,19,19,19,15,90,78,0.2,1008,19,8,308,13
2019-12-19 12:00:00,25,13,0.0,10.2,5,4,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,11,20,20,20,18,70,66,0.7,1008,20,7,283,14
2019-12-19 15:00:00,25,13,0.0,10.2,5,6,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,6,23,23,24,24,63,34,0.5,1008,24,10,285,21
2019-12-19 18:00:00,25,13,0.0,10.2,5,1,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,9,19,21,19,22,57,52,0.0,1009,19,10,282,18
2019-12-19 21:00:00,25,13,0.0,10.2,5,1,43,12:21 AM,12:03 PM,04:59 AM,07:26 PM,10,15,18,15,20,63,70,0.1,1011,16,10,279,13
2019-12-20 00:00:00,24,11,0.0,12.4,5,1,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,10,13,13,13,17,57,84,0.1,1013,13,10,271,9
2019-12-20 03:00:00,24,11,0.0,12.4,5,1,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,11,11,11,11,13,67,95,0.1,1013,11,7,270,6
2019-12-20 06:00:00,24,11,0.0,12.4,5,1,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,10,13,13,13,11,60,84,0.0,1015,13,5,258,7
2019-12-20 09:00:00,24,11,0.0,12.4,5,4,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,10,19,19,19,10,83,57,0.1,1017,19,10,217,9
2019-12-20 12:00:00,24,11,0.0,12.4,5,5,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,9,21,21,21,6,84,48,0.1,1018,21,10,215,6
2019-12-20 15:00:00,24,11,0.0,12.4,5,6,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,10,25,25,24,8,58,40,0.1,1018,24,10,197,7
2019-12-20 18:00:00,24,11,0.0,12.4,5,1,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,10,24,24,22,14,28,55,0.0,1018,22,10,178,12
2019-12-20 21:00:00,24,11,0.0,12.4,5,1,36,12:56 AM,01:09 PM,04:59 AM,07:26 PM,11,19,22,19,15,46,82,0.0,1019,19,10,131,9
2019-12-21 00:00:00,34,11,0.0,14.3,6,1,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,11,14,16,14,15,45,92,0.0,1019,14,7,90,8
2019-12-21 03:00:00,34,11,0.0,14.3,6,1,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,11,11,11,11,14,59,97,0.0,1019,11,2,77,8
2019-12-21 06:00:00,34,11,0.0,14.3,6,1,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,11,14,15,14,16,52,84,0.0,1018,15,5,63,11
2019-12-21 09:00:00,34,11,0.0,14.3,6,6,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,10,22,22,23,14,0,48,0.0,1018,23,10,45,13
2019-12-21 12:00:00,34,11,0.0,14.3,6,8,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,7,29,29,31,10,0,23,0.0,1015,31,10,125,9
2019-12-21 15:00:00,34,11,0.0,14.3,6,8,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,7,30,30,31,12,0,27,0.0,1013,31,10,289,10
2019-12-21 18:00:00,34,11,0.0,14.3,6,1,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,14,26,26,24,15,5,62,0.0,1013,24,10,217,13
2019-12-21 21:00:00,34,11,0.0,14.3,6,1,28,01:30 AM,02:15 PM,05:00 AM,07:27 PM,15,21,25,21,13,42,92,0.0,1014,21,7,203,8
2019-12-22 00:00:00,26,15,0.0,12.3,5,1,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,15,18,20,18,14,100,99,0.0,1014,18,0,205,8
2019-12-22 03:00:00,26,15,0.0,12.3,5,1,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,15,15,15,15,15,100,96,0.0,1013,15,3,214,10
2019-12-22 06:00:00,26,15,0.0,12.3,5,1,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,15,17,17,17,14,99,87,0.0,1014,17,10,204,10
2019-12-22 09:00:00,26,15,0.0,12.3,5,6,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,14,21,21,21,12,70,68,0.1,1014,21,10,200,10
2019-12-22 12:00:00,26,15,0.0,12.3,5,7,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,14,26,26,26,15,9,48,0.0,1014,26,10,206,13
2019-12-22 15:00:00,26,15,0.0,12.3,5,6,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,13,25,25,24,16,10,51,0.0,1013,24,10,193,14
2019-12-22 18:00:00,26,15,0.0,12.3,5,1,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,12,21,24,21,15,17,61,0.0,1014,21,10,182,13
2019-12-22 21:00:00,26,15,0.0,12.3,5,1,21,02:04 AM,03:21 PM,05:00 AM,07:27 PM,12,17,21,17,12,42,85,0.0,1016,17,7,159,8
2019-12-23 00:00:00,31,10,0.0,13.4,6,1,14,02:40 AM,04:27 PM,05:01 AM,07:28 PM,11,14,16,14,10,100,99,0.0,1016,14,0,137,5
2019-12-23 03:00:00,31,10,0.0,13.4,6,1,14,02:40 AM,04:27 PM,05:01 AM,07:28 PM,10,10,10,10,8,100,100,0.0,1015,10,0,149,4
2019-12-23 06:00:00,31,10,0.0,13.4,6,1,14,02:40 AM,04:27 PM,05:01 AM,07:28 PM,10,13,13,13,9,67,87,0.0,1016,13,3,158,5
