date_time,Canala_maxtempC,Canala_mintempC,Canala_totalSnow_cm,Canala_sunHour,Canala_uvIndex,Canala_uvIndex,Canala_moon_illumination,Canala_moonrise,Canala_moonset,Canala_sunrise,Canala_sunset,Canala_DewPointC,Canala_FeelsLikeC,Canala_HeatIndexC,Canala_WindChillC,Canala_WindGustKmph,Canala_cloudcover,Canala_humidity,Canala_precipMM,Canala_pressure,Canala_tempC,Canala_visibility,Canala_winddirDegree,Canala_windspeedKmph
2020-04-04 00:00:00,27,25,0.0,4.3,6,1,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,28,28,25,40,100,89,1.4,1008,25,10,107,30
2020-04-04 03:00:00,27,25,0.0,4.3,6,1,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,28,28,25,39,100,89,1.2,1007,25,10,109,29
2020-04-04 06:00:00,27,25,0.0,4.3,6,1,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,28,28,25,43,100,87,1.6,1007,25,10,111,30
2020-04-04 09:00:00,27,25,0.0,4.3,6,6,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,29,29,26,47,100,85,1.7,1008,26,10,108,33
2020-04-04 12:00:00,27,25,0.0,4.3,6,6,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,29,29,26,48,93,82,2.0,1007,26,10,106,32
2020-04-04 15:00:00,27,25,0.0,4.3,6,6,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,29,29,26,39,80,82,1.4,1006,26,10,106,28
2020-04-04 18:00:00,27,25,0.0,4.3,6,1,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,29,29,26,41,82,84,1.5,1007,26,10,102,29
2020-04-04 21:00:00,27,25,0.0,4.3,6,1,79,03:09 PM,01:33 AM,06:05 AM,05:54 PM,23,28,28,26,37,84,85,1.1,1009,26,10,102,28
2020-04-05 00:00:00,27,25,0.0,4.3,6,1,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,28,28,26,37,77,85,0.9,1009,26,10,108,27
2020-04-05 03:00:00,27,25,0.0,4.3,6,1,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,28,28,25,37,72,86,0.5,1008,25,10,113,28
2020-04-05 06:00:00,27,25,0.0,4.3,6,1,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,28,28,25,39,61,85,0.5,1008,25,10,116,30
2020-04-05 09:00:00,27,25,0.0,4.3,6,6,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,29,29,26,39,66,81,0.3,1009,26,10,111,32
2020-04-05 12:00:00,27,25,0.0,4.3,6,6,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,30,30,27,41,71,79,0.5,1008,27,10,110,33
2020-04-05 15:00:00,27,25,0.0,4.3,6,6,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,30,30,27,40,83,79,0.5,1007,27,10,112,32
2020-04-05 18:00:00,27,25,0.0,4.3,6,1,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,29,29,26,40,97,82,0.7,1008,26,10,114,31
2020-04-05 21:00:00,27,25,0.0,4.3,6,1,87,03:56 PM,02:36 AM,06:05 AM,05:53 PM,23,28,28,26,40,97,83,0.7,1009,26,10,113,30
2020-04-06 00:00:00,27,25,0.0,5.8,6,1,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,22,28,28,25,44,94,84,0.7,1009,25,10,115,33
2020-04-06 03:00:00,27,25,0.0,5.8,6,1,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,22,27,27,25,42,82,84,0.2,1007,25,10,120,32
2020-04-06 06:00:00,27,25,0.0,5.8,6,1,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,22,28,28,25,40,89,83,0.2,1007,25,10,122,31
2020-04-06 09:00:00,27,25,0.0,5.8,6,6,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,22,29,29,26,41,98,81,0.5,1008,26,10,118,32
2020-04-06 12:00:00,27,25,0.0,5.8,6,7,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,22,29,29,27,40,66,77,0.7,1007,27,10,118,32
2020-04-06 15:00:00,27,25,0.0,5.8,6,7,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,21,29,29,27,35,11,72,0.0,1005,27,10,114,30
2020-04-06 18:00:00,27,25,0.0,5.8,6,1,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,21,28,28,26,41,9,76,0.0,1006,26,10,107,33
2020-04-06 21:00:00,27,25,0.0,5.8,6,1,94,04:42 PM,03:41 AM,06:05 AM,05:52 PM,21,27,27,25,37,5,78,0.0,1007,25,10,118,28
2020-04-07 00:00:00,27,24,0.0,7.2,7,1,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,21,27,27,25,31,4,78,0.0,1006,25,10,131,23
2020-04-07 03:00:00,27,24,0.0,7.2,7,1,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,20,26,26,24,22,4,77,0.0,1005,24,10,151,16
2020-04-07 06:00:00,27,24,0.0,7.2,7,1,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,19,26,26,24,14,3,76,0.0,1005,24,10,165,10
2020-04-07 09:00:00,27,24,0.0,7.2,7,7,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,19,27,27,25,9,2,68,0.0,1006,25,10,157,8
2020-04-07 12:00:00,27,24,0.0,7.2,7,6,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,19,29,29,27,8,26,62,0.0,1006,27,10,125,7
2020-04-07 15:00:00,27,24,0.0,7.2,7,6,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,21,29,29,27,14,72,70,0.1,1005,27,10,155,12
2020-04-07 18:00:00,27,24,0.0,7.2,7,1,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,21,28,28,26,18,74,77,0.2,1006,26,10,186,14
2020-04-07 21:00:00,27,24,0.0,7.2,7,1,100,05:26 PM,04:45 AM,06:06 AM,05:51 PM,21,27,27,25,17,79,82,0.2,1008,25,9,213,13
2020-04-08 00:00:00,26,24,0.0,5.8,6,1,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,21,26,26,24,15,78,85,0.1,1008,24,10,213,12
2020-04-08 03:00:00,26,24,0.0,5.8,6,1,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,21,26,26,24,13,70,85,0.1,1007,24,10,208,9
2020-04-08 06:00:00,26,24,0.0,5.8,6,1,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,21,26,26,24,10,31,83,0.0,1008,24,10,193,8
2020-04-08 09:00:00,26,24,0.0,5.8,6,6,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,21,27,27,25,10,43,77,0.0,1009,25,10,141,8
2020-04-08 12:00:00,26,24,0.0,5.8,6,6,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,22,29,29,26,20,87,75,0.3,1010,26,10,97,16
2020-04-08 15:00:00,26,24,0.0,5.8,6,6,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,22,28,28,26,28,85,80,1.0,1009,26,9,105,21
2020-04-08 18:00:00,26,24,0.0,5.8,6,1,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,22,28,28,25,29,74,82,1.5,1010,25,10,111,21
2020-04-08 21:00:00,26,24,0.0,5.8,6,1,100,06:09 PM,05:50 AM,06:06 AM,05:50 PM,22,27,27,25,30,63,84,1.6,1012,25,10,106,22
2020-04-09 00:00:00,25,24,0.0,7.2,5,1,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,22,27,27,24,31,83,84,1.9,1013,24,10,106,22
2020-04-09 03:00:00,25,24,0.0,7.2,5,1,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,21,26,26,24,27,78,84,1.2,1012,24,10,113,20
2020-04-09 06:00:00,25,24,0.0,7.2,5,1,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,21,26,26,24,20,67,82,0.7,1013,24,10,126,15
2020-04-09 09:00:00,25,24,0.0,7.2,5,6,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,20,26,26,24,15,54,77,0.0,1015,24,10,121,13
2020-04-09 12:00:00,25,24,0.0,7.2,5,6,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,20,27,27,25,21,49,74,0.0,1015,25,10,103,18
2020-04-09 15:00:00,25,24,0.0,7.2,5,6,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,20,27,27,25,23,72,75,0.0,1014,25,10,107,19
2020-04-09 18:00:00,25,24,0.0,7.2,5,1,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,20,26,26,25,24,78,76,0.2,1015,25,10,109,20
2020-04-09 21:00:00,25,24,0.0,7.2,5,1,83,06:54 PM,06:54 AM,06:06 AM,05:49 PM,20,26,26,24,26,79,78,0.4,1016,24,10,106,21
2020-04-10 00:00:00,25,23,0.0,7.2,5,1,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,20,26,26,24,27,78,79,0.4,1016,24,9,111,22
2020-04-10 03:00:00,25,23,0.0,7.2,5,1,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,19,25,25,23,27,72,78,0.1,1015,23,10,115,20
2020-04-10 06:00:00,25,23,0.0,7.2,5,1,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,19,25,25,23,25,76,77,0.2,1016,23,9,116,19
2020-04-10 09:00:00,25,23,0.0,7.2,5,5,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,18,26,26,24,21,80,69,0.1,1017,24,10,114,17
2020-04-10 12:00:00,25,23,0.0,7.2,5,7,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,18,27,27,25,21,48,64,0.1,1016,25,10,102,18
2020-04-10 15:00:00,25,23,0.0,7.2,5,6,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,20,27,27,25,22,19,72,0.1,1014,25,10,99,19
2020-04-10 18:00:00,25,23,0.0,7.2,5,1,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,20,26,26,24,24,57,75,0.2,1015,24,10,105,20
2020-04-10 21:00:00,25,23,0.0,7.2,5,1,76,07:40 PM,07:59 AM,06:07 AM,05:48 PM,19,26,26,24,25,71,74,0.2,1016,24,10,103,19
2020-04-11 00:00:00,25,23,0.0,8.7,6,1,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,18,25,25,23,21,67,73,0.1,1015,23,9,98,16
2020-04-11 03:00:00,25,23,0.0,8.7,6,1,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,17,25,25,23,15,41,70,0.0,1014,23,10,99,11
2020-04-11 06:00:00,25,23,0.0,8.7,6,1,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,17,25,25,24,13,18,66,0.0,1015,24,10,101,10
2020-04-11 09:00:00,25,23,0.0,8.7,6,6,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,16,26,26,24,10,3,61,0.0,1015,24,10,90,9
2020-04-11 12:00:00,25,23,0.0,8.7,6,7,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,16,26,26,25,10,6,59,0.0,1014,25,10,75,9
2020-04-11 15:00:00,25,23,0.0,8.7,6,7,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,17,26,26,25,9,27,63,0.0,1012,25,10,70,8
2020-04-11 18:00:00,25,23,0.0,8.7,6,1,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,18,26,26,24,9,36,66,0.0,1013,24,10,61,7
2020-04-11 21:00:00,25,23,0.0,8.7,6,1,68,08:29 PM,09:03 AM,06:07 AM,05:47 PM,17,26,26,24,10,15,67,0.0,1014,24,10,47,8
2020-04-12 00:00:00,26,23,0.0,5.8,7,1,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,17,25,25,24,9,14,67,0.0,1014,24,10,132,6
2020-04-12 03:00:00,26,23,0.0,5.8,7,1,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,18,25,25,23,5,22,71,0.0,1013,23,10,234,4
2020-04-12 06:00:00,26,23,0.0,5.8,7,1,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,18,25,25,23,4,41,73,0.0,1013,23,10,17,3
2020-04-12 09:00:00,26,23,0.0,5.8,7,5,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,19,26,26,25,5,60,73,0.0,1014,25,10,26,4
2020-04-12 12:00:00,26,23,0.0,5.8,7,6,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,21,27,27,25,10,77,75,0.4,1014,25,10,136,9
2020-04-12 15:00:00,26,23,0.0,5.8,7,6,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,21,28,28,26,15,80,77,1.5,1012,26,10,350,10
2020-04-12 18:00:00,26,23,0.0,5.8,7,1,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,21,28,28,26,14,97,77,1.7,1013,26,10,337,9
2020-04-12 21:00:00,26,23,0.0,5.8,7,1,61,09:22 PM,10:07 AM,06:07 AM,05:47 PM,21,27,27,25,13,90,78,0.3,1015,25,10,323,10
2020-04-13 00:00:00,26,24,0.0,5.7,7,1,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,21,27,27,25,12,68,79,0.3,1015,25,10,307,9
2020-04-13 03:00:00,26,24,0.0,5.7,7,1,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,21,27,27,25,9,51,80,0.0,1014,25,10,268,6
2020-04-13 06:00:00,26,24,0.0,5.7,7,1,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,21,26,26,24,6,45,80,0.1,1015,24,10,210,4
2020-04-13 09:00:00,26,24,0.0,5.7,7,6,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,21,27,27,25,3,51,77,0.0,1016,25,10,129,3
2020-04-13 12:00:00,26,24,0.0,5.7,7,6,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,21,28,28,26,4,77,74,0.1,1016,26,10,129,3
2020-04-13 15:00:00,26,24,0.0,5.7,7,6,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,22,29,29,26,4,64,75,0.9,1015,26,10,266,3
2020-04-13 18:00:00,26,24,0.0,5.7,7,1,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,22,28,28,26,10,75,78,2.1,1016,26,9,105,6
2020-04-13 21:00:00,26,24,0.0,5.7,7,1,53,10:15 PM,11:08 AM,06:07 AM,05:46 PM,22,28,28,25,15,72,82,1.7,1018,25,9,105,11
2020-04-14 00:00:00,26,25,0.0,4.3,6,1,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,27,27,25,19,62,85,1.1,1018,25,10,101,14
2020-04-14 03:00:00,26,25,0.0,4.3,6,1,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,27,27,25,16,68,85,0.3,1017,25,10,118,12
2020-04-14 06:00:00,26,25,0.0,4.3,6,1,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,27,27,25,20,76,83,1.3,1017,25,8,107,14
2020-04-14 09:00:00,26,25,0.0,4.3,6,6,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,28,28,26,27,77,81,3.1,1018,26,7,109,17
2020-04-14 12:00:00,26,25,0.0,4.3,6,6,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,28,28,26,24,83,77,2.7,1018,26,8,98,16
2020-04-14 15:00:00,26,25,0.0,4.3,6,6,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,28,28,26,21,70,78,0.3,1016,26,10,103,17
2020-04-14 18:00:00,26,25,0.0,4.3,6,1,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,28,28,25,27,63,84,1.0,1017,25,10,112,21
2020-04-14 21:00:00,26,25,0.0,4.3,6,1,46,11:11 PM,12:05 PM,06:08 AM,05:45 PM,22,27,27,25,30,67,85,1.5,1018,25,10,112,22
2020-04-15 00:00:00,26,24,0.0,7.2,6,1,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,22,27,27,25,26,69,85,1.1,1018,25,10,116,19
2020-04-15 03:00:00,26,24,0.0,7.2,6,1,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,21,26,26,24,23,63,84,0.1,1016,24,10,120,18
2020-04-15 06:00:00,26,24,0.0,7.2,6,1,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,21,26,26,24,22,50,83,0.0,1017,24,10,121,17
2020-04-15 09:00:00,26,24,0.0,7.2,6,6,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,21,27,27,25,21,45,80,0.0,1018,25,10,113,18
2020-04-15 12:00:00,26,24,0.0,7.2,6,6,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,21,28,28,26,19,44,76,0.0,1017,26,10,105,17
2020-04-15 15:00:00,26,24,0.0,7.2,6,6,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,21,27,27,25,24,74,79,0.8,1016,25,10,108,19
2020-04-15 18:00:00,26,24,0.0,7.2,6,1,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,22,27,27,25,32,68,84,1.8,1016,25,10,108,23
2020-04-15 21:00:00,26,24,0.0,7.2,6,1,38,No moonrise,12:57 PM,06:08 AM,05:44 PM,22,27,27,24,28,79,85,0.9,1017,24,10,109,22
2020-04-16 00:00:00,26,24,0.0,7.2,6,1,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,21,26,26,24,21,62,84,0.4,1017,24,10,129,16
2020-04-16 03:00:00,26,24,0.0,7.2,6,1,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,20,26,26,24,14,59,82,0.1,1015,24,10,146,10
2020-04-16 06:00:00,26,24,0.0,7.2,6,1,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,20,26,26,24,13,57,80,0.1,1016,24,10,145,10
2020-04-16 09:00:00,26,24,0.0,7.2,6,7,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,20,27,27,25,16,18,76,0.0,1017,25,10,119,14
2020-04-16 12:00:00,26,24,0.0,7.2,6,6,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,21,28,28,26,22,35,75,0.1,1016,26,10,106,19
2020-04-16 15:00:00,26,24,0.0,7.2,6,6,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,22,27,27,25,27,87,80,0.3,1014,25,9,104,23
2020-04-16 18:00:00,26,24,0.0,7.2,6,1,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,21,27,27,25,28,81,82,0.3,1015,25,9,108,23
2020-04-16 21:00:00,26,24,0.0,7.2,6,1,30,12:06 AM,01:44 PM,06:08 AM,05:43 PM,21,26,26,24,25,79,83,0.1,1016,24,10,110,20
2020-04-17 00:00:00,25,24,0.0,4.3,5,1,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,21,26,26,24,23,79,83,0.1,1016,24,10,110,18
2020-04-17 03:00:00,25,24,0.0,4.3,5,1,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,20,26,26,24,23,68,82,0.2,1015,24,10,116,17
2020-04-17 06:00:00,25,24,0.0,4.3,5,1,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,20,26,26,24,21,75,81,0.2,1015,24,10,113,16
2020-04-17 09:00:00,25,24,0.0,4.3,5,5,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,21,27,27,25,21,68,81,0.3,1016,25,10,100,18
2020-04-17 12:00:00,25,24,0.0,4.3,5,6,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,21,27,27,25,22,77,78,0.6,1015,25,10,94,18
2020-04-17 15:00:00,25,24,0.0,4.3,5,6,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,21,27,27,25,18,79,77,0.8,1013,25,10,92,14
2020-04-17 18:00:00,25,24,0.0,4.3,5,1,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,20,27,27,25,15,66,77,0.6,1014,25,10,96,12
2020-04-17 21:00:00,25,24,0.0,4.3,5,1,23,01:01 AM,02:26 PM,06:09 AM,05:43 PM,20,26,26,24,16,74,79,0.1,1015,24,10,92,12
2020-04-18 00:00:00,26,24,0.0,8.7,6,1,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,20,26,26,24,16,78,80,0.1,1015,24,10,89,13
2020-04-18 03:00:00,26,24,0.0,8.7,6,1,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,20,26,26,24,15,74,80,0.0,1014,24,10,86,12
2020-04-18 06:00:00,26,24,0.0,8.7,6,1,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,20,26,26,24,14,66,78,0.1,1014,24,10,83,11
2020-04-18 09:00:00,26,24,0.0,8.7,6,5,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,20,27,27,25,14,59,76,0.1,1015,25,10,86,12
2020-04-18 12:00:00,26,24,0.0,8.7,6,7,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,20,27,27,25,14,57,73,0.1,1014,25,10,88,13
2020-04-18 15:00:00,26,24,0.0,8.7,6,6,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,20,27,27,25,14,52,72,0.1,1013,25,10,85,12
2020-04-18 18:00:00,26,24,0.0,8.7,6,1,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,20,27,27,25,14,63,75,0.2,1014,25,10,94,12
2020-04-18 21:00:00,26,24,0.0,8.7,6,1,15,01:53 AM,03:04 PM,06:09 AM,05:42 PM,21,26,26,25,18,81,78,0.1,1015,25,10,95,14
2020-04-19 00:00:00,26,24,0.0,7.2,6,1,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,21,26,26,24,18,83,79,0.0,1014,24,10,91,14
2020-04-19 03:00:00,26,24,0.0,7.2,6,1,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,20,26,26,24,17,60,77,0.0,1013,24,10,94,13
2020-04-19 06:00:00,26,24,0.0,7.2,6,1,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,20,26,26,25,18,44,76,0.0,1014,25,10,95,14
2020-04-19 09:00:00,26,24,0.0,7.2,6,7,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,20,27,27,25,18,43,74,0.0,1014,25,10,101,15
2020-04-19 12:00:00,26,24,0.0,7.2,6,6,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,21,28,28,26,16,59,72,0.0,1014,26,10,104,14
2020-04-19 15:00:00,26,24,0.0,7.2,6,7,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,20,28,28,26,13,68,71,0.0,1012,26,10,99,11
2020-04-19 18:00:00,26,24,0.0,7.2,6,1,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,21,27,27,25,15,62,75,0.0,1014,25,10,104,12
2020-04-19 21:00:00,26,24,0.0,7.2,6,1,8,02:44 AM,03:40 PM,06:09 AM,05:41 PM,21,27,27,25,19,59,80,0.0,1015,25,10,110,14
2020-04-20 00:00:00,27,24,0.0,4.2,6,1,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,22,27,27,25,21,47,84,0.2,1014,25,10,110,16
2020-04-20 03:00:00,27,24,0.0,4.2,6,1,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,22,27,27,25,25,69,86,1.2,1013,25,10,105,18
2020-04-20 06:00:00,27,24,0.0,4.2,6,1,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,22,28,28,25,25,83,83,1.9,1014,25,10,105,17
2020-04-20 09:00:00,27,24,0.0,4.2,6,6,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,22,29,29,26,23,78,79,1.4,1014,26,9,94,17
2020-04-20 12:00:00,27,24,0.0,4.2,6,6,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,22,29,29,26,22,84,79,2.5,1013,26,9,118,14
2020-04-20 15:00:00,27,24,0.0,4.2,6,6,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,23,28,28,25,20,96,84,4.5,1011,25,7,170,11
2020-04-20 18:00:00,27,24,0.0,4.2,6,1,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,22,28,28,25,19,89,84,3.6,1013,25,8,139,13
2020-04-20 21:00:00,27,24,0.0,4.2,6,1,0,03:34 AM,04:13 PM,06:10 AM,05:40 PM,22,27,27,24,23,92,90,0.6,1014,24,10,113,18
