date_time,Hamilton_maxtempC,Hamilton_mintempC,Hamilton_totalSnow_cm,Hamilton_sunHour,Hamilton_uvIndex,Hamilton_uvIndex,Hamilton_moon_illumination,Hamilton_moonrise,Hamilton_moonset,Hamilton_sunrise,Hamilton_sunset,Hamilton_DewPointC,Hamilton_FeelsLikeC,Hamilton_HeatIndexC,Hamilton_WindChillC,Hamilton_WindGustKmph,Hamilton_cloudcover,Hamilton_humidity,Hamilton_precipMM,Hamilton_pressure,Hamilton_tempC,Hamilton_visibility,Hamilton_winddirDegree,Hamilton_windspeedKmph
2020-04-12 15:00:00,10,5,0.0,6.6,3,2,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,4,8,9,8,10,90,70,0.1,1013,9,5,101,6
2020-04-12 18:00:00,10,5,0.0,6.6,3,2,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,5,8,9,8,15,93,73,0.3,1011,9,10,91,9
2020-04-12 21:00:00,10,5,0.0,6.6,3,1,61,12:37 AM,09:56 AM,06:41 AM,07:59 PM,6,6,8,6,17,88,84,0.7,1008,7,8,82,10
2020-04-13 00:00:00,13,5,0.0,6.8,3,1,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,8,7,9,7,16,75,88,1.2,1004,7,6,99,9
2020-04-13 03:00:00,13,5,0.0,6.8,3,1,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,9,9,10,9,12,100,95,3.5,999,10,7,142,6
2020-04-13 06:00:00,13,5,0.0,6.8,3,1,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,10,9,11,9,26,100,97,7.1,993,11,7,156,12
2020-04-13 09:00:00,13,5,0.0,6.8,3,3,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,11,11,13,11,40,100,91,8.8,989,13,6,219,19
2020-04-13 12:00:00,13,5,0.0,6.8,3,3,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,11,11,13,11,38,100,85,4.6,990,13,7,247,21
2020-04-13 15:00:00,13,5,0.0,6.8,3,3,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,7,8,11,8,57,94,74,3.3,996,11,8,261,34
2020-04-13 18:00:00,13,5,0.0,6.8,3,3,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,0,3,7,3,51,75,61,0.0,1004,7,10,268,37
2020-04-13 21:00:00,13,5,0.0,6.8,3,1,53,01:43 AM,10:47 AM,06:39 AM,08:01 PM,-1,1,6,1,40,50,60,0.0,1010,6,10,264,29
2020-04-14 00:00:00,5,0,0.4,8.0,2,1,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-4,-2,4,-2,41,21,60,0.0,1015,4,10,266,28
2020-04-14 03:00:00,5,0,0.4,8.0,2,1,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-6,-5,1,-5,43,7,60,0.0,1017,1,10,268,27
2020-04-14 06:00:00,5,0,0.4,8.0,2,1,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-7,-5,0,-5,35,9,60,0.0,1019,0,10,266,21
2020-04-14 09:00:00,5,0,0.4,8.0,2,2,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-8,-4,1,-4,31,15,50,0.0,1019,1,10,257,21
2020-04-14 12:00:00,5,0,0.4,8.0,2,1,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-9,-1,4,-1,30,60,40,0.0,1019,4,10,246,22
2020-04-14 15:00:00,5,0,0.4,8.0,2,1,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-5,0,5,0,31,100,48,0.2,1017,5,10,235,24
2020-04-14 18:00:00,5,0,0.4,8.0,2,1,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-5,-1,4,-1,35,94,53,0.5,1016,4,9,248,25
2020-04-14 21:00:00,5,0,0.4,8.0,2,1,46,02:39 AM,11:44 AM,06:38 AM,08:02 PM,-6,-2,3,-2,30,58,50,0.5,1017,3,8,270,21
2020-04-15 00:00:00,5,-1,0.0,8.0,1,1,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-8,-4,1,-4,27,17,51,0.0,1018,1,9,280,19
2020-04-15 03:00:00,5,-1,0.0,8.0,1,1,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-9,-5,-0,-5,27,24,51,0.0,1017,-0,10,269,17
2020-04-15 06:00:00,5,-1,0.0,8.0,1,1,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-9,-6,-1,-6,27,9,53,0.0,1017,-1,10,262,17
2020-04-15 09:00:00,5,-1,0.0,8.0,1,1,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-10,-4,1,-4,26,36,47,0.0,1016,1,10,258,19
2020-04-15 12:00:00,5,-1,0.0,8.0,1,1,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-9,-2,3,-2,27,81,41,0.0,1015,3,10,259,23
2020-04-15 15:00:00,5,-1,0.0,8.0,1,1,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-7,0,5,0,25,81,42,0.1,1014,5,10,268,22
2020-04-15 18:00:00,5,-1,0.0,8.0,1,2,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-8,0,4,0,22,68,42,0.1,1014,4,10,293,17
2020-04-15 21:00:00,5,-1,0.0,8.0,1,1,38,03:27 AM,12:44 PM,06:36 AM,08:03 PM,-10,-2,2,-2,22,9,41,0.0,1016,2,10,314,16
2020-04-16 00:00:00,5,-1,0.0,9.2,2,1,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-11,-5,-0,-5,20,4,46,0.0,1019,-0,10,310,15
2020-04-16 03:00:00,5,-1,0.0,9.2,2,1,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-10,-5,-1,-5,18,10,51,0.0,1019,-1,10,290,13
2020-04-16 06:00:00,5,-1,0.0,9.2,2,1,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-9,-5,-1,-5,18,22,54,0.0,1020,-1,10,276,13
2020-04-16 09:00:00,5,-1,0.0,9.2,2,1,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-9,-3,1,-3,19,48,47,0.0,1021,1,10,271,16
2020-04-16 12:00:00,5,-1,0.0,9.2,2,1,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-11,-1,3,-1,24,79,35,0.1,1022,3,10,271,21
2020-04-16 15:00:00,5,-1,0.0,9.2,2,2,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-9,0,5,0,31,66,35,0.1,1021,5,10,271,27
2020-04-16 18:00:00,5,-1,0.0,9.2,2,2,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-8,-0,4,-0,28,41,42,0.0,1021,4,10,277,23
2020-04-16 21:00:00,5,-1,0.0,9.2,2,1,30,04:06 AM,01:46 PM,06:34 AM,08:04 PM,-7,-2,2,-2,27,29,49,0.0,1022,2,10,266,17
2020-04-17 00:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-7,-4,1,-4,27,21,58,0.0,1024,1,10,263,16
2020-04-17 03:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-6,-4,-0,-4,20,10,63,0.0,1024,-0,10,258,12
2020-04-17 06:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-7,-4,-0,-4,18,38,60,0.0,1024,-0,10,245,11
2020-04-17 09:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-8,-2,2,-2,16,100,50,0.0,1023,2,10,240,12
2020-04-17 12:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-7,1,4,1,15,100,43,0.0,1021,4,10,217,13
2020-04-17 15:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-4,0,4,0,18,99,61,0.1,1018,4,7,193,15
2020-04-17 18:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-1,-1,2,-1,12,82,83,0.3,1015,2,4,145,9
2020-04-17 21:00:00,4,-1,0.3,6.9,2,1,23,04:38 AM,02:48 PM,06:33 AM,08:05 PM,-2,0,2,0,8,64,79,0.1,1014,2,8,52,5
2020-04-18 00:00:00,7,0,0.0,9.2,2,1,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,-3,-1,1,-1,10,73,75,0.0,1013,1,10,137,6
2020-04-18 03:00:00,7,0,0.0,9.2,2,1,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,-3,-2,1,-2,11,37,78,0.0,1012,1,10,349,7
2020-04-18 06:00:00,7,0,0.0,9.2,2,1,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,-3,-2,1,-2,11,15,79,0.0,1013,1,10,311,8
2020-04-18 09:00:00,7,0,0.0,9.2,2,2,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,-3,0,3,0,12,9,67,0.0,1014,3,10,274,9
2020-04-18 12:00:00,7,0,0.0,9.2,2,2,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,-4,3,6,3,21,24,52,0.0,1013,6,10,258,14
2020-04-18 15:00:00,7,0,0.0,9.2,2,2,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,-3,3,7,3,32,66,52,0.1,1012,7,10,248,21
2020-04-18 18:00:00,7,0,0.0,9.2,2,2,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,-0,2,6,2,37,90,62,0.1,1010,6,10,233,24
2020-04-18 21:00:00,7,0,0.0,9.2,2,1,15,05:06 AM,03:49 PM,06:31 AM,08:06 PM,1,2,6,2,36,100,69,0.1,1009,6,10,225,23
2020-04-19 00:00:00,6,2,0.0,6.9,3,1,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,1,1,6,1,46,83,71,0.0,1010,6,10,230,27
2020-04-19 03:00:00,6,2,0.0,6.9,3,1,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,1,1,5,1,51,35,75,0.0,1008,5,10,225,29
2020-04-19 06:00:00,6,2,0.0,6.9,3,1,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,2,-0,5,-0,51,41,80,0.0,1006,5,10,226,29
2020-04-19 09:00:00,6,2,0.0,6.9,3,2,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,3,1,5,1,46,100,83,0.8,1005,5,10,234,28
2020-04-19 12:00:00,6,2,0.0,6.9,3,2,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,4,2,6,2,41,100,87,1.4,1005,6,9,239,26
2020-04-19 15:00:00,6,2,0.0,6.9,3,2,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,4,2,6,2,39,100,84,0.2,1005,6,7,265,24
2020-04-19 18:00:00,6,2,0.0,6.9,3,2,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,2,2,6,2,36,92,76,0.6,1007,6,5,314,22
2020-04-19 21:00:00,6,2,0.0,6.9,3,1,8,05:31 AM,04:49 PM,06:30 AM,08:07 PM,-2,0,4,0,28,51,63,0.3,1009,4,10,320,18
2020-04-20 00:00:00,7,2,0.0,11.6,3,1,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-5,-1,2,-1,18,0,58,0.0,1012,2,10,324,13
2020-04-20 03:00:00,7,2,0.0,11.6,3,1,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-5,-0,2,-0,10,1,57,0.0,1011,2,10,337,9
2020-04-20 06:00:00,7,2,0.0,11.6,3,1,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-6,-0,2,-0,8,1,57,0.0,1011,2,10,246,6
2020-04-20 09:00:00,7,2,0.0,11.6,3,2,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-5,2,3,2,6,0,53,0.0,1010,3,10,52,6
2020-04-20 12:00:00,7,2,0.0,11.6,3,3,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-5,5,6,5,6,2,48,0.0,1009,6,10,103,5
2020-04-20 15:00:00,7,2,0.0,11.6,3,3,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-4,5,7,5,11,15,47,0.0,1006,7,10,153,8
2020-04-20 18:00:00,7,2,0.0,11.6,3,2,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-3,3,6,3,23,49,52,0.0,1005,6,10,203,14
2020-04-20 21:00:00,7,2,0.0,11.6,3,1,0,05:53 AM,05:49 PM,06:28 AM,08:09 PM,-4,2,5,2,28,69,53,0.0,1003,5,10,206,17
