date_time,Dunedin_maxtempC,Dunedin_mintempC,Dunedin_totalSnow_cm,Dunedin_sunHour,Dunedin_uvIndex,Dunedin_uvIndex,Dunedin_moon_illumination,Dunedin_moonrise,Dunedin_moonset,Dunedin_sunrise,Dunedin_sunset,Dunedin_DewPointC,Dunedin_FeelsLikeC,Dunedin_HeatIndexC,Dunedin_WindChillC,Dunedin_WindGustKmph,Dunedin_cloudcover,Dunedin_humidity,Dunedin_precipMM,Dunedin_pressure,Dunedin_tempC,Dunedin_visibility,Dunedin_winddirDegree,Dunedin_windspeedKmph
2019-12-04 00:00:00,18,12,0.0,11.7,3,1,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,7,9,12,9,39,76,70,1.2,993,12,10,325,23
2019-12-04 03:00:00,18,12,0.0,11.7,3,1,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,6,10,12,10,31,5,66,0.0,993,12,10,353,19
2019-12-04 06:00:00,18,12,0.0,11.7,3,1,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,7,9,12,9,37,6,70,0.0,992,12,10,3,24
2019-12-04 09:00:00,18,12,0.0,11.7,3,4,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,8,10,13,10,59,33,72,0.0,991,13,10,14,41
2019-12-04 12:00:00,18,12,0.0,11.7,3,4,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,10,15,15,15,60,66,71,0.2,988,15,10,20,30
2019-12-04 15:00:00,18,12,0.0,11.7,3,4,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,7,18,18,18,66,74,48,0.1,989,18,10,321,36
2019-12-04 18:00:00,18,12,0.0,11.7,3,1,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,5,15,15,15,48,85,50,0.1,991,15,10,294,28
2019-12-04 21:00:00,18,12,0.0,11.7,3,1,48,11:41 AM,01:16 AM,04:43 AM,08:13 PM,5,12,13,12,19,4,60,0.0,996,13,10,327,11
2019-12-05 00:00:00,17,12,0.0,13.6,4,1,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,3,10,12,10,29,2,55,0.0,997,12,10,325,19
2019-12-05 03:00:00,17,12,0.0,13.6,4,1,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,4,10,12,10,30,7,57,0.0,996,12,10,335,19
2019-12-05 06:00:00,17,12,0.0,13.6,4,1,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,4,9,12,9,41,49,59,0.0,996,12,10,331,29
2019-12-05 09:00:00,17,12,0.0,13.6,4,4,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,6,12,14,12,40,41,60,0.0,997,14,10,354,26
2019-12-05 12:00:00,17,12,0.0,13.6,4,3,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,8,14,15,14,15,81,63,0.0,997,15,10,229,8
2019-12-05 15:00:00,17,12,0.0,13.6,4,5,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,7,17,17,17,56,55,55,0.0,997,17,10,349,29
2019-12-05 18:00:00,17,12,0.0,13.6,4,1,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,8,16,16,16,40,46,58,0.0,997,16,10,316,20
2019-12-05 21:00:00,17,12,0.0,13.6,4,1,55,12:43 PM,01:41 AM,04:42 AM,08:14 PM,6,12,14,12,57,46,60,0.0,1000,14,10,315,31
2019-12-06 00:00:00,19,11,0.0,12.6,4,1,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,7,11,13,11,39,33,68,0.0,1000,13,10,303,22
2019-12-06 03:00:00,19,11,0.0,12.6,4,1,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,7,11,12,11,20,24,71,0.0,1000,12,10,275,11
2019-12-06 06:00:00,19,11,0.0,12.6,4,1,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,7,11,12,11,24,10,71,0.0,999,12,10,23,15
2019-12-06 09:00:00,19,11,0.0,12.6,4,3,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,9,11,13,11,37,100,72,0.0,998,13,10,10,23
2019-12-06 12:00:00,19,11,0.0,12.6,4,3,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,10,12,14,12,63,78,76,0.1,997,14,10,30,34
2019-12-06 15:00:00,19,11,0.0,12.6,4,5,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,9,19,19,19,45,7,52,0.0,997,19,10,332,21
2019-12-06 18:00:00,19,11,0.0,12.6,4,1,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,8,15,19,15,55,5,51,0.0,996,15,10,328,26
2019-12-06 21:00:00,19,11,0.0,12.6,4,1,62,01:45 PM,02:03 AM,04:42 AM,08:15 PM,9,11,13,11,64,16,62,0.0,1000,11,10,331,31
2019-12-07 00:00:00,18,13,0.0,12.6,4,1,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,10,15,15,15,10,100,76,0.0,1000,15,10,351,5
2019-12-07 03:00:00,18,13,0.0,12.6,4,1,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,11,13,14,13,22,11,80,0.0,999,14,10,26,12
2019-12-07 06:00:00,18,13,0.0,12.6,4,1,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,11,12,13,12,25,22,84,0.0,997,13,10,15,14
2019-12-07 09:00:00,18,13,0.0,12.6,4,3,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,11,13,15,13,53,73,80,0.5,998,15,9,22,30
2019-12-07 12:00:00,18,13,0.0,12.6,4,4,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,7,18,18,18,59,77,49,0.3,997,18,10,341,28
2019-12-07 15:00:00,18,13,0.0,12.6,4,5,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,7,18,18,18,54,6,47,0.0,999,18,10,321,26
2019-12-07 18:00:00,18,13,0.0,12.6,4,1,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,7,17,17,17,37,4,52,0.0,1000,17,10,296,18
2019-12-07 21:00:00,18,13,0.0,12.6,4,1,70,02:46 PM,02:24 AM,04:42 AM,08:16 PM,9,15,19,15,33,15,85,0.0,1003,15,10,140,20
2019-12-08 00:00:00,13,10,0.0,11.7,4,1,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,6,12,14,12,47,8,59,0.0,1003,14,10,315,26
2019-12-08 03:00:00,13,10,0.0,11.7,4,1,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,8,11,13,11,31,32,71,0.0,1002,13,10,44,18
2019-12-08 06:00:00,13,10,0.0,11.7,4,1,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,7,11,12,11,18,34,72,0.0,1000,12,10,346,12
2019-12-08 09:00:00,13,10,0.0,11.7,4,4,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,8,12,13,12,18,31,71,0.0,1000,13,10,12,12
2019-12-08 12:00:00,13,10,0.0,11.7,4,3,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,9,11,12,11,24,72,79,0.2,999,12,9,103,16
2019-12-08 15:00:00,13,10,0.0,11.7,4,3,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,10,10,13,10,48,71,81,2.1,999,13,10,216,32
2019-12-08 18:00:00,13,10,0.0,11.7,4,1,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,9,7,10,7,49,100,89,4.6,1001,10,7,192,29
2019-12-08 21:00:00,13,10,0.0,11.7,4,1,77,03:50 PM,02:45 AM,04:42 AM,08:17 PM,7,9,10,9,16,100,80,0.8,1005,10,9,267,11
2019-12-09 00:00:00,14,5,0.0,14.5,3,1,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,5,8,11,8,33,91,68,0.0,1006,11,10,260,22
2019-12-09 03:00:00,14,5,0.0,14.5,3,1,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,4,7,11,7,53,36,61,0.0,1008,11,10,263,36
2019-12-09 06:00:00,14,5,0.0,14.5,3,1,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,5,7,10,7,49,6,69,0.0,1009,10,10,250,36
2019-12-09 09:00:00,14,5,0.0,14.5,3,4,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,5,10,12,10,41,5,62,0.0,1012,12,10,243,30
2019-12-09 12:00:00,14,5,0.0,14.5,3,4,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,7,11,14,11,39,54,63,0.0,1012,14,10,211,26
2019-12-09 15:00:00,14,5,0.0,14.5,3,3,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,7,9,12,9,43,51,71,0.1,1014,12,10,192,30
2019-12-09 18:00:00,14,5,0.0,14.5,3,1,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,7,9,11,9,54,28,69,0.0,1015,9,10,199,37
2019-12-09 21:00:00,14,5,0.0,14.5,3,1,84,04:54 PM,03:07 AM,04:42 AM,08:18 PM,6,5,7,5,29,8,70,0.0,1018,5,10,215,19
2019-12-10 00:00:00,13,9,0.0,12.6,4,1,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,4,9,10,9,14,46,66,0.0,1018,10,10,263,9
2019-12-10 03:00:00,13,9,0.0,12.6,4,1,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,4,9,10,9,9,71,66,0.0,1018,10,10,284,6
2019-12-10 06:00:00,13,9,0.0,12.6,4,1,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,5,9,10,9,9,88,70,0.0,1017,10,10,343,6
2019-12-10 09:00:00,13,9,0.0,12.6,4,3,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,7,10,11,10,16,66,75,0.0,1018,11,10,26,12
2019-12-10 12:00:00,13,9,0.0,12.6,4,4,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,9,9,11,9,31,46,86,0.0,1016,11,10,39,21
2019-12-10 15:00:00,13,9,0.0,12.6,4,4,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,9,11,13,11,36,50,79,0.0,1014,13,10,21,23
2019-12-10 18:00:00,13,9,0.0,12.6,4,1,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,10,10,13,10,38,32,81,0.0,1013,13,10,26,24
2019-12-10 21:00:00,13,9,0.0,12.6,4,1,92,06:01 PM,03:32 AM,04:41 AM,08:19 PM,10,9,12,9,42,77,82,0.0,1014,9,10,22,24
2019-12-11 00:00:00,13,5,0.0,10.8,3,1,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,11,14,13,14,7,95,85,0.0,1013,13,10,272,4
2019-12-11 03:00:00,13,5,0.0,10.8,3,1,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,11,13,12,13,7,100,94,2.9,1013,12,7,268,4
2019-12-11 06:00:00,13,5,0.0,10.8,3,1,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,12,13,12,13,6,100,96,6.9,1013,12,7,233,4
2019-12-11 09:00:00,13,5,0.0,10.8,3,3,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,12,11,13,11,22,100,97,1.8,1014,13,9,34,14
2019-12-11 12:00:00,13,5,0.0,10.8,3,3,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,12,10,12,10,33,99,97,1.3,1014,12,9,39,21
2019-12-11 15:00:00,13,5,0.0,10.8,3,3,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,11,13,13,13,8,100,91,0.5,1014,13,2,9,5
2019-12-11 18:00:00,13,5,0.0,10.8,3,1,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,11,9,12,9,15,52,88,0.0,1014,9,10,34,9
2019-12-11 21:00:00,13,5,0.0,10.8,3,1,99,07:09 PM,04:01 AM,04:41 AM,08:20 PM,11,5,9,5,10,56,88,0.0,1016,5,10,45,6
2019-12-12 00:00:00,13,9,0.0,14.5,4,1,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,11,12,13,12,17,50,89,0.0,1016,13,10,50,11
2019-12-12 03:00:00,13,9,0.0,14.5,4,1,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,11,11,13,11,24,27,90,0.0,1015,13,10,56,16
2019-12-12 06:00:00,13,9,0.0,14.5,4,1,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,11,11,13,11,21,54,91,0.0,1014,13,10,38,14
2019-12-12 09:00:00,13,9,0.0,14.5,4,4,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,11,11,13,11,28,41,90,0.0,1014,13,10,41,19
2019-12-12 12:00:00,13,9,0.0,14.5,4,4,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,11,11,13,11,40,43,90,0.0,1012,13,10,32,27
2019-12-12 15:00:00,13,9,0.0,14.5,4,4,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,12,11,13,11,44,57,92,0.0,1009,13,10,37,30
2019-12-12 18:00:00,13,9,0.0,14.5,4,1,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,11,11,15,11,55,13,83,0.0,1007,11,10,29,35
2019-12-12 21:00:00,13,9,0.0,14.5,4,1,100,08:16 PM,04:35 AM,04:41 AM,08:21 PM,11,9,13,9,59,23,84,0.0,1008,9,10,26,36
2019-12-13 00:00:00,15,12,0.0,10.8,4,1,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,11,11,14,11,55,20,86,0.0,1006,14,10,30,36
2019-12-13 03:00:00,15,12,0.0,10.8,4,1,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,11,11,13,11,48,58,85,0.0,1003,13,10,23,32
2019-12-13 06:00:00,15,12,0.0,10.8,4,1,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,11,10,13,10,41,100,89,0.0,1000,13,10,24,28
2019-12-13 09:00:00,15,12,0.0,10.8,4,3,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,12,11,13,11,36,78,90,0.0,999,13,10,29,26
2019-12-13 12:00:00,15,12,0.0,10.8,4,4,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,11,11,13,11,40,38,88,0.0,996,13,10,29,25
2019-12-13 15:00:00,15,12,0.0,10.8,4,3,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,12,13,15,13,52,78,80,0.1,994,15,9,37,25
2019-12-13 18:00:00,15,12,0.0,10.8,4,1,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,11,11,13,11,49,89,86,1.2,995,13,9,180,32
2019-12-13 21:00:00,15,12,0.0,10.8,4,1,87,09:21 PM,05:18 AM,04:41 AM,08:22 PM,11,11,12,11,24,100,89,0.2,998,12,10,199,15
2019-12-14 00:00:00,13,6,0.0,13.6,4,1,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,9,11,12,11,22,10,80,0.0,1001,12,10,264,13
2019-12-14 03:00:00,13,6,0.0,13.6,4,1,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,5,10,12,10,29,43,63,0.0,1002,12,10,251,18
2019-12-14 06:00:00,13,6,0.0,13.6,4,1,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,4,10,11,10,13,4,63,0.0,1003,11,10,281,8
2019-12-14 09:00:00,13,6,0.0,13.6,4,4,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,5,12,12,12,12,2,59,0.0,1004,12,10,91,9
2019-12-14 12:00:00,13,6,0.0,13.6,4,4,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,8,11,13,11,30,23,72,0.0,1004,13,10,68,21
2019-12-14 15:00:00,13,6,0.0,13.6,4,3,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,9,10,13,10,48,88,78,0.1,1003,13,10,34,32
2019-12-14 18:00:00,13,6,0.0,13.6,4,1,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,9,10,12,10,55,45,78,0.0,1003,10,10,22,36
2019-12-14 21:00:00,13,6,0.0,13.6,4,1,79,10:18 PM,06:10 AM,04:41 AM,08:23 PM,10,6,8,6,54,37,79,0.0,1004,6,10,32,35
2019-12-15 00:00:00,14,6,0.0,11.7,4,1,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,11,11,13,11,33,15,84,0.0,1004,13,10,21,21
2019-12-15 03:00:00,14,6,0.0,11.7,4,1,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,7,12,13,12,28,22,64,0.0,1002,13,10,335,15
2019-12-15 06:00:00,14,6,0.0,11.7,4,1,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,7,13,13,13,16,44,66,0.0,1002,13,10,342,9
2019-12-15 09:00:00,14,6,0.0,11.7,4,4,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,7,13,14,13,14,46,65,0.0,1002,14,10,59,9
2019-12-15 12:00:00,14,6,0.0,11.7,4,3,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,9,11,13,11,36,72,76,0.0,1002,13,10,193,27
2019-12-15 15:00:00,14,6,0.0,11.7,4,3,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,9,7,11,7,51,100,89,1.5,1002,11,9,196,36
2019-12-15 18:00:00,14,6,0.0,11.7,4,1,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,8,6,10,6,41,100,90,4.2,1003,10,7,201,30
2019-12-15 21:00:00,14,6,0.0,11.7,4,1,72,11:08 PM,07:12 AM,04:42 AM,08:24 PM,7,6,8,6,23,91,83,0.5,1006,6,2,212,17
2019-12-16 00:00:00,11,3,0.0,12.7,2,1,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,7,8,10,8,21,78,81,0.0,1007,10,10,230,14
2019-12-16 03:00:00,11,3,0.0,12.7,2,1,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,6,8,9,8,13,48,82,0.0,1006,9,10,258,9
2019-12-16 06:00:00,11,3,0.0,12.7,2,1,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,6,9,9,9,6,49,83,0.0,1007,9,10,281,4
2019-12-16 09:00:00,11,3,0.0,12.7,2,4,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,6,9,10,9,11,47,77,0.0,1007,10,10,47,8
2019-12-16 12:00:00,11,3,0.0,12.7,2,3,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,7,9,11,9,25,63,74,0.0,1006,11,10,60,18
2019-12-16 15:00:00,11,3,0.0,12.7,2,4,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,8,9,11,9,28,62,78,0.0,1007,11,10,56,20
2019-12-16 18:00:00,11,3,0.0,12.7,2,1,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,8,8,10,8,35,52,81,0.0,1007,8,10,56,24
2019-12-16 21:00:00,11,3,0.0,12.7,2,1,65,11:49 PM,08:21 AM,04:42 AM,08:24 PM,8,5,8,5,30,100,81,0.0,1008,5,10,57,21
2019-12-17 00:00:00,10,2,0.0,9.9,2,1,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,9,9,11,9,19,100,89,0.0,1007,11,10,92,14
2019-12-17 03:00:00,10,2,0.0,9.9,2,1,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,9,8,10,8,27,100,91,3.4,1006,10,7,137,20
2019-12-17 06:00:00,10,2,0.0,9.9,2,1,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,9,7,10,7,40,100,92,8.6,1005,10,5,168,30
2019-12-17 09:00:00,10,2,0.0,9.9,2,2,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,8,7,10,7,35,100,88,1.6,1006,10,9,163,27
2019-12-17 12:00:00,10,2,0.0,9.9,2,2,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,8,6,10,6,36,100,91,4.7,1005,10,7,190,27
2019-12-17 15:00:00,10,2,0.0,9.9,2,2,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,7,6,9,6,46,100,87,5.4,1004,9,7,211,33
2019-12-17 18:00:00,10,2,0.0,9.9,2,1,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,7,6,8,6,41,78,82,5.4,1004,6,7,219,30
2019-12-17 21:00:00,10,2,0.0,9.9,2,1,58,No moonrise,09:35 AM,04:42 AM,08:25 PM,6,2,5,2,37,100,77,0.1,1005,2,10,215,26
2019-12-18 00:00:00,12,9,0.0,11.7,3,1,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,6,6,10,6,36,100,77,0.0,1004,10,10,226,26
2019-12-18 03:00:00,12,9,0.0,11.7,3,1,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,6,6,9,6,39,48,79,0.0,1003,9,10,236,29
2019-12-18 06:00:00,12,9,0.0,11.7,3,1,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,6,6,10,6,40,63,78,0.0,1002,10,10,234,32
2019-12-18 09:00:00,12,9,0.0,11.7,3,3,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,6,8,11,8,44,100,70,0.0,1001,11,10,227,34
2019-12-18 12:00:00,12,9,0.0,11.7,3,4,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,6,8,11,8,49,28,71,0.0,1001,11,10,239,35
2019-12-18 15:00:00,12,9,0.0,11.7,3,3,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,5,9,12,9,57,87,63,0.2,1000,12,9,231,40
2019-12-18 18:00:00,12,9,0.0,11.7,3,1,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,5,9,12,9,51,28,62,0.0,1001,12,10,236,36
2019-12-18 21:00:00,12,9,0.0,11.7,3,1,50,12:23 AM,10:50 AM,04:42 AM,08:26 PM,4,8,11,8,45,9,64,0.0,1003,11,10,243,29
2019-12-19 00:00:00,15,10,0.0,11.7,4,1,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,4,7,10,7,42,26,62,0.0,1003,10,10,258,28
2019-12-19 03:00:00,15,10,0.0,11.7,4,1,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,3,8,11,8,44,70,56,0.0,1004,11,10,267,29
2019-12-19 06:00:00,15,10,0.0,11.7,4,1,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,2,9,11,9,26,100,55,0.0,1004,11,10,285,18
2019-12-19 09:00:00,15,10,0.0,11.7,4,4,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,5,11,13,11,18,22,62,0.0,1004,13,10,343,13
2019-12-19 12:00:00,15,10,0.0,11.7,4,4,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,7,14,15,14,25,50,59,0.0,1001,15,10,347,15
2019-12-19 15:00:00,15,10,0.0,11.7,4,3,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,9,12,14,12,61,100,70,0.0,998,14,10,29,35
2019-12-19 18:00:00,15,10,0.0,11.7,4,1,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,10,12,14,12,27,97,79,0.0,992,14,10,29,15
2019-12-19 21:00:00,15,10,0.0,11.7,4,1,43,12:53 AM,12:05 PM,04:43 AM,08:27 PM,9,12,15,12,59,65,72,0.1,986,12,10,8,33
2019-12-20 00:00:00,12,10,0.0,11.7,4,1,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,9,10,13,10,46,11,79,0.0,984,13,10,312,27
2019-12-20 03:00:00,12,10,0.0,11.7,4,1,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,7,9,12,9,67,84,70,0.0,986,12,10,266,49
2019-12-20 06:00:00,12,10,0.0,11.7,4,1,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,8,6,10,6,59,100,83,0.0,990,10,10,240,45
2019-12-20 09:00:00,12,10,0.0,11.7,4,3,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,7,7,11,7,59,76,74,0.6,996,11,10,232,46
2019-12-20 12:00:00,12,10,0.0,11.7,4,3,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,7,8,12,8,51,100,72,0.7,999,12,10,223,37
2019-12-20 15:00:00,12,10,0.0,11.7,4,3,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,7,9,12,9,57,50,71,0.3,1002,12,9,211,41
2019-12-20 18:00:00,12,10,0.0,11.7,4,1,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,7,9,12,9,55,17,71,0.0,1005,12,10,211,38
2019-12-20 21:00:00,12,10,0.0,11.7,4,1,36,01:20 AM,01:20 PM,04:43 AM,08:27 PM,7,8,11,8,45,61,76,0.1,1009,11,10,219,29
2019-12-21 00:00:00,11,8,0.0,14.5,3,1,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,7,8,11,8,23,76,79,0.0,1010,11,10,243,17
2019-12-21 03:00:00,11,8,0.0,14.5,3,1,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,6,8,10,8,33,72,76,0.3,1011,10,9,236,25
2019-12-21 06:00:00,11,8,0.0,14.5,3,1,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,5,7,10,7,33,55,73,0.0,1013,10,10,239,24
2019-12-21 09:00:00,11,8,0.0,14.5,3,4,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,4,9,11,9,22,11,61,0.0,1014,11,10,219,17
2019-12-21 12:00:00,11,8,0.0,14.5,3,4,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,4,8,10,8,25,27,67,0.0,1013,10,10,114,19
2019-12-21 15:00:00,11,8,0.0,14.5,3,4,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,6,9,11,9,23,14,67,0.0,1012,11,10,62,17
2019-12-21 18:00:00,11,8,0.0,14.5,3,1,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,7,8,11,8,40,58,78,0.0,1011,11,10,29,29
2019-12-21 21:00:00,11,8,0.0,14.5,3,1,28,01:45 AM,02:34 PM,04:43 AM,08:28 PM,9,8,10,8,52,63,82,0.0,1010,8,10,27,35
2019-12-22 00:00:00,16,9,0.0,13.6,3,1,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,10,9,12,9,51,81,83,0.0,1009,12,10,12,36
2019-12-22 03:00:00,16,9,0.0,13.6,3,1,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,10,10,12,10,37,53,86,1.0,1007,12,9,14,26
2019-12-22 06:00:00,16,9,0.0,13.6,3,1,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,11,11,13,11,38,29,86,0.0,1006,13,10,1,22
2019-12-22 09:00:00,16,9,0.0,13.6,3,5,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,11,13,15,13,45,12,74,0.0,1006,15,10,22,24
2019-12-22 12:00:00,16,9,0.0,13.6,3,5,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,11,16,16,16,36,45,70,0.0,1006,16,10,28,17
2019-12-22 15:00:00,16,9,0.0,13.6,3,3,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,11,9,12,9,41,97,90,0.0,1007,12,10,205,29
2019-12-22 18:00:00,16,9,0.0,13.6,3,1,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,9,9,11,9,39,60,84,0.0,1007,11,10,200,27
2019-12-22 21:00:00,16,9,0.0,13.6,3,1,21,02:11 AM,03:49 PM,04:44 AM,08:28 PM,8,9,13,9,26,91,77,0.0,1009,9,10,190,18
2019-12-23 00:00:00,12,4,0.0,12.7,3,1,14,02:38 AM,05:03 PM,04:44 AM,08:29 PM,8,12,12,12,7,72,76,0.0,1010,12,10,275,5
2019-12-23 03:00:00,12,4,0.0,12.7,3,1,14,02:38 AM,05:03 PM,04:44 AM,08:29 PM,8,11,12,11,15,46,77,0.0,1011,12,10,228,11
2019-12-23 06:00:00,12,4,0.0,12.7,3,1,14,02:38 AM,05:03 PM,04:44 AM,08:29 PM,6,9,11,9,16,25,72,0.0,1012,11,10,235,12
2019-12-23 09:00:00,12,4,0.0,12.7,3,4,14,02:38 AM,05:03 PM,04:44 AM,08:29 PM,5,11,12,11,9,10,61,0.0,1013,12,10,194,6
