date_time,Pemberton_maxtempC,Pemberton_mintempC,Pemberton_totalSnow_cm,Pemberton_sunHour,Pemberton_uvIndex,Pemberton_uvIndex,Pemberton_moon_illumination,Pemberton_moonrise,Pemberton_moonset,Pemberton_sunrise,Pemberton_sunset,Pemberton_DewPointC,Pemberton_FeelsLikeC,Pemberton_HeatIndexC,Pemberton_WindChillC,Pemberton_WindGustKmph,Pemberton_cloudcover,Pemberton_humidity,Pemberton_precipMM,Pemberton_pressure,Pemberton_tempC,Pemberton_visibility,Pemberton_winddirDegree,Pemberton_windspeedKmph
2020-01-31 06:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,2,0,3,0,10,100,99,6.3,1015,3,7,206,9
2020-01-31 09:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,3,1,3,1,11,100,99,7.2,1013,3,6,197,9
2020-01-31 12:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,3,1,3,1,12,100,100,13.7,1011,3,5,186,10
2020-01-31 15:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,2,-1,2,-1,18,100,100,23.6,1008,2,5,186,12
2020-01-31 18:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,-2,-6,-1,-6,30,100,100,33.9,1005,-1,5,191,14
2020-01-31 21:00:00,3,-6,11.6,4.8,1,1,37,11:50 AM,12:15 AM,08:47 AM,06:02 PM,-3,-8,-3,-8,35,100,100,31.6,1002,-4,5,187,17
2020-02-01 00:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,-2,-7,-2,-7,35,100,100,36.6,1001,-5,5,189,17
2020-02-01 03:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,-2,-7,-2,-7,29,100,100,20.9,1000,-2,5,197,17
2020-02-01 06:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,3,-1,3,-1,21,96,99,22.4,1001,3,6,203,17
2020-02-01 09:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,1,-2,2,-2,21,85,93,8.2,1005,2,6,211,15
2020-02-01 12:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,-4,-5,-1,-5,18,79,81,6.7,1012,-1,6,221,13
2020-02-01 15:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,-8,-9,-5,-9,16,75,77,0.5,1016,-5,7,229,12
2020-02-01 18:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,-13,-16,-11,-16,17,57,84,0.5,1019,-11,8,224,8
2020-02-01 21:00:00,3,-14,13.1,6.5,1,1,49,12:09 PM,01:21 AM,08:46 AM,06:04 PM,-15,-17,-13,-17,14,45,85,0.0,1022,-13,9,221,7
2020-02-02 00:00:00,-3,-21,2.8,8.2,2,1,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-16,-19,-15,-19,11,61,90,0.1,1024,-15,8,221,5
2020-02-02 03:00:00,-3,-21,2.8,8.2,2,1,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-16,-17,-15,-17,7,25,90,0.0,1024,-15,10,211,4
2020-02-02 06:00:00,-3,-21,2.8,8.2,2,2,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-12,-12,-11,-12,5,19,89,0.0,1024,-11,10,199,3
2020-02-02 09:00:00,-3,-21,2.8,8.2,2,2,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-11,-11,-9,-11,5,25,88,0.0,1023,-9,10,187,4
2020-02-02 12:00:00,-3,-21,2.8,8.2,2,1,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-7,-7,-5,-7,5,44,84,0.0,1021,-5,8,186,4
2020-02-02 15:00:00,-3,-21,2.8,8.2,2,1,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-9,-8,-6,-8,6,78,84,0.3,1019,-6,5,202,4
2020-02-02 18:00:00,-3,-21,2.8,8.2,2,1,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-11,-14,-13,-14,6,77,92,1.0,1020,-14,4,200,4
2020-02-02 21:00:00,-3,-21,2.8,8.2,2,1,57,12:30 PM,02:27 AM,08:45 AM,06:06 PM,-7,-18,-15,-18,7,95,95,2.0,1022,-18,2,188,6
2020-02-03 00:00:00,-4,-11,2.5,9.6,1,1,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-8,-17,-14,-17,5,90,95,2.0,1024,-17,2,141,4
2020-02-03 03:00:00,-4,-11,2.5,9.6,1,1,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-9,-10,-8,-10,6,84,95,0.9,1026,-8,2,42,4
2020-02-03 06:00:00,-4,-11,2.5,9.6,1,1,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-9,-12,-8,-12,8,83,92,1.0,1028,-8,5,20,6
2020-02-03 09:00:00,-4,-11,2.5,9.6,1,1,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-12,-13,-10,-13,8,77,84,0.1,1029,-10,10,29,6
2020-02-03 12:00:00,-4,-11,2.5,9.6,1,2,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-11,-9,-7,-9,6,48,71,0.1,1029,-7,9,139,5
2020-02-03 15:00:00,-4,-11,2.5,9.6,1,2,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-11,-7,-6,-7,4,6,64,0.0,1028,-6,10,333,3
2020-02-03 18:00:00,-4,-11,2.5,9.6,1,2,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-13,-8,-8,-8,3,21,69,0.0,1029,-8,10,259,2
2020-02-03 21:00:00,-4,-11,2.5,9.6,1,1,64,12:57 PM,03:36 AM,08:43 AM,06:07 PM,-15,-10,-10,-10,2,48,68,0.0,1031,-10,10,191,1
2020-02-04 00:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-15,-11,-11,-11,4,49,71,0.0,1031,-11,10,195,2
2020-02-04 03:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-13,-10,-10,-10,5,69,77,0.0,1030,-10,10,211,3
2020-02-04 06:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-9,-10,-8,-10,6,93,88,0.1,1030,-8,8,205,5
2020-02-04 09:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-8,-10,-7,-10,9,76,92,0.4,1028,-7,5,206,8
2020-02-04 12:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-6,-9,-5,-9,11,70,91,0.8,1026,-5,5,210,9
2020-02-04 15:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-4,-7,-3,-7,10,75,91,0.6,1023,-3,7,212,9
2020-02-04 18:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-6,-6,-3,-6,10,97,94,0.4,1021,-4,7,200,7
2020-02-04 21:00:00,-3,-11,1.4,4.8,2,1,72,01:31 PM,04:45 AM,08:41 AM,06:09 PM,-8,-7,-5,-7,9,98,96,0.8,1020,-7,2,182,5
2020-02-05 00:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,-4,-8,-5,-8,5,92,96,0.5,1018,-8,2,196,4
2020-02-05 03:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,-3,-3,-2,-3,4,90,96,1.5,1016,-2,2,208,4
2020-02-05 06:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,-2,-3,-2,-3,5,93,97,1.1,1015,-2,2,208,4
2020-02-05 09:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,-1,-1,-0,-1,4,100,97,1.0,1014,-0,2,213,4
2020-02-05 12:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,2,1,2,1,5,100,98,1.5,1013,2,4,215,5
2020-02-05 15:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,2,1,3,1,6,100,99,1.7,1012,3,9,214,6
2020-02-05 18:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,0,0,2,0,8,97,99,1.8,1012,1,7,211,6
2020-02-05 21:00:00,3,-5,5.8,4.9,1,1,79,02:13 PM,05:54 AM,08:40 AM,06:11 PM,-5,-3,0,-3,9,94,97,0.9,1014,-2,2,222,5
2020-02-06 00:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,-6,-7,-5,-7,9,100,97,0.9,1014,-5,2,225,4
2020-02-06 03:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,-4,-5,-3,-5,8,100,98,0.5,1014,-3,2,232,4
2020-02-06 06:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,1,-0,1,-0,5,100,98,0.5,1015,1,3,244,5
2020-02-06 09:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,1,-0,1,-0,5,100,97,0.3,1015,1,4,247,5
2020-02-06 12:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,1,1,2,1,5,100,97,0.5,1014,2,2,238,4
2020-02-06 15:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,0,-1,1,-1,6,99,97,0.9,1013,1,2,228,5
2020-02-06 18:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,-3,-4,-2,-4,6,92,96,0.8,1013,-2,3,221,4
2020-02-06 21:00:00,2,-7,3.7,4.9,1,1,87,03:09 PM,06:57 AM,08:38 AM,06:13 PM,-5,-5,-5,-5,3,89,96,0.1,1015,-5,4,262,2
2020-02-07 00:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,-7,-6,-6,-6,3,89,96,0.0,1016,-6,4,234,2
2020-02-07 03:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,-5,-4,-4,-4,4,66,94,0.1,1017,-4,8,39,3
2020-02-07 06:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,-5,-4,-4,-4,3,72,93,0.0,1018,-4,10,72,2
2020-02-07 09:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,-4,-3,-2,-3,4,97,92,0.0,1017,-2,10,136,3
2020-02-07 12:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,-1,-2,0,-2,7,94,94,0.4,1014,0,7,178,6
2020-02-07 15:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,1,-2,1,-2,10,100,97,4.0,1009,1,2,177,9
2020-02-07 18:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,-2,-5,-1,-5,17,88,97,9.7,1004,-1,3,189,12
2020-02-07 21:00:00,2,-6,20.2,4.9,1,1,95,04:17 PM,07:52 AM,08:37 AM,06:14 PM,-4,-8,-4,-8,18,66,95,9.7,1002,-4,5,196,10
2020-02-08 00:00:00,1,-8,4.7,9.8,1,1,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-7,-8,-6,-8,8,78,94,5.5,1004,-6,5,120,4
2020-02-08 03:00:00,1,-8,4.7,9.8,1,1,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-8,-9,-6,-9,10,67,91,0.1,1008,-6,7,5,5
2020-02-08 06:00:00,1,-8,4.7,9.8,1,2,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-8,-9,-6,-9,11,16,88,0.0,1013,-6,10,15,6
2020-02-08 09:00:00,1,-8,4.7,9.8,1,2,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-7,-9,-5,-9,12,22,85,0.0,1017,-5,10,20,8
2020-02-08 12:00:00,1,-8,4.7,9.8,1,2,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-5,-5,-2,-5,11,30,79,0.0,1020,-2,10,14,9
2020-02-08 15:00:00,1,-8,4.7,9.8,1,2,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-4,-3,0,-3,10,5,75,0.0,1023,0,10,10,9
2020-02-08 18:00:00,1,-8,4.7,9.8,1,2,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-6,-4,-1,-4,10,4,75,0.0,1027,-2,10,18,8
2020-02-08 21:00:00,1,-8,4.7,9.8,1,1,100,05:36 PM,08:37 AM,08:35 AM,06:16 PM,-13,-5,-2,-5,12,1,69,0.0,1031,-5,10,35,6
2020-02-09 00:00:00,1,-12,0.0,9.9,2,1,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-16,-10,-6,-10,9,4,64,0.0,1033,-9,10,45,4
2020-02-09 03:00:00,1,-12,0.0,9.9,2,1,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-18,-12,-10,-12,8,3,56,0.0,1033,-10,10,40,4
2020-02-09 06:00:00,1,-12,0.0,9.9,2,2,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-16,-7,-7,-7,5,5,49,0.0,1033,-7,10,20,2
2020-02-09 09:00:00,1,-12,0.0,9.9,2,2,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-14,-6,-6,-6,3,14,50,0.0,1032,-6,10,29,2
2020-02-09 12:00:00,1,-12,0.0,9.9,2,2,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-8,-1,-1,-1,2,24,58,0.0,1031,-1,10,116,1
2020-02-09 15:00:00,1,-12,0.0,9.9,2,2,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-6,1,1,1,2,20,63,0.0,1029,1,10,289,1
2020-02-09 18:00:00,1,-12,0.0,9.9,2,2,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-7,-2,-2,-2,3,10,69,0.0,1029,-2,10,282,2
2020-02-09 21:00:00,1,-12,0.0,9.9,2,1,100,06:59 PM,09:14 AM,08:33 AM,06:18 PM,-10,-5,-5,-5,4,10,69,0.0,1031,-5,10,244,2
2020-02-10 00:00:00,3,-6,0.0,9.9,2,1,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,-11,-7,-7,-7,7,10,71,0.0,1031,-7,10,27,3
2020-02-10 03:00:00,3,-6,0.0,9.9,2,1,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,-9,-7,-5,-7,9,9,76,0.0,1031,-5,10,36,5
2020-02-10 06:00:00,3,-6,0.0,9.9,2,2,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,-7,-5,-3,-5,9,10,78,0.0,1031,-3,10,35,5
2020-02-10 09:00:00,3,-6,0.0,9.9,2,2,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,-6,-4,-2,-4,7,11,77,0.0,1030,-2,10,32,4
2020-02-10 12:00:00,3,-6,0.0,9.9,2,2,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,-1,1,2,1,3,25,81,0.0,1029,2,10,24,3
2020-02-10 15:00:00,3,-6,0.0,9.9,2,2,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,1,3,3,3,3,42,89,0.0,1028,3,10,87,2
2020-02-10 18:00:00,3,-6,0.0,9.9,2,1,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,-1,1,3,1,5,59,90,0.0,1027,1,10,219,4
2020-02-10 21:00:00,3,-6,0.0,9.9,2,1,83,08:24 PM,09:44 AM,08:32 AM,06:20 PM,-4,-2,2,-2,8,93,90,0.0,1027,-1,10,212,5
2020-02-11 00:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,-3,-6,-2,-6,9,83,94,0.0,1027,-2,7,222,8
2020-02-11 03:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,-4,-7,-3,-7,12,92,96,0.0,1024,-3,5,223,11
2020-02-11 06:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,-3,-7,-3,-7,12,91,96,0.2,1023,-3,7,223,10
2020-02-11 09:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,-3,-5,-2,-5,8,78,94,0.6,1022,-2,2,222,7
2020-02-11 12:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,-1,-2,0,-2,8,69,92,0.7,1022,0,3,223,7
2020-02-11 15:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,0,-0,2,-0,6,69,90,0.3,1023,2,4,233,5
2020-02-11 18:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,-1,-0,0,-0,4,85,91,0.3,1023,0,5,226,3
2020-02-11 21:00:00,2,-5,1.9,5.0,1,1,75,09:49 PM,10:09 AM,08:30 AM,06:21 PM,-4,-3,-3,-3,3,64,94,0.1,1025,-3,9,181,2
2020-02-12 00:00:00,1,-7,0.0,10.0,2,1,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-7,-6,-6,-6,1,59,91,0.1,1026,-6,8,111,1
2020-02-12 03:00:00,1,-7,0.0,10.0,2,1,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-8,-7,-7,-7,3,26,90,0.0,1027,-7,10,94,2
2020-02-12 06:00:00,1,-7,0.0,10.0,2,2,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-7,-5,-5,-5,4,30,89,0.0,1028,-5,10,104,2
2020-02-12 09:00:00,1,-7,0.0,10.0,2,2,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-6,-4,-4,-4,4,15,88,0.0,1027,-4,10,137,2
2020-02-12 12:00:00,1,-7,0.0,10.0,2,2,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-2,-0,-0,-0,3,27,86,0.0,1025,-0,10,177,3
2020-02-12 15:00:00,1,-7,0.0,10.0,2,1,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-2,-1,0,-1,5,47,88,0.0,1024,0,10,219,4
2020-02-12 18:00:00,1,-7,0.0,10.0,2,2,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-4,-4,-2,-4,6,57,90,0.1,1022,-2,10,221,5
2020-02-12 21:00:00,1,-7,0.0,10.0,2,1,68,11:11 PM,10:32 AM,08:28 AM,06:23 PM,-4,-6,-4,-6,9,57,93,0.0,1021,-4,10,211,6
2020-02-13 00:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-7,-9,-6,-9,13,73,93,0.0,1019,-6,10,199,7
2020-02-13 03:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-6,-9,-5,-9,13,87,94,0.0,1017,-5,8,188,7
2020-02-13 06:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-2,-5,-2,-5,9,96,95,0.7,1013,-2,4,197,8
2020-02-13 09:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-1,-4,-1,-4,10,93,96,3.2,1011,-1,2,200,9
2020-02-13 12:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-0,-3,0,-3,12,76,95,4.4,1009,0,3,196,11
2020-02-13 15:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-1,-4,-1,-4,17,73,95,2.5,1008,-1,4,202,13
2020-02-13 18:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-4,-8,-4,-8,17,75,95,3.5,1008,-5,3,213,11
2020-02-13 21:00:00,1,-10,14.5,5.0,1,1,60,No moonrise,10:54 AM,08:26 AM,06:25 PM,-3,-7,-5,-7,11,71,96,2.8,1010,-7,5,227,9
2020-02-14 00:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-5,-8,-7,-8,8,70,95,2.1,1012,-8,5,220,7
2020-02-14 03:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-5,-5,-4,-5,5,66,95,0.9,1013,-4,5,214,4
2020-02-14 06:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-5,-5,-4,-5,4,76,96,1.4,1015,-4,4,237,4
2020-02-14 09:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-5,-5,-4,-5,4,80,95,0.6,1016,-4,2,245,4
2020-02-14 12:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-3,-3,-1,-3,6,76,89,0.6,1018,-1,4,242,5
2020-02-14 15:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-3,-3,-0,-3,9,69,85,0.4,1018,-0,7,228,8
2020-02-14 18:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-5,-7,-3,-7,13,84,89,0.5,1018,-3,7,222,9
2020-02-14 21:00:00,0,-9,5.9,5.0,1,1,53,12:32 AM,11:18 AM,08:25 AM,06:27 PM,-8,-11,-7,-11,15,89,93,0.4,1019,-7,5,217,8
2020-02-15 00:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-10,-13,-9,-13,15,80,94,0.9,1019,-9,3,217,8
2020-02-15 03:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-8,-11,-7,-11,13,71,95,1.2,1018,-7,4,206,8
2020-02-15 06:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-3,-5,-2,-5,10,79,96,1.8,1017,-2,2,201,9
2020-02-15 09:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-2,-4,-1,-4,10,80,95,2.0,1015,-1,3,211,9
2020-02-15 12:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-0,-2,1,-2,10,68,93,2.0,1014,1,5,218,9
2020-02-15 15:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-0,-2,1,-2,10,60,93,0.8,1012,1,5,227,8
2020-02-15 18:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-3,-4,-1,-4,12,57,93,0.9,1012,-2,6,232,8
2020-02-15 21:00:00,2,-10,8.6,8.3,1,1,45,01:52 AM,11:44 AM,08:23 AM,06:28 PM,-6,-5,-3,-5,14,61,95,0.5,1014,-5,7,234,7
2020-02-16 00:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-6,-8,-5,-8,9,60,94,0.4,1015,-5,7,230,5
2020-02-16 03:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-7,-7,-6,-7,6,75,95,0.2,1016,-6,5,233,4
2020-02-16 06:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-5,-6,-5,-6,4,81,95,0.3,1018,-5,2,254,4
2020-02-16 09:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-5,-6,-4,-6,5,75,93,0.4,1018,-4,3,260,4
2020-02-16 12:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-4,-4,-2,-4,6,59,86,0.4,1019,-2,6,242,5
2020-02-16 15:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-3,-3,-1,-3,8,67,83,0.1,1018,-1,7,226,6
2020-02-16 18:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-5,-3,-1,-3,8,86,88,0.2,1019,-2,7,229,6
2020-02-16 21:00:00,-1,-6,1.7,6.7,1,1,38,03:09 AM,12:14 PM,08:21 AM,06:30 PM,-9,-4,-2,-4,9,55,92,0.1,1022,-4,8,251,5
2020-02-17 00:00:00,-1,-10,0.0,10.1,2,1,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-10,-7,-5,-7,6,41,91,0.0,1024,-7,10,289,4
2020-02-17 03:00:00,-1,-10,0.0,10.1,2,1,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-11,-10,-10,-10,5,22,89,0.0,1027,-10,10,228,3
2020-02-17 06:00:00,-1,-10,0.0,10.1,2,2,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-11,-11,-9,-11,5,7,85,0.0,1029,-9,10,35,3
2020-02-17 09:00:00,-1,-10,0.0,10.1,2,2,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-11,-9,-8,-9,4,5,80,0.0,1029,-8,10,53,3
2020-02-17 12:00:00,-1,-10,0.0,10.1,2,2,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-7,-3,-3,-3,3,9,75,0.0,1030,-3,10,113,2
2020-02-17 15:00:00,-1,-10,0.0,10.1,2,2,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-6,-3,-2,-3,4,23,75,0.0,1029,-2,10,231,4
2020-02-17 18:00:00,-1,-10,0.0,10.1,2,2,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-7,-5,-4,-5,3,32,81,0.0,1030,-4,10,239,3
2020-02-17 21:00:00,-1,-10,0.0,10.1,2,1,30,04:21 AM,12:51 PM,08:19 AM,06:32 PM,-9,-7,-7,-7,2,26,86,0.0,1032,-7,10,190,1
2020-02-18 00:00:00,-0,-10,0.0,10.2,2,1,22,05:27 AM,01:36 PM,08:17 AM,06:34 PM,-11,-9,-9,-9,3,15,86,0.0,1033,-9,10,60,1
2020-02-18 03:00:00,-0,-10,0.0,10.2,2,1,22,05:27 AM,01:36 PM,08:17 AM,06:34 PM,-12,-11,-10,-11,6,6,85,0.0,1033,-10,10,45,3
2020-02-18 06:00:00,-0,-10,0.0,10.2,2,2,22,05:27 AM,01:36 PM,08:17 AM,06:34 PM,-12,-12,-10,-12,8,2,83,0.0,1033,-10,10,43,5
2020-02-18 09:00:00,-0,-10,0.0,10.2,2,2,22,05:27 AM,01:36 PM,08:17 AM,06:34 PM,-12,-11,-8,-11,8,0,77,0.0,1033,-8,10,40,5
