date_time,Cootamundra_maxtempC,Cootamundra_mintempC,Cootamundra_totalSnow_cm,Cootamundra_sunHour,Cootamundra_uvIndex,Cootamundra_uvIndex,Cootamundra_moon_illumination,Cootamundra_moonrise,Cootamundra_moonset,Cootamundra_sunrise,Cootamundra_sunset,Cootamundra_DewPointC,Cootamundra_FeelsLikeC,Cootamundra_HeatIndexC,Cootamundra_WindChillC,Cootamundra_WindGustKmph,Cootamundra_cloudcover,Cootamundra_humidity,Cootamundra_precipMM,Cootamundra_pressure,Cootamundra_tempC,Cootamundra_visibility,Cootamundra_winddirDegree,Cootamundra_windspeedKmph
2020-02-29 12:00:00,28,12,0.0,12.9,6,7,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,10,26,26,26,10,9,36,0.0,1014,26,10,307,9
2020-02-29 15:00:00,28,12,0.0,12.9,6,7,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,9,27,27,28,10,10,30,0.0,1011,28,10,300,8
2020-02-29 18:00:00,28,12,0.0,12.9,6,1,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,9,28,28,26,6,8,38,0.0,1012,26,10,114,4
2020-02-29 21:00:00,28,12,0.0,12.9,6,1,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,9,22,25,22,13,5,49,0.0,1013,22,10,96,6
2020-03-01 00:00:00,31,16,0.0,12.9,7,1,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,9,18,19,18,13,3,57,0.0,1013,18,10,127,6
2020-03-01 03:00:00,31,16,0.0,12.9,7,1,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,8,16,16,16,12,4,59,0.0,1012,16,10,123,6
2020-03-01 06:00:00,31,16,0.0,12.9,7,1,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,9,18,18,18,10,4,56,0.0,1012,18,10,119,5
2020-03-01 09:00:00,31,16,0.0,12.9,7,6,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,9,24,24,25,14,4,39,0.0,1012,25,10,268,11
2020-03-01 12:00:00,31,16,0.0,12.9,7,7,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,8,28,28,30,19,5,25,0.0,1010,30,10,311,17
2020-03-01 15:00:00,31,16,0.0,12.9,7,8,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,6,29,29,31,21,9,21,0.0,1008,31,10,297,18
2020-03-01 18:00:00,31,16,0.0,12.9,7,1,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,5,30,30,28,17,9,26,0.0,1008,28,10,282,11
2020-03-01 21:00:00,31,16,0.0,12.9,7,1,44,11:31 AM,10:21 PM,05:55 AM,06:45 PM,4,30,30,26,10,7,34,0.0,1009,26,10,157,5
2020-03-02 00:00:00,29,18,0.0,12.9,7,1,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,5,21,23,21,9,3,38,0.0,1008,21,10,101,5
2020-03-02 03:00:00,29,18,0.0,12.9,7,1,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,5,19,19,19,7,4,41,0.0,1008,19,10,173,3
2020-03-02 06:00:00,29,18,0.0,12.9,7,1,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,6,19,19,19,5,2,43,0.0,1009,19,10,173,3
2020-03-02 09:00:00,29,18,0.0,12.9,7,6,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,8,23,23,24,6,5,36,0.0,1010,24,10,247,5
2020-03-02 12:00:00,29,18,0.0,12.9,7,7,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,8,27,27,28,19,10,28,0.0,1010,28,10,277,16
2020-03-02 15:00:00,29,18,0.0,12.9,7,7,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,7,27,27,28,29,34,26,0.0,1009,28,10,269,21
2020-03-02 18:00:00,29,18,0.0,12.9,7,1,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,8,28,28,26,21,18,39,0.0,1012,26,10,257,12
2020-03-02 21:00:00,29,18,0.0,12.9,7,1,51,12:28 PM,10:58 PM,05:56 AM,06:43 PM,8,27,27,23,10,6,54,0.0,1014,23,10,195,5
2020-03-03 00:00:00,29,13,0.0,12.9,6,1,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,9,18,19,18,9,7,67,0.0,1016,18,10,100,4
2020-03-03 03:00:00,29,13,0.0,12.9,6,1,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,11,14,14,14,11,6,81,0.0,1016,14,10,86,5
2020-03-03 06:00:00,29,13,0.0,12.9,6,1,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,11,15,15,15,10,8,77,0.0,1017,15,10,112,6
2020-03-03 09:00:00,29,13,0.0,12.9,6,6,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,10,22,22,22,6,9,50,0.0,1017,22,10,69,5
2020-03-03 12:00:00,29,13,0.0,12.9,6,7,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,9,27,27,27,12,34,32,0.0,1016,27,10,236,10
2020-03-03 15:00:00,29,13,0.0,12.9,6,7,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,9,27,27,28,14,49,31,0.0,1014,28,10,118,12
2020-03-03 18:00:00,29,13,0.0,12.9,6,1,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,11,26,26,24,29,27,48,0.0,1016,24,10,43,18
2020-03-03 21:00:00,29,13,0.0,12.9,6,1,58,01:28 PM,11:41 PM,05:57 AM,06:42 PM,13,20,23,20,23,55,74,0.3,1018,20,10,47,12
2020-03-04 00:00:00,18,15,0.0,8.0,4,1,65,02:27 PM,No moonset,05:58 AM,06:41 PM,14,17,18,17,9,92,87,0.7,1019,17,10,53,5
2020-03-04 03:00:00,18,15,0.0,8.0,4,1,65,02:27 PM,No moonset,05:58 AM,06:41 PM,15,16,16,16,8,84,91,0.7,1018,16,10,104,5
2020-03-04 06:00:00,18,15,0.0,8.0,4,1,65,02:27 PM,No moonset,05:58 AM,06:41 PM,14,16,16,16,13,92,93,2.3,1018,16,8,113,8
2020-03-04 09:00:00,18,15,0.0,8.0,4,4,65,02:27 PM,No moonset,05:58 AM,06:41 PM,15,16,16,16,12,100,93,5.8,1017,16,7,101,9
2020-03-04 12:00:00,18,15,0.0,8.0,4,4,65,02:27 PM,No moonset,05:58 AM,06:41 PM,17,18,18,18,10,100,94,6.0,1016,18,7,102,9
2020-03-04 15:00:00,18,15,0.0,8.0,4,4,65,02:27 PM,No moonset,05:58 AM,06:41 PM,17,18,18,18,12,100,94,9.4,1014,18,6,96,9
2020-03-04 18:00:00,18,15,0.0,8.0,4,1,65,02:27 PM,No moonset,05:58 AM,06:41 PM,17,18,18,18,13,91,94,6.5,1014,18,7,107,8
2020-03-04 21:00:00,18,15,0.0,8.0,4,1,65,02:27 PM,No moonset,05:58 AM,06:41 PM,17,16,17,16,15,96,93,6.1,1014,16,7,99,10
2020-03-05 00:00:00,18,11,0.0,8.0,4,1,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,17,17,18,17,20,96,91,2.8,1012,17,4,74,13
2020-03-05 03:00:00,18,11,0.0,8.0,4,1,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,17,18,18,18,21,98,92,5.2,1010,18,5,66,14
2020-03-05 06:00:00,18,11,0.0,8.0,4,1,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,17,18,18,18,15,100,96,11.6,1008,18,6,72,10
2020-03-05 09:00:00,18,11,0.0,8.0,4,4,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,18,18,18,18,15,100,97,24.5,1008,18,5,47,12
2020-03-05 12:00:00,18,11,0.0,8.0,4,4,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,17,18,18,18,15,100,96,17.5,1008,18,5,36,12
2020-03-05 15:00:00,18,11,0.0,8.0,4,4,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,16,17,17,17,9,100,97,16.2,1006,17,5,122,7
2020-03-05 18:00:00,18,11,0.0,8.0,4,1,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,16,15,17,15,8,100,96,6.5,1005,15,3,151,5
2020-03-05 21:00:00,18,11,0.0,8.0,4,1,73,03:25 PM,12:30 AM,05:59 AM,06:39 PM,16,12,15,12,9,92,93,0.6,1006,12,2,145,5
2020-03-06 00:00:00,21,14,0.0,10.6,4,1,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,16,15,16,15,6,86,94,0.2,1006,15,2,195,4
2020-03-06 03:00:00,21,14,0.0,10.6,4,1,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,15,16,16,16,6,73,95,0.0,1007,16,2,213,4
2020-03-06 06:00:00,21,14,0.0,10.6,4,1,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,15,16,16,16,5,61,94,0.0,1009,16,7,189,4
2020-03-06 09:00:00,21,14,0.0,10.6,4,5,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,15,18,18,18,6,33,80,0.0,1010,18,10,259,5
2020-03-06 12:00:00,21,14,0.0,10.6,4,5,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,14,20,20,20,15,54,72,0.8,1010,20,10,285,10
2020-03-06 15:00:00,21,14,0.0,10.6,4,5,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,14,21,21,21,23,82,66,1.5,1010,21,9,267,15
2020-03-06 18:00:00,21,14,0.0,10.6,4,1,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,14,18,18,18,18,82,76,0.7,1012,18,9,253,10
2020-03-06 21:00:00,21,14,0.0,10.6,4,1,80,04:20 PM,01:28 AM,05:59 AM,06:38 PM,13,15,15,15,9,82,87,0.2,1015,15,9,139,4
2020-03-07 00:00:00,23,17,0.0,12.4,5,1,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,14,16,16,16,3,52,86,0.1,1016,16,10,194,2
2020-03-07 03:00:00,23,17,0.0,12.4,5,1,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,14,17,17,17,3,39,85,0.0,1017,17,10,161,2
2020-03-07 06:00:00,23,17,0.0,12.4,5,1,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,14,17,17,17,4,37,85,0.0,1018,17,10,106,3
2020-03-07 09:00:00,23,17,0.0,12.4,5,6,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,14,20,22,20,5,51,69,0.0,1019,20,10,50,4
2020-03-07 12:00:00,23,17,0.0,12.4,5,6,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,14,25,25,23,4,54,59,0.3,1018,23,10,32,4
2020-03-07 15:00:00,23,17,0.0,12.4,5,5,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,15,25,25,22,8,38,63,0.2,1017,22,10,135,5
2020-03-07 18:00:00,23,17,0.0,12.4,5,1,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,15,20,21,20,12,45,74,0.3,1018,20,10,133,7
2020-03-07 21:00:00,23,17,0.0,12.4,5,1,87,05:10 PM,02:33 AM,06:00 AM,06:37 PM,14,17,17,17,13,40,81,0.2,1020,17,10,94,8
2020-03-08 00:00:00,20,12,0.0,7.5,5,1,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,12,15,15,15,9,32,85,0.0,1020,15,10,93,6
2020-03-08 03:00:00,20,12,0.0,7.5,5,1,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,12,15,15,15,8,29,84,0.0,1020,15,10,101,5
2020-03-08 06:00:00,20,12,0.0,7.5,5,1,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,12,15,15,15,7,29,83,0.0,1020,15,10,113,5
2020-03-08 09:00:00,20,12,0.0,7.5,5,5,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,11,17,17,17,5,31,69,0.0,1021,17,10,244,4
2020-03-08 12:00:00,20,12,0.0,7.5,5,5,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,11,19,19,19,8,61,58,0.5,1019,19,10,336,6
2020-03-08 15:00:00,20,12,0.0,7.5,5,4,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,12,19,19,19,13,77,66,2.3,1017,19,8,195,8
2020-03-08 18:00:00,20,12,0.0,7.5,5,1,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,12,15,15,15,15,79,80,2.0,1018,15,8,132,8
2020-03-08 21:00:00,20,12,0.0,7.5,5,1,95,05:55 PM,03:43 AM,06:01 AM,06:35 PM,11,12,13,12,15,79,89,1.7,1019,13,9,116,7
2020-03-09 00:00:00,20,12,0.0,6.2,4,1,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,11,12,13,12,13,48,92,0.6,1020,13,10,117,6
2020-03-09 03:00:00,20,12,0.0,6.2,4,1,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,11,12,12,12,10,26,93,0.0,1020,12,10,113,5
2020-03-09 06:00:00,20,12,0.0,6.2,4,1,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,11,12,12,12,9,31,91,0.0,1020,12,10,114,5
2020-03-09 09:00:00,20,12,0.0,6.2,4,5,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,10,16,16,16,5,62,70,0.0,1021,16,10,54,4
2020-03-09 12:00:00,20,12,0.0,6.2,4,4,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,10,20,20,20,6,61,55,0.1,1019,20,10,245,5
2020-03-09 15:00:00,20,12,0.0,6.2,4,4,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,11,19,19,19,10,64,61,0.6,1018,19,10,204,6
2020-03-09 18:00:00,20,12,0.0,6.2,4,1,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,11,16,16,16,15,79,72,0.4,1019,16,9,100,8
2020-03-09 21:00:00,20,12,0.0,6.2,4,1,100,06:36 PM,04:55 AM,06:02 AM,06:34 PM,10,13,13,13,17,79,79,0.2,1020,13,9,94,8
2020-03-10 00:00:00,21,12,0.0,11.6,4,1,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,10,13,13,13,11,56,84,0.1,1021,13,10,90,6
2020-03-10 03:00:00,21,12,0.0,11.6,4,1,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,10,12,12,12,9,45,86,0.0,1021,12,10,100,5
2020-03-10 06:00:00,21,12,0.0,11.6,4,1,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,10,13,13,13,9,47,84,0.0,1022,13,10,113,6
2020-03-10 09:00:00,21,12,0.0,11.6,4,5,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,10,17,17,17,8,36,65,0.0,1022,17,10,244,6
2020-03-10 12:00:00,21,12,0.0,11.6,4,5,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,9,20,20,20,9,27,51,0.0,1020,20,10,297,7
2020-03-10 15:00:00,21,12,0.0,11.6,4,6,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,10,21,21,21,9,58,49,0.1,1018,21,10,257,6
2020-03-10 18:00:00,21,12,0.0,11.6,4,1,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,11,19,19,19,9,45,60,0.0,1018,19,10,186,5
2020-03-10 21:00:00,21,12,0.0,11.6,4,1,100,07:14 PM,06:08 AM,06:03 AM,06:33 PM,11,17,17,17,13,41,71,0.0,1020,17,10,129,6
2020-03-11 00:00:00,24,14,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,12,16,16,16,11,67,78,0.1,1021,16,10,107,6
2020-03-11 03:00:00,24,14,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,12,15,15,15,9,35,83,0.0,1021,15,10,110,5
2020-03-11 06:00:00,24,14,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,12,15,15,15,8,13,84,0.0,1023,15,10,111,5
2020-03-11 09:00:00,24,14,0.0,11.6,6,5,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,12,20,21,20,5,11,63,0.0,1023,20,10,263,4
2020-03-11 12:00:00,24,14,0.0,11.6,6,6,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,10,25,25,24,8,12,43,0.0,1021,24,10,312,7
2020-03-11 15:00:00,24,14,0.0,11.6,6,6,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,10,25,25,23,5,34,42,0.0,1020,23,10,129,4
2020-03-11 18:00:00,24,14,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,10,21,21,21,9,47,51,0.0,1021,21,10,95,5
2020-03-11 21:00:00,24,14,0.0,11.6,6,1,84,07:50 PM,07:21 AM,06:04 AM,06:31 PM,11,18,18,18,15,25,63,0.0,1023,18,10,103,9
2020-03-12 00:00:00,23,14,0.0,11.6,6,1,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,11,16,16,16,13,13,77,0.0,1024,16,10,104,7
2020-03-12 03:00:00,23,14,0.0,11.6,6,1,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,11,14,14,14,10,11,85,0.0,1024,14,10,110,5
2020-03-12 06:00:00,23,14,0.0,11.6,6,1,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,11,15,14,15,8,13,83,0.0,1025,14,10,110,5
2020-03-12 09:00:00,23,14,0.0,11.6,6,5,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,10,19,18,19,7,14,61,0.0,1025,18,10,275,5
2020-03-12 12:00:00,23,14,0.0,11.6,6,6,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,7,23,23,22,12,8,39,0.0,1022,22,10,128,9
2020-03-12 15:00:00,23,14,0.0,11.6,6,6,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,7,24,24,23,17,6,36,0.0,1020,23,10,7,11
2020-03-12 18:00:00,23,14,0.0,11.6,6,1,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,7,21,22,21,12,7,47,0.0,1020,21,10,104,6
2020-03-12 21:00:00,23,14,0.0,11.6,6,1,76,08:26 PM,08:32 AM,06:04 AM,06:30 PM,8,17,20,17,14,8,64,0.0,1021,17,10,134,6
2020-03-13 00:00:00,24,14,0.0,11.6,6,1,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,11,15,16,15,15,6,78,0.0,1021,15,10,116,7
2020-03-13 03:00:00,24,14,0.0,11.6,6,1,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,12,14,14,14,11,6,85,0.0,1020,14,10,108,5
2020-03-13 06:00:00,24,14,0.0,11.6,6,1,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,11,15,14,15,9,8,82,0.0,1020,14,10,108,5
2020-03-13 09:00:00,24,14,0.0,11.6,6,5,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,12,19,19,19,8,10,64,0.0,1019,19,10,249,6
2020-03-13 12:00:00,24,14,0.0,11.6,6,6,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,11,24,24,23,12,23,49,0.0,1017,23,10,294,10
2020-03-13 15:00:00,24,14,0.0,11.6,6,6,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,11,25,25,24,15,23,45,0.0,1014,24,10,277,13
2020-03-13 18:00:00,24,14,0.0,11.6,6,1,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,11,25,25,23,12,17,55,0.0,1013,23,10,159,8
2020-03-13 21:00:00,24,14,0.0,11.6,6,1,69,09:03 PM,09:43 AM,06:05 AM,06:29 PM,11,19,20,19,11,26,64,0.0,1013,19,10,114,5
2020-03-14 00:00:00,19,11,0.0,7.5,5,1,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,13,16,16,16,12,50,82,0.7,1013,16,9,117,6
2020-03-14 03:00:00,19,11,0.0,7.5,5,1,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,14,16,16,16,11,63,92,2.5,1013,16,8,110,6
2020-03-14 06:00:00,19,11,0.0,7.5,5,1,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,15,16,16,16,8,71,92,2.0,1015,16,8,118,5
2020-03-14 09:00:00,19,11,0.0,7.5,5,4,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,14,18,18,18,8,68,81,1.9,1017,18,10,95,5
2020-03-14 12:00:00,19,11,0.0,7.5,5,4,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,12,17,17,17,7,65,71,0.9,1016,17,10,113,5
2020-03-14 15:00:00,19,11,0.0,7.5,5,4,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,9,18,18,18,4,73,56,0.3,1016,18,9,79,3
2020-03-14 18:00:00,19,11,0.0,7.5,5,1,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,7,16,16,16,14,36,56,0.1,1018,16,10,72,9
2020-03-14 21:00:00,19,11,0.0,7.5,5,1,62,09:43 PM,10:53 AM,06:06 AM,06:27 PM,6,12,12,12,14,13,63,0.0,1021,12,10,106,8
2020-03-15 00:00:00,21,8,0.0,11.6,5,1,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,5,9,10,9,9,10,72,0.0,1022,10,10,122,5
2020-03-15 03:00:00,21,8,0.0,11.6,5,1,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,5,8,8,8,7,8,78,0.0,1022,8,10,116,4
2020-03-15 06:00:00,21,8,0.0,11.6,5,1,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,4,8,9,8,7,6,71,0.0,1024,9,10,123,4
2020-03-15 09:00:00,21,8,0.0,11.6,5,4,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,2,14,14,14,6,4,47,0.0,1023,14,10,251,4
2020-03-15 12:00:00,21,8,0.0,11.6,5,5,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,2,20,20,20,6,2,31,0.0,1022,20,10,304,5
2020-03-15 15:00:00,21,8,0.0,11.6,5,6,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,2,21,22,21,4,3,29,0.0,1020,21,10,247,4
2020-03-15 18:00:00,21,8,0.0,11.6,5,1,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,5,20,23,20,10,7,45,0.0,1022,20,10,138,5
2020-03-15 21:00:00,21,8,0.0,11.6,5,1,55,10:27 PM,12:00 PM,06:07 AM,06:26 PM,7,17,21,17,13,7,67,0.0,1024,17,10,101,7
2020-03-16 00:00:00,24,9,0.0,11.6,5,1,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,8,12,14,12,12,4,80,0.0,1025,12,10,116,6
2020-03-16 03:00:00,24,9,0.0,11.6,5,1,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,7,9,10,9,14,4,83,0.0,1026,10,10,132,7
2020-03-16 06:00:00,24,9,0.0,11.6,5,1,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,7,9,10,9,14,4,78,0.0,1027,10,10,137,8
2020-03-16 09:00:00,24,9,0.0,11.6,5,5,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,7,16,17,16,6,5,53,0.0,1027,17,10,161,4
2020-03-16 12:00:00,24,9,0.0,11.6,5,6,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,7,23,23,23,4,12,37,0.0,1025,23,10,290,3
2020-03-16 15:00:00,24,9,0.0,11.6,5,6,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,8,24,24,23,5,17,39,0.0,1024,23,10,342,4
2020-03-16 18:00:00,24,9,0.0,11.6,5,1,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,10,21,23,21,13,19,55,0.0,1025,21,10,156,8
2020-03-16 21:00:00,24,9,0.0,11.6,5,1,47,11:15 PM,01:04 PM,06:08 AM,06:24 PM,10,17,20,17,13,16,75,0.0,1027,17,10,82,7
2020-03-17 00:00:00,24,11,0.0,11.6,5,1,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,10,13,14,13,11,16,86,0.0,1027,13,10,98,6
2020-03-17 03:00:00,24,11,0.0,11.6,5,1,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,10,11,11,11,10,14,89,0.0,1028,11,10,108,5
2020-03-17 06:00:00,24,11,0.0,11.6,5,1,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,9,12,12,12,7,11,85,0.0,1029,12,10,110,4
2020-03-17 09:00:00,24,11,0.0,11.6,5,5,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,9,16,16,16,6,7,64,0.0,1028,16,10,236,5
2020-03-17 12:00:00,24,11,0.0,11.6,5,6,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,10,21,22,21,8,10,47,0.0,1026,21,10,289,8
2020-03-17 15:00:00,24,11,0.0,11.6,5,6,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,10,25,25,23,9,21,42,0.0,1023,23,10,281,8
2020-03-17 18:00:00,24,11,0.0,11.6,5,1,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,9,21,23,21,9,22,53,0.0,1024,21,10,230,5
2020-03-17 21:00:00,24,11,0.0,11.6,5,1,40,No moonrise,02:03 PM,06:08 AM,06:23 PM,9,17,17,17,14,16,63,0.0,1025,17,10,155,6
2020-03-18 00:00:00,23,13,0.0,11.6,6,1,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,8,15,14,15,14,7,67,0.0,1026,14,10,128,6
2020-03-18 03:00:00,23,13,0.0,11.6,6,1,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,8,13,13,13,11,4,69,0.0,1025,13,10,120,5
2020-03-18 06:00:00,23,13,0.0,11.6,6,1,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,8,14,13,14,9,5,70,0.0,1026,13,10,117,5
2020-03-18 09:00:00,23,13,0.0,11.6,6,5,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,9,19,18,19,7,5,54,0.0,1026,18,10,239,5
2020-03-18 12:00:00,23,13,0.0,11.6,6,6,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,8,23,23,22,11,3,40,0.0,1023,22,10,287,9
2020-03-18 15:00:00,23,13,0.0,11.6,6,6,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,8,24,24,23,17,7,38,0.0,1021,23,10,261,12
2020-03-18 18:00:00,23,13,0.0,11.6,6,1,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,8,21,23,21,17,6,48,0.0,1022,21,10,212,9
2020-03-18 21:00:00,23,13,0.0,11.6,6,1,33,12:07 AM,02:57 PM,06:09 AM,06:22 PM,8,17,18,17,17,7,59,0.0,1023,17,10,159,8
2020-03-19 00:00:00,25,15,0.0,11.6,6,1,25,01:02 AM,03:43 PM,06:10 AM,06:20 PM,8,16,16,16,15,11,61,0.0,1023,16,10,138,7
2020-03-19 03:00:00,25,15,0.0,11.6,6,1,25,01:02 AM,03:43 PM,06:10 AM,06:20 PM,8,16,16,16,12,15,60,0.0,1022,16,10,135,5
2020-03-19 06:00:00,25,15,0.0,11.6,6,1,25,01:02 AM,03:43 PM,06:10 AM,06:20 PM,9,16,16,16,10,15,62,0.0,1023,16,10,137,5
2020-03-19 09:00:00,25,15,0.0,11.6,6,6,25,01:02 AM,03:43 PM,06:10 AM,06:20 PM,9,21,22,21,8,20,48,0.0,1023,21,10,229,5
2020-03-19 12:00:00,25,15,0.0,11.6,6,6,25,01:02 AM,03:43 PM,06:10 AM,06:20 PM,10,25,25,25,9,19,41,0.0,1022,25,10,284,8
2020-03-19 15:00:00,25,15,0.0,11.6,6,7,25,01:02 AM,03:43 PM,06:10 AM,06:20 PM,12,26,26,25,5,15,45,0.0,1019,25,10,264,4
2020-03-19 18:00:00,25,15,0.0,11.6,6,1,25,01:02 AM,03:43 PM,06:10 AM,06:20 PM,11,25,25,24,8,15,52,0.0,1019,24,10,162,4
