date_time,Lata_maxtempC,Lata_mintempC,Lata_totalSnow_cm,Lata_sunHour,Lata_uvIndex,Lata_uvIndex,Lata_moon_illumination,Lata_moonrise,Lata_moonset,Lata_sunrise,Lata_sunset,Lata_DewPointC,Lata_FeelsLikeC,Lata_HeatIndexC,Lata_WindChillC,Lata_WindGustKmph,Lata_cloudcover,Lata_humidity,Lata_precipMM,Lata_pressure,Lata_tempC,Lata_visibility,Lata_winddirDegree,Lata_windspeedKmph
2020-03-22 09:00:00,16,4,0.0,11.6,3,3,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,6,9,9,9,5,9,80,0.0,1015,9,10,354,4
2020-03-22 12:00:00,16,4,0.0,11.6,3,3,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,5,9,9,9,3,7,77,0.0,1015,9,10,251,3
2020-03-22 15:00:00,16,4,0.0,11.6,3,4,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,6,12,12,12,4,5,68,0.0,1016,12,10,99,3
2020-03-22 18:00:00,16,4,0.0,11.6,3,4,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,6,15,15,15,8,2,48,0.0,1015,15,10,196,6
2020-03-22 21:00:00,16,4,0.0,11.6,3,1,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,8,11,13,11,11,28,52,0.1,1012,11,10,266,9
2020-03-23 00:00:00,13,9,0.0,7.4,4,1,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,10,10,12,10,13,62,72,0.3,1012,10,10,292,10
2020-03-23 03:00:00,13,9,0.0,7.4,4,1,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,10,13,13,13,5,34,86,0.2,1015,13,10,237,4
2020-03-23 06:00:00,13,9,0.0,7.4,4,1,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,10,12,12,12,3,56,92,0.3,1017,12,9,113,3
2020-03-23 09:00:00,13,9,0.0,7.4,4,3,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,10,11,11,11,4,74,95,0.4,1016,11,10,147,3
2020-03-23 12:00:00,13,9,0.0,7.4,4,2,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,9,9,10,9,6,86,96,0.7,1016,10,7,171,5
2020-03-23 15:00:00,13,9,0.0,7.4,4,3,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,9,10,11,10,9,83,89,0.1,1018,11,4,162,7
2020-03-23 18:00:00,13,9,0.0,7.4,4,4,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,10,12,13,12,10,55,74,0.1,1017,12,9,142,9
2020-03-23 21:00:00,13,9,0.0,7.4,4,1,0,05:51 AM,06:11 PM,06:17 AM,06:24 PM,9,10,14,10,7,33,67,0.3,1014,10,10,99,6
2020-03-24 00:00:00,13,8,0.0,8.8,3,1,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,7,9,11,9,3,84,79,1.3,1013,9,10,30,2
2020-03-24 03:00:00,13,8,0.0,8.8,3,1,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,8,9,9,9,4,77,92,1.5,1016,9,8,59,3
2020-03-24 06:00:00,13,8,0.0,8.8,3,1,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,10,10,11,10,8,67,92,0.9,1018,11,6,137,7
2020-03-24 09:00:00,13,8,0.0,8.8,3,3,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,9,10,10,10,7,71,93,1.2,1017,10,8,154,6
2020-03-24 12:00:00,13,8,0.0,8.8,3,3,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,8,10,10,10,5,65,91,0.2,1016,10,7,151,4
2020-03-24 15:00:00,13,8,0.0,8.8,3,4,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,8,11,11,11,6,21,80,0.0,1018,11,10,142,6
2020-03-24 18:00:00,13,8,0.0,8.8,3,3,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,6,12,13,12,12,33,61,0.1,1017,13,10,138,10
2020-03-24 21:00:00,13,8,0.0,8.8,3,1,0,06:32 AM,06:52 PM,06:17 AM,06:23 PM,4,11,12,11,13,83,60,0.6,1013,12,10,127,8
2020-03-25 00:00:00,14,6,0.0,8.8,3,1,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,4,8,8,8,11,82,75,1.9,1013,8,9,106,6
2020-03-25 03:00:00,14,6,0.0,8.8,3,1,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,6,7,8,7,8,80,87,1.9,1015,8,8,138,4
2020-03-25 06:00:00,14,6,0.0,8.8,3,1,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,10,12,11,12,4,66,90,0.1,1016,11,9,172,3
2020-03-25 09:00:00,14,6,0.0,8.8,3,3,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,9,11,10,11,4,51,91,0.0,1015,10,10,160,3
2020-03-25 12:00:00,14,6,0.0,8.8,3,3,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,8,10,10,10,4,71,89,0.1,1015,10,10,141,3
2020-03-25 15:00:00,14,6,0.0,8.8,3,3,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,8,11,12,11,8,56,81,0.0,1016,12,10,131,7
2020-03-25 18:00:00,14,6,0.0,8.8,3,3,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,8,12,14,12,11,84,67,0.2,1015,13,10,132,9
2020-03-25 21:00:00,14,6,0.0,8.8,3,1,3,07:13 AM,07:32 PM,06:17 AM,06:23 PM,6,9,12,9,9,76,62,0.7,1012,9,9,127,7
2020-03-26 00:00:00,16,7,0.0,6.0,3,1,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,5,8,10,8,8,79,74,1.3,1011,8,10,96,5
2020-03-26 03:00:00,16,7,0.0,6.0,3,1,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,7,8,8,8,8,82,88,1.6,1013,8,9,95,4
2020-03-26 06:00:00,16,7,0.0,6.0,3,1,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,10,12,12,12,4,86,91,1.2,1014,12,10,117,3
2020-03-26 09:00:00,16,7,0.0,6.0,3,3,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,9,11,11,11,1,84,92,0.9,1014,11,9,62,1
2020-03-26 12:00:00,16,7,0.0,6.0,3,3,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,9,11,11,11,2,74,90,0.2,1013,11,9,60,1
2020-03-26 15:00:00,16,7,0.0,6.0,3,3,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,9,13,13,13,5,71,80,0.3,1015,13,9,152,4
2020-03-26 18:00:00,16,7,0.0,6.0,3,3,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,10,14,15,14,8,72,66,0.3,1014,14,10,143,7
2020-03-26 21:00:00,16,7,0.0,6.0,3,1,11,07:55 AM,08:13 PM,06:17 AM,06:23 PM,11,10,13,10,8,71,66,1.2,1011,10,9,102,6
2020-03-27 00:00:00,16,10,0.0,6.0,3,1,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,11,9,12,9,6,65,80,3.4,1010,9,7,129,4
2020-03-27 03:00:00,16,10,0.0,6.0,3,1,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,11,13,12,13,5,64,90,3.7,1012,12,8,245,3
2020-03-27 06:00:00,16,10,0.0,6.0,3,1,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,11,12,12,12,2,75,94,0.7,1014,12,9,157,1
2020-03-27 09:00:00,16,10,0.0,6.0,3,3,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,10,11,11,11,2,61,94,0.6,1013,11,10,306,2
2020-03-27 12:00:00,16,10,0.0,6.0,3,3,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,10,11,11,11,3,73,93,0.2,1012,11,10,261,3
2020-03-27 15:00:00,16,10,0.0,6.0,3,3,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,10,13,13,13,6,85,84,0.3,1013,13,9,92,5
2020-03-27 18:00:00,16,10,0.0,6.0,3,4,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,11,15,16,15,9,79,67,0.5,1013,15,10,139,8
2020-03-27 21:00:00,16,10,0.0,6.0,3,1,18,08:37 AM,08:56 PM,06:16 AM,06:22 PM,12,13,15,13,8,80,66,1.7,1010,13,8,195,6
2020-03-28 00:00:00,16,11,0.0,6.0,3,1,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,12,11,14,11,7,84,80,3.8,1009,11,7,351,4
2020-03-28 03:00:00,16,11,0.0,6.0,3,1,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,11,14,13,14,4,82,90,3.9,1012,13,8,265,3
2020-03-28 06:00:00,16,11,0.0,6.0,3,1,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,11,12,12,12,2,74,93,0.8,1013,12,9,165,1
2020-03-28 09:00:00,16,11,0.0,6.0,3,3,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,10,11,11,11,3,75,96,0.8,1012,11,10,220,3
2020-03-28 12:00:00,16,11,0.0,6.0,3,3,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,10,11,11,11,1,69,95,0.7,1012,11,10,65,1
2020-03-28 15:00:00,16,11,0.0,6.0,3,3,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,10,13,13,13,3,64,85,0.8,1014,13,9,73,3
2020-03-28 18:00:00,16,11,0.0,6.0,3,4,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,11,15,16,15,6,82,71,0.7,1014,15,9,155,5
2020-03-28 21:00:00,16,11,0.0,6.0,3,1,25,09:21 AM,09:41 PM,06:16 AM,06:22 PM,11,13,15,13,5,66,75,1.9,1011,13,9,99,4
2020-03-29 00:00:00,14,7,0.0,6.0,3,1,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,10,11,12,11,7,63,89,3.4,1011,12,7,110,5
2020-03-29 03:00:00,14,7,0.0,6.0,3,1,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,9,10,10,10,4,77,92,3.6,1013,10,8,268,3
2020-03-29 06:00:00,14,7,0.0,6.0,3,1,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,11,12,12,12,7,62,93,0.9,1014,12,10,156,6
2020-03-29 09:00:00,14,7,0.0,6.0,3,3,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,10,11,11,11,5,69,94,0.8,1013,11,10,167,4
2020-03-29 12:00:00,14,7,0.0,6.0,3,3,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,10,11,11,11,6,76,93,0.4,1014,11,9,153,5
2020-03-29 15:00:00,14,7,0.0,6.0,3,3,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,10,11,11,11,8,83,88,0.5,1015,11,9,156,7
2020-03-29 18:00:00,14,7,0.0,6.0,3,3,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,11,13,13,13,13,79,80,0.8,1015,13,9,137,10
2020-03-29 21:00:00,14,7,0.0,6.0,3,1,32,10:08 AM,10:28 PM,06:16 AM,06:22 PM,11,9,11,9,18,81,77,1.1,1012,9,10,134,15
2020-03-30 00:00:00,14,10,0.0,8.8,4,1,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,11,8,10,8,14,56,79,0.5,1011,8,9,146,12
2020-03-30 03:00:00,14,10,0.0,8.8,4,1,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,10,11,12,11,12,40,90,0.3,1014,12,10,145,10
2020-03-30 06:00:00,14,10,0.0,8.8,4,1,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,10,10,11,10,11,70,95,0.6,1016,11,7,143,10
2020-03-30 09:00:00,14,10,0.0,8.8,4,3,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,10,10,11,10,7,73,95,0.1,1014,11,3,142,6
2020-03-30 12:00:00,14,10,0.0,8.8,4,4,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,9,10,10,10,4,54,94,0.2,1014,10,7,131,4
2020-03-30 15:00:00,14,10,0.0,8.8,4,3,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,10,12,12,12,8,58,87,0.1,1015,12,10,138,6
2020-03-30 18:00:00,14,10,0.0,8.8,4,4,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,10,13,14,13,14,70,79,0.2,1015,14,9,132,12
2020-03-30 21:00:00,14,10,0.0,8.8,4,1,40,10:58 AM,11:19 PM,06:16 AM,06:21 PM,11,13,14,13,15,55,83,0.2,1013,14,10,136,13
2020-03-31 00:00:00,14,10,0.0,8.8,4,1,44,11:50 AM,No moonset,06:15 AM,06:21 PM,10,12,13,12,13,70,85,0.3,1012,13,9,144,11
2020-03-31 03:00:00,14,10,0.0,8.8,4,1,44,11:50 AM,No moonset,06:15 AM,06:21 PM,10,11,12,11,11,67,92,0.2,1014,12,10,150,9
2020-03-31 06:00:00,14,10,0.0,8.8,4,1,44,11:50 AM,No moonset,06:15 AM,06:21 PM,10,11,11,11,9,71,91,0.3,1015,11,9,148,8
2020-03-31 09:00:00,14,10,0.0,8.8,4,3,44,11:50 AM,No moonset,06:15 AM,06:21 PM,9,10,11,10,8,53,92,0.1,1014,11,10,157,6
2020-03-31 12:00:00,14,10,0.0,8.8,4,3,44,11:50 AM,No moonset,06:15 AM,06:21 PM,9,11,10,11,5,59,91,0.2,1013,10,8,159,4
2020-03-31 15:00:00,14,10,0.0,8.8,4,3,44,11:50 AM,No moonset,06:15 AM,06:21 PM,9,12,12,12,7,78,85,0.4,1015,12,5,139,6
2020-03-31 18:00:00,14,10,0.0,8.8,4,3,44,11:50 AM,No moonset,06:15 AM,06:21 PM,10,13,14,13,13,74,76,0.8,1015,14,7,139,11
2020-03-31 21:00:00,14,10,0.0,8.8,4,1,44,11:50 AM,No moonset,06:15 AM,06:21 PM,8,11,12,11,18,59,74,1.1,1012,12,10,142,13
2020-04-01 00:00:00,13,5,0.0,7.4,3,1,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,4,6,8,6,19,76,77,0.8,1011,8,10,143,11
2020-04-01 03:00:00,13,5,0.0,7.4,3,1,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,6,6,7,6,13,81,92,1.1,1013,7,9,161,6
2020-04-01 06:00:00,13,5,0.0,7.4,3,1,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,10,12,11,12,3,71,95,1.0,1015,11,8,184,3
2020-04-01 09:00:00,13,5,0.0,7.4,3,3,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,10,11,11,11,2,63,94,0.7,1014,11,6,177,2
2020-04-01 12:00:00,13,5,0.0,7.4,3,3,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,10,11,11,11,3,61,92,1.0,1013,11,9,138,3
2020-04-01 15:00:00,13,5,0.0,7.4,3,3,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,10,12,12,12,6,57,88,1.5,1015,12,9,119,5
2020-04-01 18:00:00,13,5,0.0,7.4,3,3,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,9,12,12,12,11,73,78,1.7,1016,12,9,131,9
2020-04-01 21:00:00,13,5,0.0,7.4,3,1,56,12:45 PM,12:13 AM,06:15 AM,06:21 PM,6,9,10,9,10,85,76,1.9,1013,10,9,120,7
2020-04-02 00:00:00,13,5,0.0,10.2,3,1,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,4,6,7,6,10,78,81,1.1,1012,7,10,126,5
2020-04-02 03:00:00,13,5,0.0,10.2,3,1,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,5,6,7,6,9,79,90,1.2,1014,7,10,133,5
2020-04-02 06:00:00,13,5,0.0,10.2,3,1,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,9,10,10,10,6,77,93,0.5,1015,10,9,142,5
2020-04-02 09:00:00,13,5,0.0,10.2,3,3,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,8,9,9,9,3,59,93,0.3,1015,9,9,130,3
2020-04-02 12:00:00,13,5,0.0,10.2,3,3,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,8,9,10,9,5,31,90,0.0,1015,10,10,115,4
2020-04-02 15:00:00,13,5,0.0,10.2,3,3,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,9,11,12,11,9,39,82,0.0,1017,12,10,123,8
2020-04-02 18:00:00,13,5,0.0,10.2,3,3,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,8,11,12,11,14,79,75,0.3,1016,12,9,133,12
2020-04-02 21:00:00,13,5,0.0,10.2,3,1,64,01:42 PM,01:09 AM,06:15 AM,06:21 PM,5,7,9,7,23,85,77,0.9,1014,9,10,139,14
2020-04-03 00:00:00,13,4,0.0,6.0,3,1,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,4,3,6,3,29,76,85,1.2,1013,6,10,137,14
2020-04-03 03:00:00,13,4,0.0,6.0,3,1,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,5,4,6,4,20,60,92,1.2,1015,6,8,135,11
2020-04-03 06:00:00,13,4,0.0,6.0,3,1,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,9,9,10,9,11,76,93,0.2,1016,10,5,132,9
2020-04-03 09:00:00,13,4,0.0,6.0,3,3,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,8,8,9,8,11,70,94,0.1,1015,9,7,129,9
2020-04-03 12:00:00,13,4,0.0,6.0,3,2,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,8,8,9,8,11,64,94,0.0,1015,9,7,137,9
2020-04-03 15:00:00,13,4,0.0,6.0,3,3,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,9,9,11,9,14,73,87,0.0,1015,11,5,132,12
2020-04-03 18:00:00,13,4,0.0,6.0,3,3,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,7,11,12,11,19,76,70,0.2,1015,12,10,122,16
2020-04-03 21:00:00,13,4,0.0,6.0,3,1,71,02:38 PM,02:06 AM,06:14 AM,06:20 PM,4,8,10,8,26,82,65,0.3,1012,10,10,115,18
2020-04-04 00:00:00,16,4,0.0,8.8,3,1,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,2,5,8,5,30,76,70,0.2,1011,8,10,110,15
2020-04-04 03:00:00,16,4,0.0,8.8,3,1,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,4,3,6,3,22,69,89,0.2,1013,6,9,119,12
2020-04-04 06:00:00,16,4,0.0,8.8,3,1,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,9,9,10,9,11,52,92,0.1,1015,10,8,139,10
2020-04-04 09:00:00,16,4,0.0,8.8,3,3,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,9,10,11,10,8,68,92,0.3,1014,11,4,148,7
2020-04-04 12:00:00,16,4,0.0,8.8,3,3,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,9,9,10,9,11,78,93,0.1,1013,10,5,137,9
2020-04-04 15:00:00,16,4,0.0,8.8,3,4,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,9,11,12,11,13,46,84,0.0,1014,12,10,124,12
2020-04-04 18:00:00,16,4,0.0,8.8,3,5,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,8,15,15,15,18,7,64,0.0,1013,15,10,124,15
2020-04-04 21:00:00,16,4,0.0,8.8,3,1,79,03:35 PM,03:03 AM,06:14 AM,06:20 PM,6,13,14,13,17,30,61,0.1,1010,14,10,122,14
2020-04-05 00:00:00,15,7,0.0,10.2,3,1,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,6,11,11,11,12,81,72,0.2,1009,11,10,119,8
2020-04-05 03:00:00,15,7,0.0,10.2,3,1,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,7,8,8,8,9,81,89,0.2,1012,8,10,118,5
2020-04-05 06:00:00,15,7,0.0,10.2,3,1,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,9,10,11,10,8,64,91,0.4,1014,11,9,131,7
2020-04-05 09:00:00,15,7,0.0,10.2,3,3,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,9,10,10,10,6,42,91,0.3,1014,10,10,155,5
2020-04-05 12:00:00,15,7,0.0,10.2,3,3,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,9,9,10,9,7,27,92,0.0,1014,10,10,148,6
2020-04-05 15:00:00,15,7,0.0,10.2,3,3,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,9,11,12,11,9,47,84,0.0,1015,12,10,135,8
2020-04-05 18:00:00,15,7,0.0,10.2,3,3,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,9,13,14,13,14,81,72,0.3,1014,14,10,131,12
2020-04-05 21:00:00,15,7,0.0,10.2,3,1,87,04:29 PM,03:59 AM,06:14 AM,06:20 PM,6,10,11,10,17,80,70,0.8,1011,11,10,126,13
2020-04-06 00:00:00,12,6,0.0,6.0,3,1,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,4,8,9,8,15,75,73,1.1,1011,9,10,118,8
2020-04-06 03:00:00,12,6,0.0,6.0,3,1,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,7,7,8,7,13,77,91,2.8,1014,8,9,113,7
2020-04-06 06:00:00,12,6,0.0,6.0,3,1,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,11,11,12,11,10,73,93,5.4,1016,12,8,112,9
2020-04-06 09:00:00,12,6,0.0,6.0,3,3,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,10,10,11,10,10,69,92,4.4,1015,11,7,143,8
2020-04-06 12:00:00,12,6,0.0,6.0,3,3,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,10,11,11,11,7,64,92,0.5,1015,11,5,143,6
2020-04-06 15:00:00,12,6,0.0,6.0,3,3,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,10,11,11,11,10,72,89,0.5,1017,11,7,133,9
2020-04-06 18:00:00,12,6,0.0,6.0,3,3,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,10,11,13,11,14,93,82,0.4,1016,11,10,131,12
2020-04-06 21:00:00,12,6,0.0,6.0,3,1,94,05:24 PM,04:54 AM,06:14 AM,06:19 PM,11,9,13,9,17,78,77,0.8,1012,9,9,130,14
2020-04-07 00:00:00,14,12,0.0,6.0,3,1,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,11,8,11,8,17,73,76,0.9,1011,8,9,126,13
2020-04-07 03:00:00,14,12,0.0,6.0,3,1,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,11,11,12,11,13,60,91,1.0,1014,12,10,131,10
2020-04-07 06:00:00,14,12,0.0,6.0,3,1,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,11,11,12,11,12,69,93,0.8,1016,12,10,146,9
2020-04-07 09:00:00,14,12,0.0,6.0,3,3,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,11,11,12,11,10,82,94,0.8,1015,12,10,141,8
2020-04-07 12:00:00,14,12,0.0,6.0,3,3,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,10,11,12,11,9,68,93,0.2,1015,12,10,134,7
2020-04-07 15:00:00,14,12,0.0,6.0,3,3,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,11,12,12,12,12,67,88,0.3,1017,12,10,139,10
2020-04-07 18:00:00,14,12,0.0,6.0,3,3,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,10,13,14,13,15,70,78,0.6,1016,14,10,128,12
2020-04-07 21:00:00,14,12,0.0,6.0,3,1,100,06:17 PM,05:49 AM,06:13 AM,06:19 PM,9,12,13,12,17,80,72,1.0,1013,13,9,126,13
2020-04-08 00:00:00,15,7,0.0,6.0,3,1,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,7,9,11,9,19,79,76,1.4,1012,11,10,129,12
2020-04-08 03:00:00,15,7,0.0,6.0,3,1,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,7,6,8,6,19,75,90,1.3,1015,8,10,137,11
2020-04-08 06:00:00,15,7,0.0,6.0,3,1,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,10,10,11,10,13,62,92,0.1,1016,11,10,139,12
2020-04-08 09:00:00,15,7,0.0,6.0,3,3,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,10,9,11,9,12,70,94,0.2,1015,11,7,144,11
2020-04-08 12:00:00,15,7,0.0,6.0,3,3,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,9,9,10,9,12,77,95,0.1,1015,10,5,137,10
2020-04-08 15:00:00,15,7,0.0,6.0,3,3,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,9,10,12,10,15,72,86,0.1,1016,12,10,136,13
2020-04-08 18:00:00,15,7,0.0,6.0,3,3,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,9,13,14,13,17,79,71,0.2,1016,14,10,129,15
2020-04-08 21:00:00,15,7,0.0,6.0,3,1,100,07:11 PM,06:43 AM,06:13 AM,06:19 PM,7,12,13,12,17,78,67,0.5,1012,13,9,123,13
2020-04-09 00:00:00,16,7,0.0,10.2,3,1,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,6,9,11,9,19,81,72,0.8,1011,11,9,128,12
2020-04-09 03:00:00,16,7,0.0,10.2,3,1,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,7,7,8,7,19,77,89,0.9,1014,8,9,132,10
2020-04-09 06:00:00,16,7,0.0,10.2,3,1,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,10,10,11,10,12,58,94,0.0,1016,11,10,132,10
2020-04-09 09:00:00,16,7,0.0,10.2,3,3,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,9,9,10,9,9,52,94,0.0,1015,10,7,132,8
2020-04-09 12:00:00,16,7,0.0,10.2,3,3,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,9,9,10,9,8,46,94,0.0,1014,10,5,140,7
2020-04-09 15:00:00,16,7,0.0,10.2,3,3,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,10,12,12,12,12,49,85,0.0,1015,12,10,131,10
2020-04-09 18:00:00,16,7,0.0,10.2,3,3,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,11,15,16,15,15,75,72,0.3,1015,15,10,134,13
2020-04-09 21:00:00,16,7,0.0,10.2,3,1,83,08:05 PM,07:39 AM,06:13 AM,06:18 PM,11,11,15,11,14,81,73,0.8,1012,11,9,138,12
2020-04-10 00:00:00,15,8,0.0,11.6,3,1,76,09:02 PM,08:34 AM,06:13 AM,06:18 PM,9,9,11,9,11,77,76,1.7,1011,9,9,121,8
2020-04-10 03:00:00,15,8,0.0,11.6,3,1,76,09:02 PM,08:34 AM,06:13 AM,06:18 PM,8,10,10,10,9,49,88,2.0,1014,10,8,126,7
2020-04-10 06:00:00,15,8,0.0,11.6,3,1,76,09:02 PM,08:34 AM,06:13 AM,06:18 PM,9,10,10,10,7,36,89,0.0,1015,10,10,139,6
2020-04-10 09:00:00,15,8,0.0,11.6,3,3,76,09:02 PM,08:34 AM,06:13 AM,06:18 PM,8,9,10,9,7,35,90,0.0,1015,10,10,132,6
2020-04-10 12:00:00,15,8,0.0,11.6,3,3,76,09:02 PM,08:34 AM,06:13 AM,06:18 PM,8,9,9,9,7,39,92,0.0,1014,9,10,127,6
2020-04-10 15:00:00,15,8,0.0,11.6,3,4,76,09:02 PM,08:34 AM,06:13 AM,06:18 PM,9,11,12,11,10,29,86,0.0,1016,12,10,134,8
2020-04-10 18:00:00,15,8,0.0,11.6,3,3,76,09:02 PM,08:34 AM,06:13 AM,06:18 PM,11,14,15,14,13,42,74,0.2,1015,14,10,142,11
