date_time,Denmark_maxtempC,Denmark_mintempC,Denmark_totalSnow_cm,Denmark_sunHour,Denmark_uvIndex,Denmark_uvIndex,Denmark_moon_illumination,Denmark_moonrise,Denmark_moonset,Denmark_sunrise,Denmark_sunset,Denmark_DewPointC,Denmark_FeelsLikeC,Denmark_HeatIndexC,Denmark_WindChillC,Denmark_WindGustKmph,Denmark_cloudcover,Denmark_humidity,Denmark_precipMM,Denmark_pressure,Denmark_tempC,Denmark_visibility,Denmark_winddirDegree,Denmark_windspeedKmph
2020-01-16 12:00:00,6,5,0.0,3.9,2,3,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,4,2,6,2,41,62,85,0.0,1023,6,10,240,25
2020-01-16 15:00:00,6,5,0.0,3.9,2,2,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,4,2,6,2,37,35,87,0.0,1024,6,10,234,23
2020-01-16 18:00:00,6,5,0.0,3.9,2,3,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,4,1,5,1,34,18,88,0.0,1025,5,10,222,21
2020-01-16 21:00:00,6,5,0.0,3.9,2,1,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,3,1,5,1,36,11,87,0.0,1024,5,10,195,21
2020-01-17 00:00:00,6,5,0.0,5.8,3,1,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,3,1,6,1,45,23,85,0.0,1023,6,10,173,27
2020-01-17 03:00:00,6,5,0.0,5.8,3,1,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,4,1,6,1,48,42,90,0.0,1021,6,10,178,29
2020-01-17 06:00:00,6,5,0.0,5.8,3,3,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,4,1,6,1,47,42,93,0.0,1020,6,10,181,28
2020-01-17 09:00:00,6,5,0.0,5.8,3,3,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,4,1,6,1,50,30,91,0.0,1018,6,10,179,30
2020-01-17 12:00:00,6,5,0.0,5.8,3,3,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,4,1,6,1,47,21,88,0.0,1017,6,10,177,28
2020-01-17 15:00:00,6,5,0.0,5.8,3,3,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,4,2,6,2,42,11,86,0.0,1015,6,10,175,24
2020-01-17 18:00:00,6,5,0.0,5.8,3,3,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,4,2,6,2,39,21,86,0.0,1014,6,10,174,23
2020-01-17 21:00:00,6,5,0.0,5.8,3,1,47,12:58 AM,12:34 PM,09:28 AM,05:12 PM,3,1,5,1,36,36,88,0.0,1012,5,10,174,22
2020-01-18 00:00:00,6,5,0.0,2.0,3,1,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,3,1,5,1,32,78,91,0.0,1011,5,10,179,20
2020-01-18 03:00:00,6,5,0.0,2.0,3,1,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,4,2,6,2,40,95,91,0.2,1011,6,5,215,24
2020-01-18 06:00:00,6,5,0.0,2.0,3,2,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,4,1,6,1,48,93,85,0.3,1012,6,2,230,30
2020-01-18 09:00:00,6,5,0.0,2.0,3,2,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,3,1,6,1,53,93,81,0.2,1013,6,7,230,33
2020-01-18 12:00:00,6,5,0.0,2.0,3,2,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,3,0,6,0,57,93,82,0.0,1014,6,10,233,37
2020-01-18 15:00:00,6,5,0.0,2.0,3,2,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,3,1,6,1,52,94,81,0.1,1014,6,10,236,33
2020-01-18 18:00:00,6,5,0.0,2.0,3,2,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,3,1,6,1,49,73,82,0.0,1016,6,10,242,30
2020-01-18 21:00:00,6,5,0.0,2.0,3,1,40,02:23 AM,12:51 PM,09:26 AM,05:14 PM,3,1,5,1,45,33,84,0.0,1018,5,10,255,29
2020-01-19 00:00:00,5,-1,0.0,5.8,2,1,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,2,0,5,0,41,16,83,0.0,1020,5,10,268,26
2020-01-19 03:00:00,5,-1,0.0,5.8,2,1,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,2,0,5,0,37,10,83,0.0,1022,5,10,271,23
2020-01-19 06:00:00,5,-1,0.0,5.8,2,2,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,2,-0,4,-0,34,13,86,0.0,1025,4,10,277,22
2020-01-19 09:00:00,5,-1,0.0,5.8,2,2,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,2,0,4,0,30,9,87,0.0,1027,4,10,277,19
2020-01-19 12:00:00,5,-1,0.0,5.8,2,2,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,2,1,5,1,26,2,81,0.0,1030,5,10,287,17
2020-01-19 15:00:00,5,-1,0.0,5.8,2,2,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,2,2,5,2,24,1,79,0.0,1032,5,10,282,15
2020-01-19 18:00:00,5,-1,0.0,5.8,2,2,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,2,2,5,2,17,1,77,0.0,1035,3,10,278,12
2020-01-19 21:00:00,5,-1,0.0,5.8,2,1,32,03:48 AM,01:11 PM,09:25 AM,05:16 PM,1,0,3,0,15,1,75,0.0,1037,0,10,274,11
2020-01-20 00:00:00,6,3,0.0,5.8,3,1,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,0,-1,3,-1,22,4,77,0.0,1039,2,10,271,14
2020-01-20 03:00:00,6,3,0.0,5.8,3,1,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,2,-0,4,-0,31,38,87,0.0,1040,4,10,273,19
2020-01-20 06:00:00,6,3,0.0,5.8,3,2,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,3,0,4,0,35,49,91,0.0,1041,4,10,268,22
2020-01-20 09:00:00,6,3,0.0,5.8,3,2,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,3,0,5,0,37,35,86,0.0,1040,5,10,263,24
2020-01-20 12:00:00,6,3,0.0,5.8,3,3,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,3,1,6,1,38,46,83,0.0,1040,6,10,263,24
2020-01-20 15:00:00,6,3,0.0,5.8,3,3,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,3,2,6,2,39,41,83,0.0,1040,6,10,259,24
2020-01-20 18:00:00,6,3,0.0,5.8,3,3,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,3,1,6,1,40,17,85,0.0,1039,6,10,263,25
2020-01-20 21:00:00,6,3,0.0,5.8,3,1,25,05:10 AM,01:35 PM,09:24 AM,05:18 PM,3,1,5,1,42,16,88,0.0,1038,5,10,260,27
2020-01-21 00:00:00,7,5,0.0,3.9,3,1,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,3,0,5,0,43,32,90,0.0,1037,5,10,259,28
2020-01-21 03:00:00,7,5,0.0,3.9,3,1,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,4,0,5,0,49,23,88,0.0,1035,5,10,263,31
2020-01-21 06:00:00,7,5,0.0,3.9,3,3,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,4,0,5,0,52,47,87,0.0,1034,5,10,273,33
2020-01-21 09:00:00,7,5,0.0,3.9,3,2,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,4,1,6,1,52,33,87,0.0,1033,6,10,267,33
2020-01-21 12:00:00,7,5,0.0,3.9,3,3,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,4,1,6,1,54,34,87,0.0,1032,6,10,266,33
2020-01-21 15:00:00,7,5,0.0,3.9,3,3,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,5,2,7,2,55,69,87,0.0,1031,7,10,265,32
2020-01-21 18:00:00,7,5,0.0,3.9,3,2,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,5,3,7,3,55,92,89,0.0,1030,7,10,273,32
2020-01-21 21:00:00,7,5,0.0,3.9,3,1,18,06:28 AM,02:06 PM,09:22 AM,05:20 PM,5,2,7,2,61,81,85,0.1,1028,7,10,281,35
2020-01-22 00:00:00,6,1,0.0,5.8,2,1,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,3,1,6,1,58,79,82,0.1,1027,6,10,291,35
2020-01-22 03:00:00,6,1,0.0,5.8,2,1,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,3,0,6,0,54,81,82,0.0,1026,6,10,295,34
2020-01-22 06:00:00,6,1,0.0,5.8,2,2,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,2,0,5,0,49,54,82,0.0,1025,5,10,298,31
2020-01-22 09:00:00,6,1,0.0,5.8,2,3,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,2,1,5,1,46,15,81,0.0,1026,5,10,307,28
2020-01-22 12:00:00,6,1,0.0,5.8,2,3,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,3,2,6,2,44,3,78,0.0,1028,6,10,320,27
2020-01-22 15:00:00,6,1,0.0,5.8,2,3,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,1,2,6,2,36,2,71,0.0,1029,6,10,341,22
2020-01-22 18:00:00,6,1,0.0,5.8,2,2,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,0,3,6,3,20,1,65,0.0,1031,4,10,355,14
2020-01-22 21:00:00,6,1,0.0,5.8,2,1,11,07:40 AM,02:47 PM,09:21 AM,05:22 PM,-1,2,4,2,11,4,63,0.0,1032,2,10,324,8
2020-01-23 00:00:00,6,0,0.0,3.9,3,1,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,-2,2,4,2,13,7,61,0.0,1033,3,10,283,8
2020-01-23 03:00:00,6,0,0.0,3.9,3,1,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,0,0,4,0,23,18,80,0.0,1032,4,10,259,15
2020-01-23 06:00:00,6,0,0.0,3.9,3,2,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,2,-1,4,-1,35,36,90,0.0,1030,4,10,264,22
2020-01-23 09:00:00,6,0,0.0,3.9,3,2,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,2,-1,4,-1,40,52,86,0.0,1029,4,10,262,25
2020-01-23 12:00:00,6,0,0.0,3.9,3,3,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,4,1,5,1,40,49,88,0.0,1028,5,10,265,26
2020-01-23 15:00:00,6,0,0.0,3.9,3,3,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,5,2,6,2,42,81,93,0.1,1026,6,10,272,26
2020-01-23 18:00:00,6,0,0.0,3.9,3,1,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,5,3,6,3,44,76,93,0.2,1024,5,10,259,26
2020-01-23 21:00:00,6,0,0.0,3.9,3,1,3,08:38 AM,03:41 PM,09:20 AM,05:24 PM,5,1,5,1,41,83,92,0.1,1023,1,10,255,24
2020-01-24 00:00:00,7,6,0.0,2.0,2,1,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,5,2,6,2,41,95,92,0.3,1022,5,5,254,24
2020-01-24 03:00:00,7,6,0.0,2.0,2,1,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,5,2,6,2,42,99,92,0.1,1020,6,7,251,25
2020-01-24 06:00:00,7,6,0.0,2.0,2,2,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,5,2,6,2,41,99,91,0.1,1019,6,10,255,24
2020-01-24 09:00:00,7,6,0.0,2.0,2,2,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,5,2,6,2,42,99,89,0.0,1018,6,10,256,25
2020-01-24 12:00:00,7,6,0.0,2.0,2,2,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,4,2,7,2,42,100,86,0.0,1017,7,10,263,25
2020-01-24 15:00:00,7,6,0.0,2.0,2,2,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,4,3,7,3,40,100,86,0.1,1016,7,5,267,24
2020-01-24 18:00:00,7,6,0.0,2.0,2,2,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,5,2,6,2,41,100,89,0.5,1015,6,2,269,25
2020-01-24 21:00:00,7,6,0.0,2.0,2,1,0,09:24 AM,04:43 PM,09:18 AM,05:26 PM,4,2,6,2,40,47,90,0.2,1015,6,7,276,24
2020-01-25 00:00:00,6,5,0.0,5.8,3,1,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,3,1,5,1,38,15,89,0.0,1015,5,10,275,23
2020-01-25 03:00:00,6,5,0.0,5.8,3,1,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,3,1,5,1,37,27,89,0.0,1015,5,10,269,23
2020-01-25 06:00:00,6,5,0.0,5.8,3,2,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,4,1,5,1,34,39,91,0.0,1016,5,10,268,21
2020-01-25 09:00:00,6,5,0.0,5.8,3,3,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,3,1,5,1,31,36,88,0.0,1016,5,10,268,19
2020-01-25 12:00:00,6,5,0.0,5.8,3,3,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,3,2,6,2,29,36,84,0.0,1017,6,10,269,18
2020-01-25 15:00:00,6,5,0.0,5.8,3,3,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,4,3,6,3,30,53,86,0.0,1017,6,10,264,18
2020-01-25 18:00:00,6,5,0.0,5.8,3,3,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,4,3,6,3,28,84,88,0.0,1017,6,10,258,16
2020-01-25 21:00:00,6,5,0.0,5.8,3,1,0,09:58 AM,05:54 PM,09:16 AM,05:28 PM,5,3,6,3,28,99,91,0.0,1017,6,10,246,17
2020-01-26 00:00:00,4,0,0.0,3.9,1,1,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,5,2,6,2,31,99,93,0.0,1017,6,10,236,19
2020-01-26 03:00:00,4,0,0.0,3.9,1,1,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,3,0,5,0,34,100,89,0.0,1016,5,10,237,23
2020-01-26 06:00:00,4,0,0.0,3.9,1,1,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,2,-0,4,-0,32,95,87,0.0,1016,4,10,243,22
2020-01-26 09:00:00,4,0,0.0,3.9,1,1,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,2,-1,4,-1,32,97,88,0.0,1016,4,10,234,22
2020-01-26 12:00:00,4,0,0.0,3.9,1,1,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,2,-0,4,-0,31,82,87,0.0,1015,4,10,233,21
2020-01-26 15:00:00,4,0,0.0,3.9,1,1,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,3,1,4,1,26,54,88,0.0,1014,4,10,231,18
2020-01-26 18:00:00,4,0,0.0,3.9,1,2,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,2,0,4,0,32,82,87,0.0,1013,4,10,211,21
2020-01-26 21:00:00,4,0,0.0,3.9,1,1,4,10:24 AM,07:06 PM,09:15 AM,05:30 PM,2,0,4,0,38,75,85,0.0,1013,2,10,200,24
2020-01-27 00:00:00,6,4,0.0,2.0,1,1,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,2,0,4,0,34,80,86,0.0,1012,3,10,202,22
2020-01-27 03:00:00,6,4,0.0,2.0,1,1,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,2,-1,4,-1,34,96,89,0.0,1010,4,10,194,23
2020-01-27 06:00:00,6,4,0.0,2.0,1,1,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,3,-1,4,-1,39,100,92,0.0,1008,4,10,188,26
2020-01-27 09:00:00,6,4,0.0,2.0,1,1,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,3,-1,5,-1,45,100,93,0.1,1006,5,10,189,30
2020-01-27 12:00:00,6,4,0.0,2.0,1,1,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,4,-0,5,-0,47,100,93,0.0,1005,5,10,200,30
2020-01-27 15:00:00,6,4,0.0,2.0,1,2,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,4,1,5,1,43,100,93,0.3,1003,5,5,207,27
2020-01-27 18:00:00,6,4,0.0,2.0,1,2,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,5,1,6,1,37,100,93,0.2,1002,6,7,203,23
2020-01-27 21:00:00,6,4,0.0,2.0,1,1,11,10:43 AM,08:18 PM,09:13 AM,05:32 PM,4,1,5,1,36,87,93,0.1,1001,5,10,187,22
2020-01-28 00:00:00,6,5,0.0,2.1,2,1,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,4,1,5,1,38,94,93,0.0,998,5,10,163,25
2020-01-28 03:00:00,6,5,0.0,2.1,2,1,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,4,0,5,0,36,100,95,0.3,995,5,5,145,24
2020-01-28 06:00:00,6,5,0.0,2.1,2,1,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,4,0,5,0,36,100,96,0.3,992,5,2,153,24
2020-01-28 09:00:00,6,5,0.0,2.1,2,1,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,4,0,5,0,43,100,96,1.3,989,5,7,168,28
2020-01-28 12:00:00,6,5,0.0,2.1,2,2,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,4,1,5,1,36,100,90,0.9,987,5,4,191,24
2020-01-28 15:00:00,6,5,0.0,2.1,2,2,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,4,1,5,1,32,87,89,0.3,986,5,7,195,21
2020-01-28 18:00:00,6,5,0.0,2.1,2,2,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,3,1,5,1,28,85,90,0.1,986,5,10,199,18
2020-01-28 21:00:00,6,5,0.0,2.1,2,1,18,10:59 AM,09:31 PM,09:12 AM,05:35 PM,3,2,5,2,17,96,92,0.1,986,5,10,234,12
2020-01-29 00:00:00,5,4,0.0,2.1,1,1,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,3,2,5,2,19,100,90,0.0,986,5,10,280,13
2020-01-29 03:00:00,5,4,0.0,2.1,1,1,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,2,1,4,1,28,85,85,0.0,989,4,10,269,19
2020-01-29 06:00:00,5,4,0.0,2.1,1,1,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,1,-1,4,-1,39,43,83,0.0,990,4,10,251,25
2020-01-29 09:00:00,5,4,0.0,2.1,1,2,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,2,-1,4,-1,39,29,85,0.0,991,4,10,248,26
2020-01-29 12:00:00,5,4,0.0,2.1,1,2,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,2,0,4,0,33,72,84,0.0,992,4,10,263,23
2020-01-29 15:00:00,5,4,0.0,2.1,1,1,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,2,1,5,1,33,65,82,0.2,994,5,7,264,21
2020-01-29 18:00:00,5,4,0.0,2.1,1,1,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,2,0,5,0,39,68,83,0.2,996,5,8,265,24
2020-01-29 21:00:00,5,4,0.0,2.1,1,1,26,11:13 AM,10:41 PM,09:10 AM,05:37 PM,2,-0,5,-0,44,70,83,0.1,998,5,10,263,28
2020-01-30 00:00:00,7,4,0.0,2.1,2,1,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,2,-1,4,-1,44,62,83,0.0,1000,4,10,255,28
2020-01-30 03:00:00,7,4,0.0,2.1,2,1,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,2,-1,4,-1,39,86,87,0.3,999,4,5,230,26
2020-01-30 06:00:00,7,4,0.0,2.1,2,1,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,4,-0,5,-0,44,100,92,2.5,997,5,5,224,28
2020-01-30 09:00:00,7,4,0.0,2.1,2,2,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,5,1,6,1,42,75,92,3.1,996,6,8,258,26
2020-01-30 12:00:00,7,4,0.0,2.1,2,2,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,4,2,6,2,42,88,87,2.9,997,6,7,279,26
2020-01-30 15:00:00,7,4,0.0,2.1,2,2,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,4,3,7,3,40,98,84,1.0,998,7,9,277,23
2020-01-30 18:00:00,7,4,0.0,2.1,2,2,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,5,3,6,3,34,99,90,0.0,998,6,10,246,20
2020-01-30 21:00:00,7,4,0.0,2.1,2,1,33,11:25 AM,11:51 PM,09:08 AM,05:39 PM,4,2,6,2,39,100,91,0.1,996,6,10,224,24
2020-01-31 00:00:00,8,-1,0.0,2.1,2,1,37,11:37 AM,No moonset,09:06 AM,05:41 PM,4,0,5,0,50,100,93,0.0,992,5,10,200,33
2020-01-31 03:00:00,8,-1,0.0,2.1,2,1,37,11:37 AM,No moonset,09:06 AM,05:41 PM,5,2,7,2,61,100,88,0.9,988,7,9,245,38
2020-01-31 06:00:00,8,-1,0.0,2.1,2,2,37,11:37 AM,No moonset,09:06 AM,05:41 PM,5,2,7,2,60,100,85,1.3,990,7,9,279,36
2020-01-31 09:00:00,8,-1,0.0,2.1,2,2,37,11:37 AM,No moonset,09:06 AM,05:41 PM,5,3,7,3,58,94,86,0.4,993,7,10,283,34
2020-01-31 12:00:00,8,-1,0.0,2.1,2,2,37,11:37 AM,No moonset,09:06 AM,05:41 PM,4,3,7,3,57,78,81,0.0,997,7,10,282,34
2020-01-31 15:00:00,8,-1,0.0,2.1,2,2,37,11:37 AM,No moonset,09:06 AM,05:41 PM,4,2,6,2,40,90,85,0.4,999,6,5,275,24
2020-01-31 18:00:00,8,-1,0.0,2.1,2,1,37,11:37 AM,No moonset,09:06 AM,05:41 PM,5,3,5,3,34,100,91,0.7,999,4,7,238,21
2020-01-31 21:00:00,8,-1,0.0,2.1,2,1,37,11:37 AM,No moonset,09:06 AM,05:41 PM,6,0,2,0,37,100,94,0.8,998,0,9,233,21
2020-02-01 00:00:00,8,7,0.0,2.1,2,1,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,7,2,5,2,42,100,94,0.9,998,5,9,240,23
2020-02-01 03:00:00,8,7,0.0,2.1,2,1,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,7,4,8,4,48,100,94,0.6,996,8,4,229,26
2020-02-01 06:00:00,8,7,0.0,2.1,2,2,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,7,4,8,4,53,93,91,0.7,994,8,7,237,29
2020-02-01 09:00:00,8,7,0.0,2.1,2,2,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,6,4,8,4,51,96,88,0.4,994,8,4,239,28
2020-02-01 12:00:00,8,7,0.0,2.1,2,2,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,6,5,8,5,48,100,85,0.1,993,8,7,234,26
2020-02-01 15:00:00,8,7,0.0,2.1,2,2,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,5,4,8,4,49,100,81,0.1,992,8,10,234,27
2020-02-01 18:00:00,8,7,0.0,2.1,2,2,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,4,3,7,3,50,90,80,0.3,992,7,10,241,29
2020-02-01 21:00:00,8,7,0.0,2.1,2,1,49,11:51 AM,01:02 AM,09:04 AM,05:43 PM,4,2,7,2,53,92,81,0.2,991,7,10,242,33
2020-02-02 00:00:00,6,4,0.0,5.8,2,1,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,4,1,6,1,60,98,84,0.1,991,6,10,238,38
2020-02-02 03:00:00,6,4,0.0,5.8,2,1,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,1,0,6,0,64,40,74,0.0,992,6,10,263,42
2020-02-02 06:00:00,6,4,0.0,5.8,2,3,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,1,-0,6,-0,66,19,73,0.0,995,6,10,279,43
2020-02-02 09:00:00,6,4,0.0,5.8,2,3,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,1,-0,5,-0,59,10,75,0.0,998,5,10,283,39
2020-02-02 12:00:00,6,4,0.0,5.8,2,3,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,1,1,6,1,50,36,73,0.0,1000,6,10,285,33
2020-02-02 15:00:00,6,4,0.0,5.8,2,3,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,1,1,6,1,41,29,73,0.0,1000,6,10,281,26
2020-02-02 18:00:00,6,4,0.0,5.8,2,2,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,1,1,5,1,35,36,77,0.0,1000,5,10,274,22
2020-02-02 21:00:00,6,4,0.0,5.8,2,1,57,12:06 PM,02:13 AM,09:02 AM,05:45 PM,1,0,4,0,31,82,80,0.0,1000,4,10,275,20
2020-02-03 00:00:00,5,-1,0.0,2.1,1,1,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,2,-0,4,-0,28,100,85,0.0,1000,4,10,274,18
2020-02-03 03:00:00,5,-1,0.0,2.1,1,1,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,1,-0,4,-0,29,100,84,0.0,1002,4,10,280,19
2020-02-03 06:00:00,5,-1,0.0,2.1,1,1,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,2,-0,4,-0,26,64,86,0.0,1003,4,10,266,17
2020-02-03 09:00:00,5,-1,0.0,2.1,1,2,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,2,0,4,0,19,67,87,0.0,1003,4,10,248,13
2020-02-03 12:00:00,5,-1,0.0,2.1,1,1,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,2,2,4,2,12,92,85,0.1,1003,4,10,195,8
2020-02-03 15:00:00,5,-1,0.0,2.1,1,1,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,3,3,5,3,12,100,89,0.1,1002,5,10,177,9
2020-02-03 18:00:00,5,-1,0.0,2.1,1,1,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,4,3,5,3,30,91,91,0.0,1001,3,10,221,19
2020-02-03 21:00:00,5,-1,0.0,2.1,1,1,64,12:25 PM,03:27 AM,09:01 AM,05:47 PM,3,0,2,0,46,96,85,0.0,999,0,10,257,30
2020-02-04 00:00:00,5,-2,0.3,3.3,1,1,72,12:50 PM,04:42 AM,08:59 AM,05:49 PM,1,-1,3,-1,47,71,80,0.0,998,3,10,262,31
2020-02-04 03:00:00,5,-2,0.3,3.3,1,1,72,12:50 PM,04:42 AM,08:59 AM,05:49 PM,2,-1,4,-1,44,67,84,0.0,996,4,10,263,29
2020-02-04 06:00:00,5,-2,0.3,3.3,1,1,72,12:50 PM,04:42 AM,08:59 AM,05:49 PM,2,-1,4,-1,44,91,85,0.0,996,4,10,274,29
2020-02-04 09:00:00,5,-2,0.3,3.3,1,1,72,12:50 PM,04:42 AM,08:59 AM,05:49 PM,2,-0,5,-0,41,78,83,0.1,998,5,10,287,27
2020-02-04 12:00:00,5,-2,0.3,3.3,1,1,72,12:50 PM,04:42 AM,08:59 AM,05:49 PM,2,-2,4,-2,43,89,90,0.4,1001,4,5,304,30
2020-02-04 15:00:00,5,-2,0.3,3.3,1,1,72,12:50 PM,04:42 AM,08:59 AM,05:49 PM,2,-2,4,-2,52,100,86,0.4,1004,4,7,325,37
2020-02-04 18:00:00,5,-2,0.3,3.3,1,1,72,12:50 PM,04:42 AM,08:59 AM,05:49 PM,0,-0,4,-0,58,100,78,0.4,1008,2,9,341,41
