date_time,Deloraine_maxtempC,Deloraine_mintempC,Deloraine_totalSnow_cm,Deloraine_sunHour,Deloraine_uvIndex,Deloraine_uvIndex,Deloraine_moon_illumination,Deloraine_moonrise,Deloraine_moonset,Deloraine_sunrise,Deloraine_sunset,Deloraine_DewPointC,Deloraine_FeelsLikeC,Deloraine_HeatIndexC,Deloraine_WindChillC,Deloraine_WindGustKmph,Deloraine_cloudcover,Deloraine_humidity,Deloraine_precipMM,Deloraine_pressure,Deloraine_tempC,Deloraine_visibility,Deloraine_winddirDegree,Deloraine_windspeedKmph
2020-03-11 18:00:00,21,7,0.0,11.6,5,1,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,9,19,22,19,13,0,68,0.0,1022,19,10,337,8
2020-03-11 21:00:00,21,7,0.0,11.6,5,1,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,8,17,20,17,5,0,87,0.0,1023,17,10,353,3
2020-03-12 00:00:00,25,8,0.0,11.6,6,1,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,8,11,12,11,2,12,95,0.0,1023,11,10,143,1
2020-03-12 03:00:00,25,8,0.0,11.6,6,1,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,8,9,9,9,1,15,96,0.0,1022,9,10,91,1
2020-03-12 06:00:00,25,8,0.0,11.6,6,1,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,10,11,11,11,2,29,93,0.0,1022,11,10,119,1
2020-03-12 09:00:00,25,8,0.0,11.6,6,5,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,12,18,20,18,5,25,68,0.0,1021,18,10,256,4
2020-03-12 12:00:00,25,8,0.0,11.6,6,6,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,12,25,25,24,13,17,48,0.0,1020,24,10,326,11
2020-03-12 15:00:00,25,8,0.0,11.6,6,6,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,12,25,25,23,14,35,48,0.0,1018,23,10,344,11
2020-03-12 18:00:00,25,8,0.0,11.6,6,1,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,11,19,22,19,11,20,68,0.0,1018,19,10,347,6
2020-03-12 21:00:00,25,8,0.0,11.6,6,1,76,08:25 PM,08:42 AM,06:07 AM,06:38 PM,10,15,18,15,9,10,81,0.0,1018,15,10,342,4
2020-03-13 00:00:00,20,9,0.0,7.5,5,1,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,10,13,13,13,6,11,88,0.0,1016,13,10,342,3
2020-03-13 03:00:00,20,9,0.0,7.5,5,1,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,11,12,12,12,8,18,93,0.0,1014,12,5,126,4
2020-03-13 06:00:00,20,9,0.0,7.5,5,1,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,12,14,13,14,9,35,93,0.0,1012,13,7,234,5
2020-03-13 09:00:00,20,9,0.0,7.5,5,5,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,13,18,18,18,14,49,73,0.0,1011,18,10,334,11
2020-03-13 12:00:00,20,9,0.0,7.5,5,5,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,13,18,18,18,21,72,77,1.8,1009,18,8,320,17
2020-03-13 15:00:00,20,9,0.0,7.5,5,4,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,14,16,16,16,13,93,92,5.1,1009,16,7,323,10
2020-03-13 18:00:00,20,9,0.0,7.5,5,1,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,9,13,15,13,22,88,86,2.5,1012,13,9,251,12
2020-03-13 21:00:00,20,9,0.0,7.5,5,1,69,08:58 PM,09:58 AM,06:08 AM,06:36 PM,3,10,13,10,23,80,77,0.6,1016,10,10,179,12
2020-03-14 00:00:00,15,3,0.0,8.9,3,1,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,1,5,7,5,12,26,78,0.2,1019,6,10,179,6
2020-03-14 03:00:00,15,3,0.0,8.9,3,1,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,0,3,3,3,5,6,81,0.0,1020,3,10,220,2
2020-03-14 06:00:00,15,3,0.0,8.9,3,1,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,1,5,5,5,2,5,79,0.0,1022,5,10,269,1
2020-03-14 09:00:00,15,3,0.0,8.9,3,4,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,2,11,11,11,4,3,58,0.0,1023,11,10,220,4
2020-03-14 12:00:00,15,3,0.0,8.9,3,4,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,3,15,15,15,8,56,46,0.0,1022,15,10,179,7
2020-03-14 15:00:00,15,3,0.0,8.9,3,4,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,4,15,15,15,8,69,48,0.0,1021,15,10,172,7
2020-03-14 18:00:00,15,3,0.0,8.9,3,1,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,5,12,12,12,5,74,64,0.0,1021,12,10,248,3
2020-03-14 21:00:00,15,3,0.0,8.9,3,1,62,09:34 PM,11:12 AM,06:09 AM,06:35 PM,4,8,8,8,3,41,77,0.0,1023,8,10,324,1
2020-03-15 00:00:00,20,7,0.0,11.6,5,1,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,5,7,7,7,1,42,84,0.0,1023,7,10,197,1
2020-03-15 03:00:00,20,7,0.0,11.6,5,1,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,5,7,7,7,4,37,88,0.0,1022,7,10,144,2
2020-03-15 06:00:00,20,7,0.0,11.6,5,1,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,6,8,8,8,5,19,86,0.0,1024,8,10,149,3
2020-03-15 09:00:00,20,7,0.0,11.6,5,4,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,7,15,15,15,5,9,62,0.0,1025,15,10,165,4
2020-03-15 12:00:00,20,7,0.0,11.6,5,5,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,7,19,19,19,5,9,44,0.0,1025,19,10,159,5
2020-03-15 15:00:00,20,7,0.0,11.6,5,5,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,7,20,20,20,7,23,44,0.0,1024,20,10,141,6
2020-03-15 18:00:00,20,7,0.0,11.6,5,1,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,7,18,20,18,9,42,61,0.0,1026,18,10,79,5
2020-03-15 21:00:00,20,7,0.0,11.6,5,1,55,10:14 PM,12:23 PM,06:10 AM,06:33 PM,7,15,18,15,8,56,78,0.0,1028,15,10,115,4
2020-03-16 00:00:00,19,8,0.0,11.6,5,1,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,6,10,11,10,8,62,86,0.0,1029,10,10,145,4
2020-03-16 03:00:00,19,8,0.0,11.6,5,1,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,6,8,8,8,7,72,87,0.0,1029,8,10,146,4
2020-03-16 06:00:00,19,8,0.0,11.6,5,1,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,7,10,10,10,6,43,83,0.0,1030,10,10,139,4
2020-03-16 09:00:00,19,8,0.0,11.6,5,5,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,8,16,16,16,3,19,63,0.0,1030,16,10,189,3
2020-03-16 12:00:00,19,8,0.0,11.6,5,5,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,9,19,19,19,5,59,52,0.0,1030,19,10,290,4
2020-03-16 15:00:00,19,8,0.0,11.6,5,4,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,9,18,18,18,9,56,55,0.0,1028,18,10,330,8
2020-03-16 18:00:00,19,8,0.0,11.6,5,1,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,9,16,17,16,12,27,75,0.0,1028,16,10,343,7
2020-03-16 21:00:00,19,8,0.0,11.6,5,1,47,11:00 PM,01:30 PM,06:11 AM,06:31 PM,8,13,16,13,9,19,90,0.0,1029,13,10,128,4
2020-03-17 00:00:00,21,8,0.0,11.6,5,1,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,7,10,11,10,4,11,94,0.0,1028,10,5,6,2
2020-03-17 03:00:00,21,8,0.0,11.6,5,1,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,7,8,8,8,3,52,96,0.0,1027,8,2,221,1
2020-03-17 06:00:00,21,8,0.0,11.6,5,1,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,9,10,10,10,3,70,92,0.0,1027,10,7,340,1
2020-03-17 09:00:00,21,8,0.0,11.6,5,4,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,10,15,15,15,8,58,74,0.0,1026,15,10,336,7
2020-03-17 12:00:00,21,8,0.0,11.6,5,5,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,11,20,20,20,15,41,58,0.0,1024,20,10,331,13
2020-03-17 15:00:00,21,8,0.0,11.6,5,6,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,11,21,21,21,16,18,55,0.0,1022,21,10,329,14
2020-03-17 18:00:00,21,8,0.0,11.6,5,1,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,11,18,20,18,14,36,77,0.0,1022,18,10,110,9
2020-03-17 21:00:00,21,8,0.0,11.6,5,1,40,11:51 PM,02:30 PM,06:12 AM,06:30 PM,12,15,16,15,8,63,90,0.0,1021,15,10,232,5
2020-03-18 00:00:00,20,12,0.0,7.5,4,1,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,12,13,13,13,10,57,93,0.0,1020,13,10,344,5
2020-03-18 03:00:00,20,12,0.0,7.5,4,1,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,11,12,12,12,9,65,94,0.0,1018,12,5,349,4
2020-03-18 06:00:00,20,12,0.0,7.5,4,1,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,11,13,12,13,8,68,92,0.0,1018,12,7,355,4
2020-03-18 09:00:00,20,12,0.0,7.5,4,4,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,13,17,17,17,12,70,77,0.0,1017,17,10,340,9
2020-03-18 12:00:00,20,12,0.0,7.5,4,4,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,13,19,19,19,15,79,69,0.1,1016,19,10,318,12
2020-03-18 15:00:00,20,12,0.0,7.5,4,4,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,12,17,17,17,16,61,76,0.5,1016,17,7,325,12
2020-03-18 18:00:00,20,12,0.0,7.5,4,1,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,12,14,14,14,18,46,87,0.2,1017,14,8,341,10
2020-03-18 21:00:00,20,12,0.0,7.5,4,1,33,No moonrise,03:24 PM,06:14 AM,06:28 PM,12,13,13,13,12,81,96,0.0,1018,13,3,345,6
2020-03-19 00:00:00,21,10,0.0,8.8,4,1,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,11,12,12,12,4,61,98,0.0,1018,12,7,335,2
2020-03-19 03:00:00,21,10,0.0,8.8,4,1,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,10,10,10,10,1,29,97,0.0,1018,10,10,240,1
2020-03-19 06:00:00,21,10,0.0,8.8,4,1,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,9,10,10,10,3,26,93,0.0,1018,10,10,300,1
2020-03-19 09:00:00,21,10,0.0,8.8,4,5,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,10,17,17,17,4,48,68,0.0,1018,17,10,295,3
2020-03-19 12:00:00,21,10,0.0,8.8,4,5,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,12,18,18,18,2,54,70,0.1,1017,18,10,260,2
2020-03-19 15:00:00,21,10,0.0,8.8,4,4,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,12,20,22,20,1,65,61,0.1,1015,20,10,255,1
2020-03-19 18:00:00,21,10,0.0,8.8,4,1,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,11,20,24,20,7,90,73,0.2,1013,20,5,85,4
2020-03-19 21:00:00,21,10,0.0,8.8,4,1,25,12:47 AM,04:08 PM,06:15 AM,06:26 PM,12,17,21,17,10,100,91,1.2,1011,17,7,206,5
2020-03-20 00:00:00,17,10,0.0,7.4,3,1,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,11,12,14,12,16,91,94,11.3,1009,13,7,340,9
2020-03-20 03:00:00,17,10,0.0,7.4,3,1,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,10,9,11,9,20,88,95,16.2,1008,11,5,340,10
2020-03-20 06:00:00,17,10,0.0,7.4,3,1,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,10,9,10,9,22,89,94,5.5,1007,10,8,325,11
2020-03-20 09:00:00,17,10,0.0,7.4,3,3,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,11,14,15,14,21,70,79,0.2,1007,15,10,309,15
2020-03-20 12:00:00,17,10,0.0,7.4,3,4,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,12,16,16,16,19,79,75,0.3,1006,16,10,306,17
2020-03-20 15:00:00,17,10,0.0,7.4,3,4,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,11,17,17,17,15,81,71,0.4,1006,17,9,294,13
2020-03-20 18:00:00,17,10,0.0,7.4,3,1,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,9,15,16,15,12,38,75,0.2,1009,15,10,267,7
2020-03-20 21:00:00,17,10,0.0,7.4,3,1,18,01:46 AM,04:46 PM,06:16 AM,06:25 PM,8,11,12,11,7,28,83,0.0,1013,11,10,217,3
2020-03-21 00:00:00,20,7,0.0,7.4,5,1,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,7,9,9,9,4,11,89,0.0,1016,9,10,196,2
2020-03-21 03:00:00,20,7,0.0,7.4,5,1,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,6,8,8,8,4,22,92,0.0,1017,8,10,177,2
2020-03-21 06:00:00,20,7,0.0,7.4,5,1,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,6,8,8,8,6,69,88,0.0,1019,8,10,153,3
2020-03-21 09:00:00,20,7,0.0,7.4,5,3,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,8,15,14,15,4,51,66,0.0,1020,14,10,125,3
2020-03-21 12:00:00,20,7,0.0,7.4,5,5,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,10,19,19,19,10,61,56,0.0,1019,19,10,266,8
2020-03-21 15:00:00,20,7,0.0,7.4,5,4,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,11,18,18,18,15,84,63,0.1,1018,18,9,344,13
2020-03-21 18:00:00,20,7,0.0,7.4,5,1,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,11,14,14,14,14,86,80,0.1,1018,14,10,350,10
2020-03-21 21:00:00,20,7,0.0,7.4,5,1,11,02:46 AM,05:19 PM,06:17 AM,06:23 PM,10,12,12,12,9,76,92,0.0,1018,12,5,133,6
2020-03-22 00:00:00,18,8,0.0,10.2,3,1,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,9,10,10,10,8,90,97,0.0,1017,10,1,242,4
2020-03-22 03:00:00,18,8,0.0,10.2,3,1,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,8,8,8,8,9,63,96,0.0,1016,8,1,323,5
2020-03-22 06:00:00,18,8,0.0,10.2,3,1,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,6,8,8,8,6,45,90,0.0,1017,8,7,296,3
2020-03-22 09:00:00,18,8,0.0,10.2,3,4,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,6,12,12,12,6,72,69,0.1,1019,12,10,220,4
2020-03-22 12:00:00,18,8,0.0,10.2,3,4,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,6,17,17,17,12,60,48,0.0,1020,17,10,202,10
2020-03-22 15:00:00,18,8,0.0,10.2,3,5,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,4,17,17,17,15,20,42,0.0,1020,17,10,202,13
2020-03-22 18:00:00,18,8,0.0,10.2,3,1,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,3,14,16,14,14,3,54,0.0,1022,14,10,186,9
2020-03-22 21:00:00,18,8,0.0,10.2,3,1,4,03:47 AM,05:47 PM,06:18 AM,06:21 PM,3,12,15,12,8,1,68,0.0,1025,12,10,191,4
2020-03-23 00:00:00,19,6,0.0,11.6,4,1,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,3,8,9,8,5,0,77,0.0,1026,8,10,184,3
2020-03-23 03:00:00,19,6,0.0,11.6,4,1,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,3,6,6,6,4,0,82,0.0,1026,6,10,160,2
2020-03-23 06:00:00,19,6,0.0,11.6,4,1,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,3,6,6,6,5,0,81,0.0,1027,6,10,157,3
2020-03-23 09:00:00,19,6,0.0,11.6,4,4,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,4,12,12,12,4,0,60,0.0,1027,12,10,158,3
2020-03-23 12:00:00,19,6,0.0,11.6,4,5,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,5,18,18,18,2,2,42,0.0,1027,18,10,208,2
2020-03-23 15:00:00,19,6,0.0,11.6,4,5,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,5,18,18,18,4,6,42,0.0,1025,18,10,294,4
2020-03-23 18:00:00,19,6,0.0,11.6,4,1,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,6,16,18,16,8,10,65,0.0,1026,16,10,344,5
2020-03-23 21:00:00,19,6,0.0,11.6,4,1,0,04:46 AM,06:12 PM,06:19 AM,06:20 PM,6,14,17,14,6,8,82,0.0,1027,14,10,140,3
2020-03-24 00:00:00,20,6,0.0,11.6,5,1,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,5,9,10,9,4,2,86,0.0,1026,9,10,46,2
2020-03-24 03:00:00,20,6,0.0,11.6,5,1,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,5,6,6,6,4,0,89,0.0,1025,6,10,104,2
2020-03-24 06:00:00,20,6,0.0,11.6,5,1,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,5,7,7,7,6,0,89,0.0,1025,7,10,133,3
2020-03-24 09:00:00,20,6,0.0,11.6,5,4,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,7,13,13,13,4,0,67,0.0,1025,13,10,185,3
2020-03-24 12:00:00,20,6,0.0,11.6,5,5,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,7,19,19,19,3,0,47,0.0,1023,19,10,263,3
2020-03-24 15:00:00,20,6,0.0,11.6,5,5,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,8,19,19,19,6,0,47,0.0,1021,19,10,316,6
2020-03-24 18:00:00,20,6,0.0,11.6,5,1,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,8,16,19,16,11,4,74,0.0,1022,16,10,341,6
2020-03-24 21:00:00,20,6,0.0,11.6,5,1,0,05:46 AM,06:36 PM,06:20 AM,06:18 PM,8,13,16,13,5,11,93,0.0,1022,13,10,349,3
2020-03-25 00:00:00,20,6,0.0,11.6,5,1,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,8,9,10,9,3,14,96,0.0,1022,9,5,196,1
2020-03-25 03:00:00,20,6,0.0,11.6,5,1,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,6,7,7,7,5,21,97,0.0,1021,7,2,145,2
2020-03-25 06:00:00,20,6,0.0,11.6,5,1,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,6,6,6,6,8,51,95,0.0,1021,6,2,164,4
2020-03-25 09:00:00,20,6,0.0,11.6,5,3,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,7,12,12,12,6,59,71,0.0,1022,12,7,169,5
2020-03-25 12:00:00,20,6,0.0,11.6,5,5,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,6,18,18,18,5,23,46,0.0,1021,18,10,226,4
2020-03-25 15:00:00,20,6,0.0,11.6,5,5,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,6,20,20,20,9,32,42,0.0,1020,20,10,221,8
2020-03-25 18:00:00,20,6,0.0,11.6,5,1,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,7,17,19,17,11,22,60,0.0,1022,17,10,189,7
2020-03-25 21:00:00,20,6,0.0,11.6,5,1,3,06:44 AM,06:59 PM,06:21 AM,06:16 PM,7,15,19,15,10,3,78,0.0,1025,15,10,160,5
2020-03-26 00:00:00,18,7,0.0,11.6,4,1,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,7,10,12,10,12,0,89,0.0,1026,11,10,149,6
2020-03-26 03:00:00,18,7,0.0,11.6,4,1,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,6,7,7,7,11,0,93,0.0,1027,7,10,148,6
2020-03-26 06:00:00,18,7,0.0,11.6,4,1,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,5,6,7,6,9,0,89,0.0,1029,7,10,159,5
2020-03-26 09:00:00,18,7,0.0,11.6,4,4,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,5,12,12,12,4,39,65,0.0,1029,12,10,174,3
2020-03-26 12:00:00,18,7,0.0,11.6,4,5,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,7,17,17,17,7,20,51,0.0,1029,17,10,269,6
2020-03-26 15:00:00,18,7,0.0,11.6,4,5,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,8,17,17,17,12,8,53,0.0,1027,17,10,323,10
2020-03-26 18:00:00,18,7,0.0,11.6,4,1,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,8,15,18,15,12,15,74,0.0,1028,15,10,330,8
2020-03-26 21:00:00,18,7,0.0,11.6,4,1,11,07:43 AM,07:23 PM,06:22 AM,06:15 PM,8,11,12,11,7,30,91,0.0,1028,11,5,114,3
2020-03-27 00:00:00,20,8,0.0,8.8,4,1,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,8,8,8,8,5,46,95,0.0,1028,8,2,242,2
2020-03-27 03:00:00,20,8,0.0,8.8,4,1,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,7,8,8,8,3,83,93,0.0,1027,8,7,137,1
2020-03-27 06:00:00,20,8,0.0,8.8,4,1,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,8,10,10,10,2,66,89,0.0,1027,10,10,84,1
2020-03-27 09:00:00,20,8,0.0,8.8,4,4,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,10,15,15,15,2,47,71,0.0,1028,15,10,237,2
2020-03-27 12:00:00,20,8,0.0,8.8,4,5,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,10,19,19,19,6,68,56,0.0,1026,19,10,323,5
2020-03-27 15:00:00,20,8,0.0,8.8,4,4,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,10,19,19,19,7,52,56,0.0,1025,19,10,335,6
2020-03-27 18:00:00,20,8,0.0,8.8,4,1,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,9,16,18,16,6,79,75,0.0,1025,16,10,128,4
2020-03-27 21:00:00,20,8,0.0,8.8,4,1,18,08:42 AM,07:47 PM,06:23 AM,06:13 PM,9,12,13,12,4,87,90,0.0,1025,12,10,70,2
2020-03-28 00:00:00,23,11,0.0,10.2,4,1,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,10,12,12,12,4,79,91,0.1,1025,12,10,117,2
2020-03-28 03:00:00,23,11,0.0,10.2,4,1,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,10,11,11,11,4,62,92,0.0,1024,11,10,101,2
2020-03-28 06:00:00,23,11,0.0,10.2,4,1,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,11,11,11,11,3,77,96,0.1,1023,11,10,50,1
2020-03-28 09:00:00,23,11,0.0,10.2,4,4,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,13,17,17,17,7,81,79,0.1,1023,17,10,16,6
2020-03-28 12:00:00,23,11,0.0,10.2,4,5,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,12,22,23,22,11,38,56,0.0,1021,22,10,6,10
2020-03-28 15:00:00,23,11,0.0,10.2,4,6,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,11,25,25,22,13,19,48,0.0,1019,22,10,233,11
2020-03-28 18:00:00,23,11,0.0,10.2,4,1,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,10,20,23,20,10,14,70,0.0,1019,20,10,117,6
2020-03-28 21:00:00,23,11,0.0,10.2,4,1,25,09:42 AM,08:14 PM,06:25 AM,06:11 PM,11,16,19,16,4,20,89,0.0,1018,16,10,25,2
2020-03-29 00:00:00,23,12,0.0,8.8,5,1,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,11,13,14,13,1,57,95,0.0,1017,13,10,42,1
2020-03-29 03:00:00,23,12,0.0,8.8,5,1,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,12,13,13,13,2,75,95,0.0,1015,13,5,90,1
2020-03-29 06:00:00,23,12,0.0,8.8,5,1,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,12,14,14,14,3,60,92,0.0,1014,14,7,120,1
2020-03-29 09:00:00,23,12,0.0,8.8,5,5,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,13,17,17,17,3,49,79,0.0,1013,17,10,265,2
2020-03-29 12:00:00,23,12,0.0,8.8,5,6,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,12,21,23,21,13,53,56,0.0,1010,21,10,340,12
2020-03-29 15:00:00,23,12,0.0,8.8,5,5,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,13,18,19,18,17,85,73,0.1,1008,18,5,347,14
2020-03-29 18:00:00,23,12,0.0,8.8,5,1,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,13,14,14,14,19,96,92,5.7,1009,14,4,355,12
2020-03-29 21:00:00,23,12,0.0,8.8,5,1,32,10:42 AM,08:46 PM,06:26 AM,06:10 PM,13,13,13,13,18,97,97,7.9,1009,13,5,356,10
2020-03-30 00:00:00,17,8,0.0,7.3,3,1,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,13,13,13,13,16,94,98,2.8,1008,13,8,349,9
2020-03-30 03:00:00,17,8,0.0,7.3,3,1,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,12,12,13,12,18,65,97,0.5,1006,13,10,339,10
2020-03-30 06:00:00,17,8,0.0,7.3,3,1,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,11,11,12,11,18,70,97,0.3,1007,12,5,334,10
2020-03-30 09:00:00,17,8,0.0,7.3,3,3,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,10,13,14,13,15,45,80,0.1,1009,14,7,317,12
2020-03-30 12:00:00,17,8,0.0,7.3,3,5,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,10,16,16,16,15,73,65,0.0,1009,16,10,313,13
2020-03-30 15:00:00,17,8,0.0,7.3,3,4,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,11,17,17,17,15,73,70,0.0,1008,17,10,319,13
2020-03-30 18:00:00,17,8,0.0,7.3,3,1,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,9,14,16,14,19,77,79,0.1,1010,14,10,318,11
2020-03-30 21:00:00,17,8,0.0,7.3,3,1,40,11:44 AM,09:23 PM,06:27 AM,06:08 PM,6,9,11,9,16,76,83,0.1,1012,10,10,315,8
2020-03-31 00:00:00,18,5,0.0,8.7,3,1,44,12:44 PM,10:06 PM,06:28 AM,06:06 PM,5,6,7,6,10,26,88,0.0,1013,7,10,331,5
