date_time,Alyangula_maxtempC,Alyangula_mintempC,Alyangula_totalSnow_cm,Alyangula_sunHour,Alyangula_uvIndex,Alyangula_uvIndex,Alyangula_moon_illumination,Alyangula_moonrise,Alyangula_moonset,Alyangula_sunrise,Alyangula_sunset,Alyangula_DewPointC,Alyangula_FeelsLikeC,Alyangula_HeatIndexC,Alyangula_WindChillC,Alyangula_WindGustKmph,Alyangula_cloudcover,Alyangula_humidity,Alyangula_precipMM,Alyangula_pressure,Alyangula_tempC,Alyangula_visibility,Alyangula_winddirDegree,Alyangula_windspeedKmph
2020-01-06 18:00:00,31,29,0.0,8.9,7,7,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,25,36,36,30,30,73,72,0.1,1006,30,10,61,22
2020-01-06 21:00:00,31,29,0.0,8.9,7,1,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,25,35,35,30,26,75,74,0.3,1008,30,10,53,18
2020-01-07 00:00:00,32,29,0.0,7.6,8,1,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,24,35,35,29,19,21,74,0.0,1007,29,10,81,13
2020-01-07 03:00:00,32,29,0.0,7.6,8,1,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,24,34,34,29,14,14,74,0.0,1006,29,10,74,10
2020-01-07 06:00:00,32,29,0.0,7.6,8,1,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,24,33,33,29,14,27,73,0.0,1006,29,10,99,10
2020-01-07 09:00:00,32,29,0.0,7.6,8,8,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,23,36,36,31,15,15,65,0.0,1007,31,10,77,12
2020-01-07 12:00:00,32,29,0.0,7.6,8,7,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,24,37,37,31,26,79,65,4.5,1005,31,7,94,14
2020-01-07 15:00:00,32,29,0.0,7.6,8,7,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,24,38,38,32,40,85,66,8.3,1004,32,3,81,19
2020-01-07 18:00:00,32,29,0.0,7.6,8,7,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,25,37,37,31,32,82,71,0.2,1004,31,10,111,24
2020-01-07 21:00:00,32,29,0.0,7.6,8,1,80,03:41 PM,02:40 AM,06:03 AM,06:57 PM,25,36,36,30,33,83,77,0.2,1006,30,9,113,24
2020-01-08 00:00:00,31,29,0.0,7.6,8,1,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,35,35,29,32,44,78,0.0,1005,29,10,112,23
2020-01-08 03:00:00,31,29,0.0,7.6,8,1,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,35,35,29,30,54,79,0.2,1004,29,10,122,21
2020-01-08 06:00:00,31,29,0.0,7.6,8,1,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,36,36,30,34,89,77,0.4,1005,30,9,104,24
2020-01-08 09:00:00,31,29,0.0,7.6,8,7,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,38,38,31,35,79,70,0.4,1006,31,9,83,28
2020-01-08 12:00:00,31,29,0.0,7.6,8,8,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,38,38,31,32,29,69,0.0,1004,31,10,78,28
2020-01-08 15:00:00,31,29,0.0,7.6,8,7,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,36,36,30,49,80,74,2.5,1003,30,9,73,32
2020-01-08 18:00:00,31,29,0.0,7.6,8,6,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,35,35,30,42,60,75,0.2,1004,30,10,71,32
2020-01-08 21:00:00,31,29,0.0,7.6,8,1,88,04:35 PM,03:26 AM,06:03 AM,06:58 PM,25,35,35,29,36,58,78,0.2,1005,29,10,75,26
2020-01-09 00:00:00,31,28,0.0,6.3,6,1,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,25,36,36,30,38,59,79,0.1,1004,30,10,72,27
2020-01-09 03:00:00,31,28,0.0,6.3,6,1,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,26,35,35,29,47,51,81,2.8,1003,29,7,73,29
2020-01-09 06:00:00,31,28,0.0,6.3,6,1,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,25,34,34,29,49,54,75,11.5,1005,29,3,47,23
2020-01-09 09:00:00,31,28,0.0,6.3,6,6,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,24,35,35,29,50,79,75,20.6,1006,29,3,34,22
2020-01-09 12:00:00,31,28,0.0,6.3,6,7,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,25,37,37,31,36,71,70,1.4,1004,31,10,69,26
2020-01-09 15:00:00,31,28,0.0,6.3,6,7,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,25,36,36,30,53,68,72,3.1,1003,30,7,76,32
2020-01-09 18:00:00,31,28,0.0,6.3,6,6,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,25,34,34,29,64,67,80,5.7,1004,29,7,59,33
2020-01-09 21:00:00,31,28,0.0,6.3,6,1,95,05:34 PM,04:16 AM,06:04 AM,06:58 PM,25,33,33,28,68,71,85,11.0,1005,28,3,49,34
2020-01-10 00:00:00,29,20,0.0,6.3,6,1,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,26,32,32,27,45,91,90,4.5,1005,27,7,17,30
2020-01-10 03:00:00,29,20,0.0,6.3,6,1,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,25,32,32,27,43,71,87,8.7,1004,27,6,25,27
2020-01-10 06:00:00,29,20,0.0,6.3,6,1,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,25,32,32,28,32,87,83,0.6,1005,28,9,37,24
2020-01-10 09:00:00,29,20,0.0,6.3,6,6,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,25,34,34,29,48,91,81,2.7,1007,29,7,36,30
2020-01-10 12:00:00,29,20,0.0,6.3,6,6,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,25,32,32,28,29,85,82,1.1,1006,28,9,53,22
2020-01-10 15:00:00,29,20,0.0,6.3,6,6,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,25,33,33,28,33,78,81,2.0,1005,28,9,57,26
2020-01-10 18:00:00,29,20,0.0,6.3,6,5,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,25,26,26,24,28,66,80,0.1,1005,24,10,0,21
2020-01-10 21:00:00,29,20,0.0,6.3,6,1,100,06:32 PM,05:12 AM,06:05 AM,06:58 PM,24,20,24,20,22,84,75,0.4,1008,20,10,11,15
2020-01-11 00:00:00,30,26,0.0,8.9,6,1,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,24,32,32,28,18,80,81,0.0,1006,28,10,357,13
2020-01-11 03:00:00,30,26,0.0,8.9,6,1,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,24,31,31,27,15,57,81,0.7,1005,27,10,324,10
2020-01-11 06:00:00,30,26,0.0,8.9,6,1,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,23,31,31,28,11,65,77,0.0,1006,28,10,320,8
2020-01-11 09:00:00,30,26,0.0,8.9,6,7,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,23,33,33,29,8,37,70,0.0,1007,29,10,3,6
2020-01-11 12:00:00,30,26,0.0,8.9,6,7,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,23,35,35,30,12,81,67,7.1,1006,30,7,38,6
2020-01-11 15:00:00,30,26,0.0,8.9,6,7,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,24,35,35,30,34,83,68,12.7,1004,30,3,83,16
2020-01-11 18:00:00,30,26,0.0,8.9,6,6,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,25,34,34,29,25,59,77,0.6,1005,29,10,76,18
2020-01-11 21:00:00,30,26,0.0,8.9,6,1,100,07:31 PM,06:11 AM,06:05 AM,06:58 PM,24,30,30,26,18,73,72,0.7,1007,26,9,69,12
2020-01-12 00:00:00,31,28,0.0,8.9,7,1,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,23,32,32,28,7,82,73,0.3,1006,28,9,345,5
2020-01-12 03:00:00,31,28,0.0,8.9,7,1,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,24,32,32,28,11,81,76,0.3,1004,28,10,307,8
2020-01-12 06:00:00,31,28,0.0,8.9,7,1,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,24,33,33,28,13,3,77,0.0,1005,28,10,351,9
2020-01-12 09:00:00,31,28,0.0,8.9,7,8,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,23,35,35,30,5,5,67,0.0,1007,30,10,45,4
2020-01-12 12:00:00,31,28,0.0,8.9,7,8,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,23,36,36,31,14,15,63,0.0,1005,31,10,43,12
2020-01-12 15:00:00,31,28,0.0,8.9,7,7,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,24,37,37,31,16,83,66,0.3,1003,31,9,58,13
2020-01-12 18:00:00,31,28,0.0,8.9,7,7,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,24,36,36,30,19,84,70,0.3,1004,30,10,60,14
2020-01-12 21:00:00,31,28,0.0,8.9,7,1,83,08:27 PM,07:13 AM,06:06 AM,06:59 PM,24,35,35,29,22,79,74,0.3,1006,29,10,58,15
2020-01-13 00:00:00,31,29,0.0,7.6,7,1,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,34,34,29,15,70,74,0.6,1006,29,10,41,10
2020-01-13 03:00:00,31,29,0.0,7.6,7,1,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,33,33,29,13,81,74,1.1,1005,29,9,8,9
2020-01-13 06:00:00,31,29,0.0,7.6,7,1,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,33,33,29,15,9,76,0.0,1006,29,10,340,10
2020-01-13 09:00:00,31,29,0.0,7.6,7,6,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,35,35,30,10,83,70,0.3,1007,30,9,319,8
2020-01-13 12:00:00,31,29,0.0,7.6,7,7,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,35,35,31,4,74,66,0.1,1006,31,10,280,4
2020-01-13 15:00:00,31,29,0.0,7.6,7,7,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,36,36,31,1,86,65,0.6,1004,31,10,97,1
2020-01-13 18:00:00,31,29,0.0,7.6,7,8,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,36,36,31,16,3,69,0.0,1005,31,10,55,12
2020-01-13 21:00:00,31,29,0.0,7.6,7,1,76,09:20 PM,08:15 AM,06:06 AM,06:59 PM,24,35,35,30,24,14,73,0.0,1008,30,10,42,17
2020-01-14 00:00:00,32,28,0.0,7.6,8,1,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,25,35,35,29,25,13,77,0.0,1007,29,10,4,18
2020-01-14 03:00:00,32,28,0.0,7.6,8,1,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,25,34,34,29,28,10,81,0.0,1006,29,10,330,20
2020-01-14 06:00:00,32,28,0.0,7.6,8,1,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,25,34,34,28,28,75,82,0.1,1007,28,10,315,20
2020-01-14 09:00:00,32,28,0.0,7.6,8,6,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,24,35,35,30,19,73,73,0.1,1008,30,10,284,15
2020-01-14 12:00:00,32,28,0.0,7.6,8,8,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,24,36,36,31,5,7,67,0.0,1007,31,10,346,4
2020-01-14 15:00:00,32,28,0.0,7.6,8,7,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,23,37,37,32,5,72,59,0.1,1005,32,10,75,4
2020-01-14 18:00:00,32,28,0.0,7.6,8,7,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,25,38,38,32,19,73,66,0.1,1005,32,10,79,13
2020-01-14 21:00:00,32,28,0.0,7.6,8,1,69,10:09 PM,09:16 AM,06:07 AM,06:59 PM,25,36,36,30,37,73,74,0.1,1006,30,10,47,26
2020-01-15 00:00:00,32,29,0.0,8.9,8,1,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,25,36,36,30,30,5,77,0.0,1006,30,10,20,21
2020-01-15 03:00:00,32,29,0.0,8.9,8,1,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,26,35,35,29,32,71,83,0.5,1006,29,9,339,23
2020-01-15 06:00:00,32,29,0.0,8.9,8,1,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,26,35,35,29,30,38,84,0.0,1007,29,10,320,22
2020-01-15 09:00:00,32,29,0.0,8.9,8,6,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,26,36,36,29,24,68,81,0.0,1009,29,10,306,20
2020-01-15 12:00:00,32,29,0.0,8.9,8,8,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,24,37,37,31,11,5,68,0.0,1006,31,10,332,9
2020-01-15 15:00:00,32,29,0.0,8.9,8,8,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,23,38,38,32,8,6,60,0.0,1005,32,10,25,6
2020-01-15 18:00:00,32,29,0.0,8.9,8,7,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,25,38,38,31,22,81,68,0.1,1004,31,10,54,16
2020-01-15 21:00:00,32,29,0.0,8.9,8,1,61,10:55 PM,10:15 AM,06:07 AM,06:59 PM,26,37,37,30,30,6,81,0.0,1007,30,10,48,21
2020-01-16 00:00:00,34,29,0.0,11.6,8,1,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,26,37,37,30,31,12,82,0.0,1006,30,10,358,22
2020-01-16 03:00:00,34,29,0.0,11.6,8,1,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,26,36,36,30,29,85,80,0.1,1005,30,10,307,21
2020-01-16 06:00:00,34,29,0.0,11.6,8,1,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,25,35,35,29,25,5,79,0.0,1006,29,10,311,17
2020-01-16 09:00:00,34,29,0.0,11.6,8,8,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,25,37,37,30,23,3,74,0.0,1007,30,10,323,18
2020-01-16 12:00:00,34,29,0.0,11.6,8,8,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,23,37,37,32,5,5,60,0.0,1005,32,10,275,4
2020-01-16 15:00:00,34,29,0.0,11.6,8,8,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,24,40,40,34,1,13,56,0.0,1004,34,10,173,1
2020-01-16 18:00:00,34,29,0.0,11.6,8,8,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,26,41,41,33,31,10,68,0.0,1002,33,10,42,19
2020-01-16 21:00:00,34,29,0.0,11.6,8,1,54,11:40 PM,11:12 AM,06:08 AM,06:59 PM,26,38,38,30,41,72,78,0.1,1005,30,10,325,28
2020-01-17 00:00:00,33,27,0.0,10.3,8,1,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,25,37,37,30,40,9,75,0.0,1006,30,10,293,28
2020-01-17 03:00:00,33,27,0.0,10.3,8,1,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,23,34,34,30,24,17,68,0.0,1005,30,10,270,17
2020-01-17 06:00:00,33,27,0.0,10.3,8,1,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,22,32,32,29,16,10,67,0.0,1006,29,10,306,11
2020-01-17 09:00:00,33,27,0.0,10.3,8,7,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,23,34,34,30,22,13,69,0.0,1007,30,10,290,18
2020-01-17 12:00:00,33,27,0.0,10.3,8,8,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,22,36,36,32,10,14,58,0.0,1006,32,10,300,9
2020-01-17 15:00:00,33,27,0.0,10.3,8,8,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,22,37,37,33,12,17,54,0.0,1003,33,10,228,9
2020-01-17 18:00:00,33,27,0.0,10.3,8,7,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,25,34,34,31,5,85,63,0.1,1004,31,10,294,3
2020-01-17 21:00:00,33,27,0.0,10.3,8,1,47,No moonrise,12:07 PM,06:09 AM,06:59 PM,23,31,31,27,32,78,59,0.5,1005,27,10,5,17
2020-01-18 00:00:00,34,30,0.0,9.0,7,1,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,27,38,38,30,41,87,80,0.1,1005,30,10,317,28
2020-01-18 03:00:00,34,30,0.0,9.0,7,1,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,26,38,38,30,45,82,78,0.1,1004,30,9,304,30
2020-01-18 06:00:00,34,30,0.0,9.0,7,1,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,26,37,37,30,40,13,77,0.0,1005,30,10,288,28
2020-01-18 09:00:00,34,30,0.0,9.0,7,8,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,26,38,38,31,30,7,73,0.0,1007,31,10,275,24
2020-01-18 12:00:00,34,30,0.0,9.0,7,8,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,26,41,41,33,8,12,67,0.0,1005,33,10,274,6
2020-01-18 15:00:00,34,30,0.0,9.0,7,7,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,25,42,42,34,4,74,61,0.2,1002,34,10,59,3
2020-01-18 18:00:00,34,30,0.0,9.0,7,7,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,22,34,34,31,54,79,62,2.8,1003,31,9,287,30
2020-01-18 21:00:00,34,30,0.0,9.0,7,1,40,12:24 AM,01:03 PM,06:09 AM,07:00 PM,24,35,35,30,48,80,69,3.1,1006,30,7,310,32
2020-01-19 00:00:00,32,24,0.0,11.6,8,1,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,25,36,36,30,37,6,71,0.0,1005,30,10,311,24
2020-01-19 03:00:00,32,24,0.0,11.6,8,1,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,24,35,35,30,18,7,74,0.0,1004,30,10,283,12
2020-01-19 06:00:00,32,24,0.0,11.6,8,1,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,26,35,35,29,32,13,81,0.0,1005,29,10,301,23
2020-01-19 09:00:00,32,24,0.0,11.6,8,8,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,26,37,37,30,34,10,77,0.0,1007,30,10,297,28
2020-01-19 12:00:00,32,24,0.0,11.6,8,8,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,25,38,38,31,8,13,68,0.0,1006,31,10,308,6
2020-01-19 15:00:00,32,24,0.0,11.6,8,8,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,25,39,39,32,11,7,63,0.0,1004,32,10,27,7
2020-01-19 18:00:00,32,24,0.0,11.6,8,7,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,25,32,32,28,21,8,62,0.0,1003,28,10,40,13
2020-01-19 21:00:00,32,24,0.0,11.6,8,1,32,01:08 AM,01:59 PM,06:10 AM,07:00 PM,27,28,28,24,33,83,79,0.1,1006,24,10,18,22
2020-01-20 00:00:00,32,29,0.0,10.3,7,1,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,26,38,38,30,40,81,81,0.3,1006,30,10,329,28
2020-01-20 03:00:00,32,29,0.0,10.3,7,1,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,26,37,37,30,37,85,77,0.3,1005,30,10,305,26
2020-01-20 06:00:00,32,29,0.0,10.3,7,1,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,25,35,35,29,31,82,75,0.3,1007,29,10,294,22
2020-01-20 09:00:00,32,29,0.0,10.3,7,7,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,25,36,36,30,25,71,72,0.3,1008,30,10,298,20
2020-01-20 12:00:00,32,29,0.0,10.3,7,8,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,23,37,37,32,9,13,61,0.0,1007,32,10,276,8
2020-01-20 15:00:00,32,29,0.0,10.3,7,8,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,23,38,38,32,3,17,59,0.0,1005,32,10,235,2
2020-01-20 18:00:00,32,29,0.0,10.3,7,7,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,25,38,38,32,6,57,66,0.3,1005,32,10,336,4
2020-01-20 21:00:00,32,29,0.0,10.3,7,1,25,01:55 AM,02:55 PM,06:10 AM,07:00 PM,25,36,36,30,25,52,77,7.4,1008,30,7,348,13
2020-01-21 00:00:00,31,28,0.0,9.0,6,1,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,25,35,35,30,33,88,75,4.8,1007,30,7,292,19
2020-01-21 03:00:00,31,28,0.0,9.0,6,1,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,24,34,34,29,48,66,78,6.4,1007,29,7,276,26
2020-01-21 06:00:00,31,28,0.0,9.0,6,1,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,24,33,33,28,35,77,77,0.5,1009,28,9,265,25
2020-01-21 09:00:00,31,28,0.0,9.0,6,6,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,24,34,34,29,27,80,72,0.1,1010,29,10,248,22
2020-01-21 12:00:00,31,28,0.0,9.0,6,8,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,24,35,35,30,23,39,67,0.0,1009,30,10,279,20
2020-01-21 15:00:00,31,28,0.0,9.0,6,8,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,24,36,36,31,22,26,65,0.0,1006,31,10,262,18
2020-01-21 18:00:00,31,28,0.0,9.0,6,7,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,23,35,35,30,6,85,64,0.7,1007,30,9,212,5
2020-01-21 21:00:00,31,28,0.0,9.0,6,1,18,02:43 AM,03:52 PM,06:11 AM,07:00 PM,24,33,33,28,14,78,75,5.1,1009,28,7,44,8
2020-01-22 00:00:00,32,29,0.0,10.3,7,1,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,25,35,35,29,54,73,75,7.6,1009,29,3,308,27
2020-01-22 03:00:00,32,29,0.0,10.3,7,1,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,24,34,34,29,63,50,74,10.7,1008,29,3,292,30
2020-01-22 06:00:00,32,29,0.0,10.3,7,1,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,24,33,33,29,30,25,76,0.0,1009,29,10,294,21
2020-01-22 09:00:00,32,29,0.0,10.3,7,7,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,24,34,34,30,33,38,73,0.0,1010,30,10,301,26
2020-01-22 12:00:00,32,29,0.0,10.3,7,8,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,24,35,35,30,35,34,71,0.0,1007,30,10,321,29
2020-01-22 15:00:00,32,29,0.0,10.3,7,7,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,25,39,39,32,27,85,70,1.5,1005,32,10,312,19
2020-01-22 18:00:00,32,29,0.0,10.3,7,7,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,25,37,37,31,49,57,73,3.6,1006,31,7,330,28
2020-01-22 21:00:00,32,29,0.0,10.3,7,1,11,03:34 AM,04:48 PM,06:11 AM,07:00 PM,25,36,36,30,73,60,77,8.7,1008,30,3,320,35
2020-01-23 00:00:00,32,28,0.0,10.3,6,1,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,24,34,34,29,42,79,77,0.3,1007,29,9,308,30
2020-01-23 03:00:00,32,28,0.0,10.3,6,1,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,24,32,32,28,36,71,80,0.3,1006,28,9,312,26
2020-01-23 06:00:00,32,28,0.0,10.3,6,1,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,24,31,31,28,33,46,81,0.0,1007,28,10,304,24
2020-01-23 09:00:00,32,28,0.0,10.3,6,7,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,24,33,33,29,31,43,75,0.0,1008,29,10,296,25
2020-01-23 12:00:00,32,28,0.0,10.3,6,8,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,24,36,36,31,19,41,67,0.0,1005,31,10,321,16
2020-01-23 15:00:00,32,28,0.0,10.3,6,8,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,25,39,39,32,23,19,66,0.0,1004,32,10,347,18
2020-01-23 18:00:00,32,28,0.0,10.3,6,7,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,25,38,38,31,34,86,72,1.0,1004,31,9,353,23
2020-01-23 21:00:00,32,28,0.0,10.3,6,1,3,04:27 AM,05:43 PM,06:12 AM,07:00 PM,26,37,37,30,62,82,77,4.0,1006,30,7,325,35
2020-01-24 00:00:00,31,29,0.0,6.4,7,1,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,25,35,35,29,49,93,77,7.8,1007,29,3,277,24
2020-01-24 03:00:00,31,29,0.0,6.4,7,1,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,25,34,34,29,41,58,77,7.9,1005,29,3,292,20
2020-01-24 06:00:00,31,29,0.0,6.4,7,1,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,25,34,34,29,30,72,81,0.7,1007,29,9,323,22
2020-01-24 09:00:00,31,29,0.0,6.4,7,6,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,25,36,36,29,49,82,79,4.5,1009,29,7,314,27
2020-01-24 12:00:00,31,29,0.0,6.4,7,7,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,25,38,38,31,39,79,70,4.9,1007,31,7,318,21
2020-01-24 15:00:00,31,29,0.0,6.4,7,7,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,26,39,39,31,62,70,73,9.5,1005,31,3,342,29
2020-01-24 18:00:00,31,29,0.0,6.4,7,7,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,26,38,38,30,51,83,77,3.5,1005,30,7,346,30
2020-01-24 21:00:00,31,29,0.0,6.4,7,1,0,05:21 AM,06:35 PM,06:12 AM,07:00 PM,26,36,36,29,69,85,81,11.4,1007,29,3,337,32
2020-01-25 00:00:00,32,29,0.0,10.3,7,1,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,25,34,34,29,45,85,78,3.2,1008,29,7,314,27
2020-01-25 03:00:00,32,29,0.0,10.3,7,1,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,25,34,34,29,37,82,80,3.2,1006,29,7,295,23
2020-01-25 06:00:00,32,29,0.0,10.3,7,1,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,25,34,34,29,31,34,81,0.0,1007,29,10,309,22
2020-01-25 09:00:00,32,29,0.0,10.3,7,7,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,25,35,35,30,30,18,77,0.0,1008,30,10,317,24
2020-01-25 12:00:00,32,29,0.0,10.3,7,8,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,24,36,36,31,25,13,69,0.0,1007,31,10,328,21
2020-01-25 15:00:00,32,29,0.0,10.3,7,8,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,25,39,39,32,22,15,65,0.0,1005,32,10,353,16
2020-01-25 18:00:00,32,29,0.0,10.3,7,7,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,26,39,39,31,33,83,73,0.3,1005,31,10,22,22
2020-01-25 21:00:00,32,29,0.0,10.3,7,1,0,06:15 AM,07:24 PM,06:13 AM,07:00 PM,26,37,37,30,63,81,78,5.2,1007,30,7,330,33
2020-01-26 00:00:00,32,29,0.0,7.7,7,1,4,07:08 AM,08:08 PM,06:13 AM,07:00 PM,25,35,35,29,66,72,79,4.9,1007,29,7,327,36
