date_time,Oxford_maxtempC,Oxford_mintempC,Oxford_totalSnow_cm,Oxford_sunHour,Oxford_uvIndex,Oxford_uvIndex,Oxford_moon_illumination,Oxford_moonrise,Oxford_moonset,Oxford_sunrise,Oxford_sunset,Oxford_DewPointC,Oxford_FeelsLikeC,Oxford_HeatIndexC,Oxford_WindChillC,Oxford_WindGustKmph,Oxford_cloudcover,Oxford_humidity,Oxford_precipMM,Oxford_pressure,Oxford_tempC,Oxford_visibility,Oxford_winddirDegree,Oxford_windspeedKmph
2019-12-04 00:00:00,5,1,0.0,5.8,2,1,48,02:25 PM,No moonset,09:03 AM,04:54 PM,1,1,4,1,19,32,83,0.0,1021,4,10,181,11
2019-12-04 03:00:00,5,1,0.0,5.8,2,1,48,02:25 PM,No moonset,09:03 AM,04:54 PM,1,-1,2,-1,24,0,90,0.0,1019,2,10,173,12
2019-12-04 06:00:00,5,1,0.0,5.8,2,2,48,02:25 PM,No moonset,09:03 AM,04:54 PM,0,-2,2,-2,20,2,92,0.0,1019,2,10,177,10
2019-12-04 09:00:00,5,1,0.0,5.8,2,2,48,02:25 PM,No moonset,09:03 AM,04:54 PM,1,-2,2,-2,22,5,92,0.0,1019,2,10,179,12
2019-12-04 12:00:00,5,1,0.0,5.8,2,3,48,02:25 PM,No moonset,09:03 AM,04:54 PM,2,2,5,2,22,26,83,0.0,1019,5,10,210,15
2019-12-04 15:00:00,5,1,0.0,5.8,2,2,48,02:25 PM,No moonset,09:03 AM,04:54 PM,3,2,5,2,24,14,88,0.0,1018,5,10,193,14
2019-12-04 18:00:00,5,1,0.0,5.8,2,2,48,02:25 PM,No moonset,09:03 AM,04:54 PM,2,0,3,0,24,35,92,0.0,1020,3,10,187,12
2019-12-04 21:00:00,5,1,0.0,5.8,2,1,48,02:25 PM,No moonset,09:03 AM,04:54 PM,3,1,3,1,20,100,91,0.0,1020,1,10,204,12
2019-12-05 00:00:00,8,2,0.0,1.9,2,1,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,3,2,4,2,15,24,95,0.0,1021,4,2,231,8
2019-12-05 03:00:00,8,2,0.0,1.9,2,1,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,3,-0,3,-0,30,14,96,0.0,1018,3,10,240,14
2019-12-05 06:00:00,8,2,0.0,1.9,2,2,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,2,0,3,0,26,29,92,0.0,1019,3,10,221,12
2019-12-05 09:00:00,8,2,0.0,1.9,2,1,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,2,-0,4,-0,35,71,91,0.0,1017,4,10,210,19
2019-12-05 12:00:00,8,2,0.0,1.9,2,2,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,5,3,7,3,43,100,82,0.1,1015,7,10,218,28
2019-12-05 15:00:00,8,2,0.0,1.9,2,2,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,5,4,8,4,50,100,85,1.1,1011,8,9,221,30
2019-12-05 18:00:00,8,2,0.0,1.9,2,1,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,7,4,6,4,58,71,86,0.9,1009,4,9,213,33
2019-12-05 21:00:00,8,2,0.0,1.9,2,1,55,02:42 PM,01:00 AM,09:05 AM,04:53 PM,9,2,5,2,48,100,90,0.3,1007,2,2,234,28
2019-12-06 00:00:00,11,1,0.0,1.9,2,1,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,9,8,11,8,49,100,90,0.4,1006,11,2,242,31
2019-12-06 03:00:00,11,1,0.0,1.9,2,1,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,9,8,11,8,45,81,91,0.4,1003,11,5,238,27
2019-12-06 06:00:00,11,1,0.0,1.9,2,3,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,10,8,11,8,41,100,91,0.3,1002,11,2,222,25
2019-12-06 09:00:00,11,1,0.0,1.9,2,3,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,10,9,11,9,39,100,91,0.6,1000,11,10,226,23
2019-12-06 12:00:00,11,1,0.0,1.9,2,3,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,8,9,11,9,36,75,78,1.2,999,11,10,246,24
2019-12-06 15:00:00,11,1,0.0,1.9,2,2,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,5,3,7,3,32,100,88,2.8,999,7,7,288,22
2019-12-06 18:00:00,11,1,0.0,1.9,2,1,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,6,4,8,4,39,100,86,2.6,1003,4,7,284,25
2019-12-06 21:00:00,11,1,0.0,1.9,2,1,62,02:57 PM,02:08 AM,09:06 AM,04:53 PM,6,1,5,1,37,95,90,0.2,1006,1,10,280,22
2019-12-07 00:00:00,8,6,0.0,5.8,2,1,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,5,3,6,3,32,100,92,0.2,1008,6,10,266,18
2019-12-07 03:00:00,8,6,0.0,5.8,2,1,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,5,3,6,3,28,100,92,0.0,1009,6,10,263,16
2019-12-07 06:00:00,8,6,0.0,5.8,2,2,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,5,3,6,3,24,62,94,0.1,1011,6,10,243,13
2019-12-07 09:00:00,8,6,0.0,5.8,2,3,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,5,3,6,3,24,50,94,0.0,1011,6,10,238,13
2019-12-07 12:00:00,8,6,0.0,5.8,2,3,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,6,5,8,5,26,34,85,0.0,1011,8,10,225,17
2019-12-07 15:00:00,8,6,0.0,5.8,2,3,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,6,6,8,6,31,52,85,0.0,1009,8,10,205,19
2019-12-07 18:00:00,8,6,0.0,5.8,2,3,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,7,5,8,5,41,45,93,0.0,1007,8,10,201,22
2019-12-07 21:00:00,8,6,0.0,5.8,2,1,70,03:13 PM,03:16 AM,09:07 AM,04:53 PM,7,6,8,6,47,97,92,0.0,1003,6,10,190,29
2019-12-08 00:00:00,7,1,0.0,3.8,2,1,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,6,5,9,5,62,100,82,0.0,996,9,10,194,39
2019-12-08 03:00:00,7,1,0.0,3.8,2,1,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,10,9,12,9,48,62,86,0.7,993,12,5,263,32
2019-12-08 06:00:00,7,1,0.0,3.8,2,2,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,4,3,7,3,39,73,83,0.5,996,7,9,249,22
2019-12-08 09:00:00,7,1,0.0,3.8,2,3,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,2,1,6,1,43,27,81,0.0,996,6,10,243,24
2019-12-08 12:00:00,7,1,0.0,3.8,2,2,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,2,2,7,2,51,87,69,0.1,995,7,10,250,35
2019-12-08 15:00:00,7,1,0.0,3.8,2,2,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,1,1,6,1,46,59,72,0.3,993,6,10,246,29
2019-12-08 18:00:00,7,1,0.0,3.8,2,1,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,1,0,5,0,44,73,76,0.3,991,5,10,231,26
2019-12-08 21:00:00,7,1,0.0,3.8,2,1,77,03:29 PM,04:25 AM,09:09 AM,04:52 PM,3,1,5,1,44,100,85,0.1,986,1,9,230,29
2019-12-09 00:00:00,6,3,0.0,5.8,2,1,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,4,1,5,1,35,100,89,0.7,987,5,2,250,24
2019-12-09 03:00:00,6,3,0.0,5.8,2,1,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,4,1,6,1,37,100,91,0.6,990,6,2,306,24
2019-12-09 06:00:00,6,3,0.0,5.8,2,2,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,2,1,6,1,63,58,73,0.6,1000,6,5,325,38
2019-12-09 09:00:00,6,3,0.0,5.8,2,3,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,1,0,5,0,53,13,73,0.0,1008,5,10,325,31
2019-12-09 12:00:00,6,3,0.0,5.8,2,3,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,-1,2,6,2,44,2,61,0.0,1015,6,10,329,30
2019-12-09 15:00:00,6,3,0.0,5.8,2,3,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,-1,1,5,1,34,2,67,0.0,1018,5,10,316,20
2019-12-09 18:00:00,6,3,0.0,5.8,2,2,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,0,2,4,2,11,19,78,0.0,1022,4,10,286,6
2019-12-09 21:00:00,6,3,0.0,5.8,2,1,84,03:48 PM,05:36 AM,09:10 AM,04:52 PM,1,0,3,0,16,11,90,0.0,1023,3,10,216,9
2019-12-10 00:00:00,12,2,0.0,1.9,2,1,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,0,-1,2,-1,24,100,89,0.0,1022,2,10,193,12
2019-12-10 03:00:00,12,2,0.0,1.9,2,1,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,1,-2,3,-2,39,17,88,0.0,1019,3,10,171,21
2019-12-10 06:00:00,12,2,0.0,1.9,2,1,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,3,-0,5,-0,51,100,90,0.0,1014,5,10,182,31
2019-12-10 09:00:00,12,2,0.0,1.9,2,2,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,5,2,7,2,66,100,85,0.0,1008,7,10,181,42
2019-12-10 12:00:00,12,2,0.0,1.9,2,3,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,8,6,10,6,72,100,86,0.0,1002,10,10,190,47
2019-12-10 15:00:00,12,2,0.0,1.9,2,3,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,10,9,12,9,69,100,86,0.6,994,12,2,200,44
2019-12-10 18:00:00,12,2,0.0,1.9,2,2,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,5,8,10,8,51,100,88,0.0,997,8,10,276,35
2019-12-10 21:00:00,12,2,0.0,1.9,2,1,92,04:10 PM,06:49 AM,09:11 AM,04:52 PM,2,0,5,0,41,78,79,0.7,1002,5,9,256,25
2019-12-11 00:00:00,6,2,0.0,1.8,1,1,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,1,-0,4,-0,35,79,81,0.3,1004,4,9,243,19
2019-12-11 03:00:00,6,2,0.0,1.8,1,1,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,2,-0,4,-0,31,18,88,0.0,1005,4,10,222,17
2019-12-11 06:00:00,6,2,0.0,1.8,1,2,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,2,-0,3,-0,28,60,89,0.0,1003,3,10,196,16
2019-12-11 09:00:00,6,2,0.0,1.8,1,1,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,2,-1,3,-1,28,78,89,0.2,1001,3,9,201,17
2019-12-11 12:00:00,6,2,0.0,1.8,1,2,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,2,2,6,2,28,82,78,0.2,1000,6,9,193,20
2019-12-11 15:00:00,6,2,0.0,1.8,1,1,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,2,-0,4,-0,27,100,86,0.2,999,4,10,292,19
2019-12-11 18:00:00,6,2,0.0,1.8,1,2,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,1,-2,2,-2,25,14,89,0.0,1000,2,10,258,13
2019-12-11 21:00:00,6,2,0.0,1.8,1,1,99,04:38 PM,08:03 AM,09:12 AM,04:51 PM,-0,-3,2,-3,30,9,88,0.0,1002,2,10,252,15
2019-12-12 00:00:00,6,1,0.0,1.8,2,1,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,-1,-3,1,-3,30,9,89,0.0,1002,1,10,240,15
2019-12-12 03:00:00,6,1,0.0,1.8,2,1,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,-0,-3,1,-3,28,100,92,0.0,998,1,10,186,15
2019-12-12 06:00:00,6,1,0.0,1.8,2,1,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,0,-3,2,-3,33,98,88,0.0,993,2,10,167,19
2019-12-12 09:00:00,6,1,0.0,1.8,2,1,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,3,-2,4,-2,46,100,92,0.5,988,4,2,149,30
2019-12-12 12:00:00,6,1,0.0,1.8,2,2,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,4,1,5,1,31,100,94,0.5,983,5,2,155,21
2019-12-12 15:00:00,6,1,0.0,1.8,2,2,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,6,3,6,3,26,75,94,0.2,979,6,10,219,16
2019-12-12 18:00:00,6,1,0.0,1.8,2,1,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,4,2,5,2,27,95,93,0.0,976,5,10,220,13
2019-12-12 21:00:00,6,1,0.0,1.8,2,1,100,05:17 PM,09:16 AM,09:13 AM,04:51 PM,4,2,5,2,21,100,95,0.1,973,2,2,206,11
2019-12-13 00:00:00,6,3,0.0,1.8,2,1,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,4,0,5,0,36,100,94,1.9,973,5,9,285,25
2019-12-13 03:00:00,6,3,0.0,1.8,2,1,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,3,-0,4,-0,33,100,91,0.4,973,4,2,260,22
2019-12-13 06:00:00,6,3,0.0,1.8,2,1,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,4,-1,5,-1,48,100,93,2.7,975,5,7,295,35
2019-12-13 09:00:00,6,3,0.0,1.8,2,2,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,4,1,6,1,49,100,86,0.8,977,6,6,275,32
2019-12-13 12:00:00,6,3,0.0,1.8,2,2,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,3,1,6,1,47,100,84,1.0,979,6,9,265,32
2019-12-13 15:00:00,6,3,0.0,1.8,2,2,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,4,1,6,1,51,100,86,0.6,979,6,2,261,35
2019-12-13 18:00:00,6,3,0.0,1.8,2,1,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,2,0,5,0,39,76,84,1.3,981,5,9,256,25
2019-12-13 21:00:00,6,3,0.0,1.8,2,1,87,06:06 PM,10:23 AM,09:14 AM,04:51 PM,1,-1,3,-1,31,34,84,0.0,980,3,10,243,19
2019-12-14 00:00:00,3,-2,4.4,3.8,1,1,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,1,-1,3,-1,32,68,88,0.0,980,3,10,245,21
2019-12-14 03:00:00,3,-2,4.4,3.8,1,1,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,2,-2,3,-2,34,100,97,2.4,981,3,2,273,24
2019-12-14 06:00:00,3,-2,4.4,3.8,1,1,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,-2,-3,2,-3,48,85,75,2.8,983,2,5,257,27
2019-12-14 09:00:00,3,-2,4.4,3.8,1,2,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,-1,-4,2,-4,49,45,78,0.0,985,2,10,252,30
2019-12-14 12:00:00,3,-2,4.4,3.8,1,1,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,-3,-3,3,-3,52,72,65,0.3,987,3,0,255,36
2019-12-14 15:00:00,3,-2,4.4,3.8,1,2,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,-2,-2,3,-2,31,5,72,0.0,988,3,10,242,18
2019-12-14 18:00:00,3,-2,4.4,3.8,1,1,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,-2,-3,2,-3,32,71,77,0.0,986,2,10,178,17
2019-12-14 21:00:00,3,-2,4.4,3.8,1,1,79,07:09 PM,11:21 AM,09:15 AM,04:51 PM,2,-2,-0,-2,34,100,95,3.4,982,-2,6,208,23
2019-12-15 00:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,1,-6,1,-6,52,100,98,5.3,982,1,0,236,34
2019-12-15 03:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,-1,-4,1,-4,37,90,85,0.9,985,1,2,243,21
2019-12-15 06:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,-2,-5,-0,-5,32,80,87,1.0,989,-0,5,227,17
2019-12-15 09:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,-2,-4,0,-4,30,100,85,0.0,991,0,10,172,16
2019-12-15 12:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,3,-1,4,-1,38,100,94,0.9,990,4,9,209,26
2019-12-15 15:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,2,-0,4,-0,38,100,86,0.5,990,4,10,213,22
2019-12-15 18:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,1,-1,3,-1,35,59,87,0.9,992,3,10,193,19
2019-12-15 21:00:00,4,-0,1.6,1.8,1,1,72,08:22 PM,12:07 PM,09:16 AM,04:51 PM,1,-2,3,-2,37,100,87,0.1,993,3,10,178,20
2019-12-16 00:00:00,6,3,0.0,5.8,1,1,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,1,-1,3,-1,38,100,88,0.4,993,3,10,169,21
2019-12-16 03:00:00,6,3,0.0,5.8,1,1,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,2,-1,4,-1,39,5,87,0.0,994,4,10,189,22
2019-12-16 06:00:00,6,3,0.0,5.8,1,2,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,1,-2,3,-2,42,8,83,0.0,995,3,10,204,23
2019-12-16 09:00:00,6,3,0.0,5.8,1,2,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,1,-1,2,-1,21,30,89,0.0,998,2,10,206,11
2019-12-16 12:00:00,6,3,0.0,5.8,1,2,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,2,2,5,2,16,22,82,0.0,999,5,10,188,11
2019-12-16 15:00:00,6,3,0.0,5.8,1,2,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,2,2,4,2,18,29,85,0.0,999,4,10,166,10
2019-12-16 18:00:00,6,3,0.0,5.8,1,2,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,2,0,3,0,22,51,93,0.0,999,3,10,147,11
2019-12-16 21:00:00,6,3,0.0,5.8,1,1,65,09:42 PM,12:42 PM,09:17 AM,04:51 PM,2,1,3,1,17,45,92,0.0,999,3,10,149,9
2019-12-17 00:00:00,4,1,0.0,5.8,1,1,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,2,2,3,2,13,77,93,0.0,999,3,10,137,7
2019-12-17 03:00:00,4,1,0.0,5.8,1,1,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,2,1,3,1,10,97,93,0.0,999,3,10,166,5
2019-12-17 06:00:00,4,1,0.0,5.8,1,2,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,1,1,2,1,9,53,91,0.0,998,2,10,184,4
2019-12-17 09:00:00,4,1,0.0,5.8,1,1,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,1,0,2,0,11,100,91,0.0,1000,2,10,216,5
2019-12-17 12:00:00,4,1,0.0,5.8,1,2,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,2,2,4,2,14,45,87,0.0,1001,4,10,220,9
2019-12-17 15:00:00,4,1,0.0,5.8,1,2,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,2,1,4,1,17,44,90,0.0,1001,4,10,221,10
2019-12-17 18:00:00,4,1,0.0,5.8,1,2,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,1,-1,2,-1,23,5,91,0.0,1003,2,10,198,12
2019-12-17 21:00:00,4,1,0.0,5.8,1,1,58,11:04 PM,01:11 PM,09:18 AM,04:52 PM,-0,-2,1,-2,22,25,91,0.0,1005,1,10,195,11
2019-12-18 00:00:00,6,-1,0.0,3.8,2,1,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,-0,-2,1,-2,20,10,89,0.0,1007,1,10,178,10
2019-12-18 03:00:00,6,-1,0.0,3.8,2,1,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,0,-2,2,-2,20,5,90,0.0,1007,2,10,158,10
2019-12-18 06:00:00,6,-1,0.0,3.8,2,2,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,0,-3,1,-3,25,19,94,0.0,1008,1,10,135,13
2019-12-18 09:00:00,6,-1,0.0,3.8,2,2,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,1,-2,2,-2,31,20,92,0.0,1007,2,10,132,16
2019-12-18 12:00:00,6,-1,0.0,3.8,2,3,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,3,2,6,2,39,52,83,0.0,1007,6,10,148,26
2019-12-18 15:00:00,6,-1,0.0,3.8,2,2,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,4,2,6,2,51,100,84,0.0,1003,6,10,146,33
2019-12-18 18:00:00,6,-1,0.0,3.8,2,1,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,5,2,6,2,67,100,89,0.5,999,2,2,147,43
2019-12-18 21:00:00,6,-1,0.0,3.8,2,1,50,No moonrise,01:34 PM,09:19 AM,04:52 PM,7,-1,2,-1,62,100,90,1.7,998,-1,9,159,39
2019-12-19 00:00:00,11,8,0.0,1.8,2,1,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,9,6,10,6,44,100,92,0.0,998,10,10,177,27
2019-12-19 03:00:00,11,8,0.0,1.8,2,1,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,9,6,10,6,38,100,96,0.8,995,10,9,164,24
2019-12-19 06:00:00,11,8,0.0,1.8,2,2,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,9,7,10,7,31,100,97,5.4,995,10,7,168,19
2019-12-19 09:00:00,11,8,0.0,1.8,2,2,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,7,6,9,6,33,54,91,1.7,995,9,9,159,18
2019-12-19 12:00:00,11,8,0.0,1.8,2,3,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,9,8,11,8,31,100,90,0.0,994,11,10,154,22
2019-12-19 15:00:00,11,8,0.0,1.8,2,3,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,9,8,11,8,41,100,90,0.5,989,11,10,131,27
2019-12-19 18:00:00,11,8,0.0,1.8,2,2,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,8,6,10,6,49,100,92,8.8,985,10,5,182,34
2019-12-19 21:00:00,11,8,0.0,1.8,2,1,43,12:27 AM,01:53 PM,09:19 AM,04:52 PM,6,4,8,4,49,89,87,1.0,983,8,9,165,30
2019-12-20 00:00:00,7,4,0.0,1.8,2,1,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,5,4,8,4,54,97,82,0.0,983,8,10,187,35
2019-12-20 03:00:00,7,4,0.0,1.8,2,1,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,7,5,8,5,32,100,92,0.1,982,8,10,163,21
2019-12-20 06:00:00,7,4,0.0,1.8,2,2,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,6,5,7,5,18,100,95,0.4,979,7,10,113,12
2019-12-20 09:00:00,7,4,0.0,1.8,2,2,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,6,6,7,6,9,84,95,0.0,977,7,2,92,6
2019-12-20 12:00:00,7,4,0.0,1.8,2,2,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,6,4,7,4,17,100,97,1.9,976,7,9,289,12
2019-12-20 15:00:00,7,4,0.0,1.8,2,2,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,5,2,6,2,28,100,94,8.1,976,6,5,266,19
2019-12-20 18:00:00,7,4,0.0,1.8,2,2,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,4,3,6,3,26,76,90,6.7,979,6,7,229,15
2019-12-20 21:00:00,7,4,0.0,1.8,2,1,36,01:49 AM,02:12 PM,09:20 AM,04:53 PM,3,1,4,1,27,31,95,0.0,980,4,10,191,14
2019-12-21 00:00:00,7,4,0.0,3.8,3,1,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,3,0,4,0,26,57,96,0.0,981,4,10,159,13
2019-12-21 03:00:00,7,4,0.0,3.8,3,1,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,3,-0,4,-0,28,100,96,0.0,979,4,10,153,17
2019-12-21 06:00:00,7,4,0.0,3.8,3,2,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,5,2,5,2,22,100,96,0.2,977,5,2,147,14
2019-12-21 09:00:00,7,4,0.0,3.8,3,2,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,5,2,6,2,32,98,95,1.1,977,6,9,168,21
2019-12-21 12:00:00,7,4,0.0,3.8,3,2,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,5,4,7,4,26,85,86,1.0,975,7,9,179,18
2019-12-21 15:00:00,7,4,0.0,3.8,3,3,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,5,4,7,4,25,41,89,0.0,974,7,10,163,15
2019-12-21 18:00:00,7,4,0.0,3.8,3,2,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,4,2,5,2,29,75,94,0.2,973,5,10,116,16
2019-12-21 21:00:00,7,4,0.0,3.8,3,1,28,03:11 AM,02:30 PM,09:20 AM,04:53 PM,5,3,5,3,18,100,97,0.1,972,5,2,105,10
2019-12-22 00:00:00,6,4,0.0,3.8,2,1,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,5,4,6,4,15,100,93,0.1,974,6,10,352,9
2019-12-22 03:00:00,6,4,0.0,3.8,2,1,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,5,4,6,4,15,100,93,0.2,977,6,2,335,9
2019-12-22 06:00:00,6,4,0.0,3.8,2,2,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,5,4,6,4,15,100,94,0.3,979,6,2,296,10
2019-12-22 09:00:00,6,4,0.0,3.8,2,2,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,4,3,5,3,19,87,92,0.3,982,5,5,266,12
2019-12-22 12:00:00,6,4,0.0,3.8,2,3,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,4,4,6,4,16,54,85,0.0,984,6,10,242,12
2019-12-22 15:00:00,6,4,0.0,3.8,2,2,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,5,4,6,4,17,100,88,0.0,985,6,10,226,10
2019-12-22 18:00:00,6,4,0.0,3.8,2,2,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,4,2,5,2,23,70,92,0.1,988,5,10,246,12
2019-12-22 21:00:00,6,4,0.0,3.8,2,1,21,04:32 AM,02:51 PM,09:21 AM,04:54 PM,3,1,4,1,29,22,94,0.0,991,4,10,235,15
2019-12-23 00:00:00,7,4,0.0,1.8,3,1,14,05:55 AM,03:16 PM,09:21 AM,04:54 PM,3,1,4,1,24,47,94,0.0,994,4,10,236,13
2019-12-23 03:00:00,7,4,0.0,1.8,3,1,14,05:55 AM,03:16 PM,09:21 AM,04:54 PM,4,2,5,2,28,100,94,0.1,997,5,10,259,16
2019-12-23 06:00:00,7,4,0.0,1.8,3,1,14,05:55 AM,03:16 PM,09:21 AM,04:54 PM,3,1,4,1,32,79,91,0.2,1001,4,10,258,17
