date_time,Derby_maxtempC,Derby_mintempC,Derby_totalSnow_cm,Derby_sunHour,Derby_uvIndex,Derby_uvIndex,Derby_moon_illumination,Derby_moonrise,Derby_moonset,Derby_sunrise,Derby_sunset,Derby_DewPointC,Derby_FeelsLikeC,Derby_HeatIndexC,Derby_WindChillC,Derby_WindGustKmph,Derby_cloudcover,Derby_humidity,Derby_precipMM,Derby_pressure,Derby_tempC,Derby_visibility,Derby_winddirDegree,Derby_windspeedKmph
2020-02-13 09:00:00,8,6,0.0,5.0,2,2,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,6,2,7,2,42,100,94,6.6,988,7,6,239,30
2020-02-13 12:00:00,8,6,0.0,5.0,2,2,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,5,4,8,4,60,100,81,7.8,992,8,5,285,45
2020-02-13 15:00:00,8,6,0.0,5.0,2,2,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,5,4,8,4,48,87,80,0.2,998,8,9,290,36
2020-02-13 18:00:00,8,6,0.0,5.0,2,2,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,5,3,7,3,47,76,87,0.2,1004,7,9,306,29
2020-02-13 21:00:00,8,6,0.0,5.0,2,1,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,4,3,6,3,30,71,85,0.0,1010,6,10,303,17
2020-02-14 00:00:00,10,6,0.0,5.0,3,1,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,4,3,6,3,22,14,85,0.0,1013,6,10,276,12
2020-02-14 03:00:00,10,6,0.0,5.0,3,1,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,4,3,6,3,24,50,92,0.0,1015,6,10,212,13
2020-02-14 06:00:00,10,6,0.0,5.0,3,3,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,5,2,6,2,36,36,93,0.0,1015,6,10,201,20
2020-02-14 09:00:00,10,6,0.0,5.0,3,2,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,6,4,8,4,42,65,92,0.0,1015,8,10,200,26
2020-02-14 12:00:00,10,6,0.0,5.0,3,2,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,8,6,10,6,45,100,90,0.0,1014,10,10,206,28
2020-02-14 15:00:00,10,6,0.0,5.0,3,3,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,9,7,10,7,50,100,91,0.4,1013,10,2,209,31
2020-02-14 18:00:00,10,6,0.0,5.0,3,2,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,8,6,9,6,33,99,92,2.9,1014,9,7,255,22
2020-02-14 21:00:00,10,6,0.0,5.0,3,1,53,12:12 AM,11:13 AM,08:32 AM,06:29 PM,6,4,7,4,29,56,95,0.6,1015,7,5,220,16
2020-02-15 00:00:00,12,6,0.0,5.0,3,1,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,6,4,7,4,26,70,94,0.6,1014,7,5,180,15
2020-02-15 03:00:00,12,6,0.0,5.0,3,1,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,9,7,10,7,36,100,95,0.0,1010,10,10,191,22
2020-02-15 06:00:00,12,6,0.0,5.0,3,3,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,10,8,11,8,54,100,93,0.6,1007,11,2,198,33
2020-02-15 09:00:00,12,6,0.0,5.0,3,3,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,10,7,11,7,70,100,91,0.6,1004,11,2,202,46
2020-02-15 12:00:00,12,6,0.0,5.0,3,3,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,10,8,12,8,82,100,90,1.8,1000,12,9,203,55
2020-02-15 15:00:00,12,6,0.0,5.0,3,3,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,10,7,12,7,104,100,88,6.6,995,12,7,200,68
2020-02-15 18:00:00,12,6,0.0,5.0,3,2,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,11,10,13,10,96,100,90,0.0,993,10,10,219,61
2020-02-15 21:00:00,12,6,0.0,5.0,3,1,45,01:33 AM,11:38 AM,08:30 AM,06:31 PM,10,6,8,6,85,75,89,1.4,996,6,9,226,53
2020-02-16 00:00:00,9,6,0.0,5.0,2,1,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,10,8,11,8,70,73,88,0.9,997,11,10,221,43
2020-02-16 03:00:00,9,6,0.0,5.0,2,1,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,12,9,13,9,82,100,93,7.7,990,13,5,227,52
2020-02-16 06:00:00,9,6,0.0,5.0,2,2,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,8,5,9,5,46,100,94,17.9,989,9,5,258,31
2020-02-16 09:00:00,9,6,0.0,5.0,2,2,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,7,5,9,5,57,100,88,3.1,991,9,7,236,37
2020-02-16 12:00:00,9,6,0.0,5.0,2,2,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,5,2,7,2,57,100,85,4.5,995,7,7,254,42
2020-02-16 15:00:00,9,6,0.0,5.0,2,2,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,2,2,7,2,71,73,70,0.7,997,7,9,250,48
2020-02-16 18:00:00,9,6,0.0,5.0,2,2,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,0,0,6,0,84,83,67,0.3,1000,6,9,247,49
2020-02-16 21:00:00,9,6,0.0,5.0,2,1,38,02:51 AM,12:05 PM,08:28 AM,06:33 PM,-0,-0,6,-0,72,73,67,0.3,1004,6,9,249,42
2020-02-17 00:00:00,8,5,0.0,6.7,2,1,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,1,0,6,0,71,60,70,0.3,1007,6,10,241,42
2020-02-17 03:00:00,8,5,0.0,6.7,2,1,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,3,1,6,1,66,70,77,0.7,1005,6,10,232,40
2020-02-17 06:00:00,8,5,0.0,6.7,2,2,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,2,0,5,0,61,88,78,0.5,1005,5,9,238,34
2020-02-17 09:00:00,8,5,0.0,6.7,2,2,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,5,2,7,2,60,60,83,0.7,1006,7,10,262,38
2020-02-17 12:00:00,8,5,0.0,6.7,2,2,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,5,3,8,3,57,100,82,0.8,1010,8,10,271,40
2020-02-17 15:00:00,8,5,0.0,6.7,2,2,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,4,2,7,2,54,100,79,1.3,1012,7,10,268,37
2020-02-17 18:00:00,8,5,0.0,6.7,2,2,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,1,-0,5,-0,61,50,75,1.3,1016,5,10,272,37
2020-02-17 21:00:00,8,5,0.0,6.7,2,1,30,04:06 AM,12:39 PM,08:26 AM,06:35 PM,1,-0,5,-0,57,77,76,0.5,1019,5,10,272,36
2020-02-18 00:00:00,8,5,0.0,5.1,2,1,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,2,0,5,0,49,94,78,0.0,1021,5,10,269,29
2020-02-18 03:00:00,8,5,0.0,5.1,2,1,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,3,1,6,1,51,62,82,0.4,1020,6,10,259,31
2020-02-18 06:00:00,8,5,0.0,5.1,2,2,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,3,1,6,1,48,88,82,0.3,1020,6,9,256,27
2020-02-18 09:00:00,8,5,0.0,5.1,2,2,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,4,3,7,3,49,70,83,0.1,1020,7,10,245,30
2020-02-18 12:00:00,8,5,0.0,5.1,2,2,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,5,3,7,3,52,100,86,0.0,1019,7,10,252,35
2020-02-18 15:00:00,8,5,0.0,5.1,2,2,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,5,4,8,4,54,71,81,0.6,1018,8,10,251,37
2020-02-18 18:00:00,8,5,0.0,5.1,2,2,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,4,2,7,2,53,66,83,2.4,1017,7,9,271,33
2020-02-18 21:00:00,8,5,0.0,5.1,2,1,22,05:15 AM,01:22 PM,08:24 AM,06:36 PM,2,0,6,0,59,88,77,0.7,1019,6,9,296,36
2020-02-19 00:00:00,8,4,0.0,5.1,2,1,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,1,-0,5,-0,49,56,77,1.0,1021,5,10,293,28
2020-02-19 03:00:00,8,4,0.0,5.1,2,1,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,2,1,5,1,42,59,80,0.1,1021,5,10,293,24
2020-02-19 06:00:00,8,4,0.0,5.1,2,2,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,3,2,6,2,33,100,82,0.1,1022,6,10,267,20
2020-02-19 09:00:00,8,4,0.0,5.1,2,2,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,5,3,6,3,28,100,94,0.6,1022,6,2,238,19
2020-02-19 12:00:00,8,4,0.0,5.1,2,2,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,6,4,8,4,47,100,89,1.4,1020,8,9,245,31
2020-02-19 15:00:00,8,4,0.0,5.1,2,2,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,7,4,8,4,54,100,89,0.7,1017,8,2,228,34
2020-02-19 18:00:00,8,4,0.0,5.1,2,2,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,6,4,8,4,53,99,86,0.0,1015,8,10,230,32
2020-02-19 21:00:00,8,4,0.0,5.1,2,1,15,06:15 AM,02:12 PM,08:22 AM,06:38 PM,6,4,6,4,52,85,88,0.2,1014,4,10,223,31
2020-02-20 00:00:00,10,5,0.0,5.1,2,1,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,7,4,8,4,53,89,90,0.0,1012,8,10,214,32
2020-02-20 03:00:00,10,5,0.0,5.1,2,1,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,7,5,9,5,54,100,88,0.2,1009,9,10,213,34
2020-02-20 06:00:00,10,5,0.0,5.1,2,2,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,7,5,9,5,58,100,89,0.0,1006,9,10,210,35
2020-02-20 09:00:00,10,5,0.0,5.1,2,2,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,9,5,10,5,69,100,94,2.6,1005,10,7,237,46
2020-02-20 12:00:00,10,5,0.0,5.1,2,2,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,2,-0,5,-0,55,88,81,2.4,1010,5,9,291,39
2020-02-20 15:00:00,10,5,0.0,5.1,2,2,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,0,1,6,1,62,81,66,0.4,1015,6,10,287,45
2020-02-20 18:00:00,10,5,0.0,5.1,2,1,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,-1,-0,5,-0,52,89,66,0.3,1019,5,9,284,32
2020-02-20 21:00:00,10,5,0.0,5.1,2,1,7,07:05 AM,03:10 PM,08:20 AM,06:40 PM,0,-0,5,-0,47,78,71,0.0,1023,5,10,278,28
2020-02-21 00:00:00,9,6,0.0,5.1,2,1,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,2,1,6,1,39,96,75,0.2,1025,6,10,267,24
2020-02-21 03:00:00,9,6,0.0,5.1,2,1,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,3,3,7,3,44,71,79,0.1,1023,7,10,241,28
2020-02-21 06:00:00,9,6,0.0,5.1,2,2,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,4,2,7,2,50,88,80,0.0,1023,7,10,239,32
2020-02-21 09:00:00,9,6,0.0,5.1,2,2,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,5,3,7,3,52,84,84,0.0,1022,7,10,235,34
2020-02-21 12:00:00,9,6,0.0,5.1,2,2,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,6,4,9,4,58,100,81,0.0,1023,9,10,240,41
2020-02-21 15:00:00,9,6,0.0,5.1,2,2,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,6,5,9,5,59,85,82,0.1,1021,9,10,237,41
2020-02-21 18:00:00,9,6,0.0,5.1,2,2,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,6,4,9,4,62,92,84,0.0,1020,9,10,229,40
2020-02-21 21:00:00,9,6,0.0,5.1,2,1,0,07:44 AM,04:14 PM,08:18 AM,06:42 PM,6,7,11,7,69,94,84,0.0,1019,7,10,231,45
2020-02-22 00:00:00,11,8,0.0,6.8,2,1,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,7,5,9,5,77,100,86,0.0,1017,9,10,230,50
2020-02-22 03:00:00,11,8,0.0,6.8,2,1,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,8,5,10,5,77,100,89,0.3,1015,10,2,234,52
2020-02-22 06:00:00,11,8,0.0,6.8,2,3,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,9,7,11,7,76,100,92,0.0,1017,11,10,245,50
2020-02-22 09:00:00,11,8,0.0,6.8,2,2,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,7,6,10,6,59,77,84,0.2,1018,10,9,263,39
2020-02-22 12:00:00,11,8,0.0,6.8,2,3,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,6,5,10,5,60,56,78,0.0,1021,10,10,264,42
2020-02-22 15:00:00,11,8,0.0,6.8,2,2,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,6,5,9,5,58,96,80,0.1,1022,9,10,260,40
2020-02-22 18:00:00,11,8,0.0,6.8,2,2,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,6,4,8,4,53,100,83,0.3,1023,8,2,261,34
2020-02-22 21:00:00,11,8,0.0,6.8,2,1,0,08:15 AM,05:21 PM,08:16 AM,06:44 PM,7,4,8,4,41,100,93,0.5,1023,8,2,241,28
2020-02-23 00:00:00,12,7,0.0,6.8,2,1,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,8,4,8,4,44,100,95,1.5,1021,8,9,225,30
2020-02-23 03:00:00,12,7,0.0,6.8,2,1,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,11,8,12,8,94,100,91,2.0,1014,12,9,242,60
2020-02-23 06:00:00,12,7,0.0,6.8,2,3,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,10,7,12,7,85,100,92,0.0,1014,12,10,251,55
2020-02-23 09:00:00,12,7,0.0,6.8,2,3,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,10,7,11,7,71,100,93,0.3,1016,11,2,260,48
2020-02-23 12:00:00,12,7,0.0,6.8,2,4,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,8,6,10,6,61,59,87,0.0,1020,10,10,272,40
2020-02-23 15:00:00,12,7,0.0,6.8,2,2,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,5,5,8,5,35,71,81,0.1,1021,8,10,303,24
2020-02-23 18:00:00,12,7,0.0,6.8,2,2,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,5,6,8,6,14,61,83,0.2,1024,8,10,307,9
2020-02-23 21:00:00,12,7,0.0,6.8,2,1,0,08:41 AM,06:29 PM,08:14 AM,06:45 PM,5,5,7,5,14,100,86,0.2,1023,7,2,145,9
2020-02-24 00:00:00,11,7,0.0,5.2,2,1,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,6,4,8,4,36,100,90,0.0,1021,8,10,156,24
2020-02-24 03:00:00,11,7,0.0,5.2,2,1,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,10,7,11,7,50,100,93,0.3,1016,11,2,225,33
2020-02-24 06:00:00,11,7,0.0,5.2,2,2,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,8,5,9,5,66,94,90,0.0,1012,9,10,220,42
2020-02-24 09:00:00,11,7,0.0,5.2,2,2,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,9,5,10,5,75,100,94,2.7,1010,10,7,234,49
2020-02-24 12:00:00,11,7,0.0,5.2,2,3,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,10,7,11,7,73,100,94,4.9,1008,11,7,244,48
2020-02-24 15:00:00,11,7,0.0,5.2,2,2,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,8,6,10,6,62,95,88,0.4,1007,10,10,258,43
2020-02-24 18:00:00,11,7,0.0,5.2,2,2,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,6,4,8,4,50,92,83,0.4,1008,8,10,279,33
2020-02-24 21:00:00,11,7,0.0,5.2,2,1,0,09:02 AM,07:36 PM,08:12 AM,06:47 PM,4,3,7,3,45,96,77,0.1,1009,7,10,285,29
2020-02-25 00:00:00,7,3,2.7,5.2,2,1,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,2,2,7,2,47,85,74,0.2,1009,7,10,280,31
2020-02-25 03:00:00,7,3,2.7,5.2,2,1,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,3,1,6,1,44,100,83,0.2,1007,6,10,260,28
2020-02-25 06:00:00,7,3,2.7,5.2,2,2,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,3,1,6,1,51,93,82,1.0,1006,6,10,280,33
2020-02-25 09:00:00,7,3,2.7,5.2,2,2,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,3,1,6,1,42,91,83,0.7,1004,6,10,269,30
2020-02-25 12:00:00,7,3,2.7,5.2,2,2,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,2,2,7,2,53,64,73,1.9,1003,7,10,263,36
2020-02-25 15:00:00,7,3,2.7,5.2,2,2,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,0,-1,5,-1,62,84,70,2.7,1000,5,6,281,45
2020-02-25 18:00:00,7,3,2.7,5.2,2,1,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,-1,-3,4,-3,69,100,72,3.2,1000,4,2,286,46
2020-02-25 21:00:00,7,3,2.7,5.2,2,1,8,09:20 AM,08:42 PM,08:10 AM,06:49 PM,-2,-4,3,-4,68,59,71,1.4,1001,3,0,291,45
2020-02-26 00:00:00,6,3,0.7,5.2,1,1,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,-1,-3,3,-3,75,100,71,3.2,1002,3,0,293,47
2020-02-26 03:00:00,6,3,0.7,5.2,1,1,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,0,-3,4,-3,74,91,76,0.8,1003,4,7,299,47
2020-02-26 06:00:00,6,3,0.7,5.2,1,1,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,0,-3,4,-3,84,84,74,2.0,1005,4,10,308,53
2020-02-26 09:00:00,6,3,0.7,5.2,1,1,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,0,-1,5,-1,60,73,72,0.5,1009,5,9,312,40
2020-02-26 12:00:00,6,3,0.7,5.2,1,2,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,-1,1,6,1,48,82,61,0.5,1012,6,10,302,37
2020-02-26 15:00:00,6,3,0.7,5.2,1,2,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,0,1,6,1,41,64,67,0.2,1012,6,10,278,31
2020-02-26 18:00:00,6,3,0.7,5.2,1,1,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,1,-0,4,-0,37,100,77,0.1,1010,4,10,262,22
2020-02-26 21:00:00,6,3,0.7,5.2,1,1,15,09:37 AM,09:48 PM,08:08 AM,06:51 PM,1,0,4,0,29,93,82,0.1,1009,4,10,239,17
2020-02-27 00:00:00,6,3,0.0,8.4,1,1,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,3,-0,4,-0,23,100,96,0.8,1005,4,9,199,17
2020-02-27 03:00:00,6,3,0.0,8.4,1,1,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,4,1,5,1,26,100,95,4.5,994,5,7,100,18
2020-02-27 06:00:00,6,3,0.0,8.4,1,1,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,4,-0,5,-0,40,100,95,9.2,995,5,5,20,29
2020-02-27 09:00:00,6,3,0.0,8.4,1,1,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,3,-1,5,-1,42,100,86,0.1,1000,5,10,343,32
2020-02-27 12:00:00,6,3,0.0,8.4,1,2,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,1,0,5,0,39,70,77,0.1,1006,5,10,330,32
2020-02-27 15:00:00,6,3,0.0,8.4,1,3,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,-0,1,6,1,39,18,64,0.0,1009,6,10,317,31
2020-02-27 18:00:00,6,3,0.0,8.4,1,2,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,-1,-0,3,-0,26,12,74,0.0,1012,3,10,305,13
2020-02-27 21:00:00,6,3,0.0,8.4,1,1,23,09:54 AM,10:54 PM,08:06 AM,06:52 PM,-1,0,3,0,18,67,77,0.0,1014,3,10,222,9
2020-02-28 00:00:00,11,3,0.0,5.3,2,1,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,-1,-1,3,-1,26,100,75,0.0,1014,3,10,182,15
2020-02-28 03:00:00,11,3,0.0,5.3,2,1,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,0,0,4,0,35,100,74,0.0,1011,4,10,168,21
2020-02-28 06:00:00,11,3,0.0,5.3,2,2,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,4,-0,5,-0,46,100,94,1.8,1007,5,9,161,33
2020-02-28 09:00:00,11,3,0.0,5.3,2,2,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,7,3,8,3,50,100,94,3.3,1002,8,7,173,32
2020-02-28 12:00:00,11,3,0.0,5.3,2,3,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,10,7,11,7,64,100,94,0.6,1000,11,2,234,41
2020-02-28 15:00:00,11,3,0.0,5.3,2,3,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,9,7,11,7,60,100,89,0.2,998,11,2,227,41
2020-02-28 18:00:00,11,3,0.0,5.3,2,2,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,9,6,10,6,62,100,92,0.2,995,10,2,211,39
2020-02-28 21:00:00,11,3,0.0,5.3,2,1,30,10:10 AM,12:00 AM,08:04 AM,06:54 PM,9,7,11,7,60,100,91,1.3,991,7,9,199,37
2020-02-29 00:00:00,6,0,0.0,6.9,1,1,38,10:29 AM,No moonset,08:02 AM,06:56 PM,9,6,10,6,75,100,90,0.8,986,10,9,196,48
2020-02-29 03:00:00,6,0,0.0,6.9,1,1,38,10:29 AM,No moonset,08:02 AM,06:56 PM,6,2,7,2,51,100,94,9.0,983,7,5,290,38
2020-02-29 06:00:00,6,0,0.0,6.9,1,2,38,10:29 AM,No moonset,08:02 AM,06:56 PM,2,1,6,1,50,54,79,8.8,984,6,6,264,34
2020-02-29 09:00:00,6,0,0.0,6.9,1,1,38,10:29 AM,No moonset,08:02 AM,06:56 PM,-0,-1,5,-1,54,89,71,0.5,985,5,9,259,37
2020-02-29 12:00:00,6,0,0.0,6.9,1,1,38,10:29 AM,No moonset,08:02 AM,06:56 PM,0,-2,5,-2,66,79,74,1.5,986,5,10,246,47
2020-02-29 15:00:00,6,0,0.0,6.9,1,2,38,10:29 AM,No moonset,08:02 AM,06:56 PM,-0,-1,5,-1,65,70,67,0.9,986,5,10,246,50
2020-02-29 18:00:00,6,0,0.0,6.9,1,2,38,10:29 AM,No moonset,08:02 AM,06:56 PM,-0,-2,4,-2,64,46,71,0.0,987,4,10,247,41
2020-02-29 21:00:00,6,0,0.0,6.9,1,1,38,10:29 AM,No moonset,08:02 AM,06:56 PM,1,0,4,0,63,90,74,0.2,987,0,10,250,42
2020-03-01 00:00:00,7,4,0.0,6.9,3,1,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,0,-1,5,-1,67,55,70,0.0,989,5,10,256,42
2020-03-01 03:00:00,7,4,0.0,6.9,3,1,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,0,-1,5,-1,62,81,71,0.6,988,5,9,257,39
2020-03-01 06:00:00,7,4,0.0,6.9,3,1,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,0,-1,4,-1,53,76,75,0.6,989,4,9,257,32
2020-03-01 09:00:00,7,4,0.0,6.9,3,2,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,1,1,6,1,43,56,72,0.2,989,6,10,257,31
2020-03-01 12:00:00,7,4,0.0,6.9,3,2,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,1,2,7,2,47,100,66,0.6,990,7,10,261,38
2020-03-01 15:00:00,7,4,0.0,6.9,3,2,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,2,2,7,2,41,74,71,0.3,989,7,10,253,33
2020-03-01 18:00:00,7,4,0.0,6.9,3,1,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,2,1,5,1,30,64,84,0.1,987,5,10,219,17
2020-03-01 21:00:00,7,4,0.0,6.9,3,1,44,10:51 AM,01:07 AM,08:00 AM,06:58 PM,3,2,4,2,15,100,92,0.9,985,4,6,154,10
2020-03-02 00:00:00,6,0,7.3,7.2,2,1,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,2,-3,3,-3,34,100,97,8.6,985,3,2,332,26
2020-03-02 03:00:00,6,0,7.3,7.2,2,1,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,4,0,4,0,23,100,97,2.0,984,4,6,2,17
2020-03-02 06:00:00,6,0,7.3,7.2,2,1,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,3,1,5,1,30,88,86,6.2,987,5,8,319,20
2020-03-02 09:00:00,6,0,7.3,7.2,2,2,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,2,1,5,1,40,86,78,0.1,990,5,10,306,28
2020-03-02 12:00:00,6,0,7.3,7.2,2,2,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,1,1,6,1,39,76,68,0.1,993,6,10,291,33
2020-03-02 15:00:00,6,0,7.3,7.2,2,2,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,0,1,6,1,40,89,65,0.3,995,6,9,281,32
2020-03-02 18:00:00,6,0,7.3,7.2,2,1,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,-0,-1,4,-1,44,58,73,0.2,996,4,10,271,26
2020-03-02 21:00:00,6,0,7.3,7.2,2,1,51,11:17 AM,02:15 AM,07:58 AM,07:00 PM,1,0,3,0,47,68,77,0.6,998,0,10,273,28
2020-03-03 00:00:00,7,4,0.0,8.7,2,1,58,11:51 AM,03:24 AM,07:56 AM,07:01 PM,0,-1,4,-1,46,71,76,0.4,1000,4,9,272,26
2020-03-03 03:00:00,7,4,0.0,8.7,2,1,58,11:51 AM,03:24 AM,07:56 AM,07:01 PM,1,-1,4,-1,37,52,83,0.4,999,4,10,261,20
2020-03-03 06:00:00,7,4,0.0,8.7,2,2,58,11:51 AM,03:24 AM,07:56 AM,07:01 PM,1,0,4,0,29,34,83,0.0,999,4,10,265,15
2020-03-03 09:00:00,7,4,0.0,8.7,2,2,58,11:51 AM,03:24 AM,07:56 AM,07:01 PM,3,2,6,2,26,75,80,0.3,1001,6,9,291,18
2020-03-03 12:00:00,7,4,0.0,8.7,2,3,58,11:51 AM,03:24 AM,07:56 AM,07:01 PM,3,3,7,3,36,28,78,0.0,1004,7,10,308,27
2020-03-03 15:00:00,7,4,0.0,8.7,2,2,58,11:51 AM,03:24 AM,07:56 AM,07:01 PM,3,3,7,3,31,79,73,0.2,1006,7,9,299,26
2020-03-03 18:00:00,7,4,0.0,8.7,2,2,58,11:51 AM,03:24 AM,07:56 AM,07:01 PM,1,1,5,1,31,12,80,0.0,1009,5,10,290,17
